rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color_black,471724,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
494.79999999981374,,prac_atten_color,472544,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,474547,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
4229.299999999814,,attentioncheck_help,478779,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,479372,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,479999,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
441.10000000009313,,prac_atten_color_black,482007,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,482791,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,483332,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
129.89999999990687,,prac_atten_color_black,485341,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,486232,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,486658,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
123.29999999981374,,prac_atten_color_black,488664,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,489661,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
577.6000000000931,,prac_atten_color,490571,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,492579,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,493092,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,493595,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
167.89999999990687,,prac_atten_color_black,495602,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,496511,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
589.1000000000931,,prac_atten_color,497239,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,499250,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,499947,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
549.3999999999069,,prac_atten_color,500820,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,502830,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,503377,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
670.7000000001863,,prac_atten_color,504222,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,506226,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
12371.80000000028,,attentioncheck_feedback,518601,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
41082.200000000186,,last_instruct,559686,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),563194,,,,,,,,black_plus_sign,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),563967,,,,,,,,green,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,564474,,,,,,,,green,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,565723,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,565832,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),569342,,,,,,,,black_plus_sign,,,null,object_15c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,570207,,,,,,,,blue,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,570722,,,,,,,,blue,,,null,object_15c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
1309.3999999999069,,prac_rt_thecrossant_black,571981,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,572092,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),575604,,,,,,,,black_plus_sign,,,null,object_01c.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,576475,,,,,,,,blue,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,576977,,,,,,,,green,,,null,object_01c.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
1594.6999999997206,,prac_rt_thecrossant_black,578308,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,578419,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),581935,,,,,,,,black_plus_sign,,,null,object_13a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,582793,,,,,,,,blue,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,583298,,,,,,,,green,,,null,object_13a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
1094.6999999997206,,prac_rt_thecrossant_black,584420,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,584531,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
22676.600000000093,,instruct_dir_01,607212,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
9763.600000000093,,instruct_dir_2,616979,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
6350.600000000093,,instruct_dir_3,623333,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
9926.700000000186,,instruct_dir_4,633263,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,633369,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
3027.7999999998137,,intro_0,636399,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
4078,,prac_directmemory_phase,640479,,,,,,,,practice/object_03a.png,,,49,,,,1,practice/object_03b.png,practice/object_04b.png,practice/object_01a.png,practice/object_03b.png,1,1,,,,,,,,,,,,
3158.6999999997206,,prac_directmemory_phase,643642,,,,,,,,practice/object_04a.png,,,50,,,,1,practice/object_03a.png,practice/object_04b.png,practice/object_03b.png,practice/object_04b.png,1,1,,,,,,,,,,,,
4468,,prac_directmemory_phase,648114,,,,,,,,practice/object_01a.png,,,50,,,,1,practice/object_02a.png,practice/object_01b.png,practice/object_04b.png,practice/object_01b.png,1,1,,,,,,,,,,,,
3970.5999999996275,,prac_directmemory_phase,652087,,,,,,,,practice/object_02a.png,,,50,,,,1,practice/object_04a.png,practice/object_02b.png,practice/object_03b.png,practice/object_02b.png,1,1,,,,,,,,,,,,
23184.299999999814,,practice_feedback,675275,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,
22538.899999999907,,proceed_actualTask,697817,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,
26996.899999999907,,last_inst,724816,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,728319,,,,,,,,black_plus_sign,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,729185,,,,,,,,blue,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,729692,,,,,,,,blue,,,null,object_05b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
1277.3999999999069,,rt_thecrossant_black1,730846,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,730957,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,734472,,,,,,,,black_plus_sign,,,null,object_15c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,734942,,,,,,,,blue,,,null,object_15c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,735449,,,,,,,,blue,,,null,object_15c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
1005.1000000000931,,rt_thecrossant_black1,737001,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,737110,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,740623,,,,,,,,black_plus_sign,,,null,object_01c.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,741162,,,,,,,,blue,,,null,object_01c.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,741672,,,,,,,,blue,,,null,object_01c.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
906.5,,rt_thecrossant_black1,743146,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,743257,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,746772,,,,,,,,black_plus_sign,,,null,object_13a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,747272,,,,,,,,green,,,null,object_13a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,747779,,,,,,,,green,,,null,object_13a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
853.7000000001863,,rt_thecrossant_black1,749302,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,749411,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,752917,,,,,,,,black_plus_sign,,,null,object_14b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,753537,,,,,,,,green,,,null,object_14b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,754040,,,,,,,,green,,,null,object_14b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
1219.1000000000931,,rt_thecrossant_black1,755440,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,755543,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,759052,,,,,,,,black_plus_sign,,,null,object_08c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,759917,,,,,,,,green,,,null,object_08c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,760435,,,,,,,,green,,,null,object_08c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
1180.1999999997206,,rt_thecrossant_black1,761591,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,761701,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,765213,,,,,,,,black_plus_sign,,,null,object_04a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,766292,,,,,,,,blue,,,null,object_04a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,766809,,,,,,,,blue,,,null,object_04a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
1292,,rt_thecrossant_black1,767747,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,767858,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,771370,,,,,,,,black_plus_sign,,,null,object_02a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,772103,,,,,,,,green,,,null,object_02a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,772612,,,,,,,,green,,,null,object_02a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
1440.7000000001863,,rt_thecrossant_black1,773900,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,774011,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,777515,,,,,,,,black_plus_sign,,,null,object_14c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,778548,,,,,,,,blue,,,null,object_14c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,779051,,,,,,,,blue,,,null,object_14c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
1118.3999999999069,,rt_thecrossant_black1,780027,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,780137,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,783649,,,,,,,,black_plus_sign,,,null,object_07c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,784460,,,,,,,,blue,,,null,object_07c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,784965,,,,,,,,blue,,,null,object_07c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,
2012.9000000003725,,rt_thecrossant_black1,786169,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,786274,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,789789,,,,,,,,black_plus_sign,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,790539,,,,,,,,green,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,791042,,,,,,,,green,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
1407,,rt_thecrossant_black1,792312,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,792424,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,795931,,,,,,,,black_plus_sign,,,null,object_11c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,796919,,,,,,,,green,,,null,object_11c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,797426,,,,,,,,green,,,null,object_11c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
1161.8999999999069,,rt_thecrossant_black1,798462,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,798570,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,802077,,,,,,,,black_plus_sign,,,null,object_03c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,803025,,,,,,,,blue,,,null,object_03c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,803542,,,,,,,,blue,,,null,object_03c.png,object_10a.png,,,,,,,,,,,,,,,,,,,,
1376,,rt_thecrossant_black1,804602,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,804711,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,808222,,,,,,,,black_plus_sign,,,null,object_15b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,808831,,,,,,,,blue,,,null,object_15b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,809336,,,,,,,,blue,,,null,object_15b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
1266.0999999996275,,rt_thecrossant_black1,810753,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,810864,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,814370,,,,,,,,black_plus_sign,,,null,object_13a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,815438,,,,,,,,blue,,,null,object_13a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,815951,,,,,,,,blue,,,null,object_13a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
906.5,,rt_thecrossant_black1,816908,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,817019,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,820524,,,,,,,,black_plus_sign,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,821440,,,,,,,,blue,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,821955,,,,,,,,blue,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
1320.7999999998137,,rt_thecrossant_black1,823062,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,823176,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,826683,,,,,,,,black_plus_sign,,,null,object_06a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,827532,,,,,,,,green,,,null,object_06a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,828034,,,,,,,,green,,,null,object_06a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
1506.8999999999069,,rt_thecrossant_black1,829211,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,829322,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,832833,,,,,,,,black_plus_sign,,,null,object_07c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,833940,,,,,,,,green,,,null,object_07c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,834444,,,,,,,,green,,,null,object_07c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
1157,,rt_thecrossant_black1,835356,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,835468,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,838977,,,,,,,,black_plus_sign,,,null,object_03b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,839815,,,,,,,,green,,,null,object_03b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,840332,,,,,,,,green,,,null,object_03b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
1488.8999999999069,,rt_thecrossant_black1,841507,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,841619,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,845126,,,,,,,,black_plus_sign,,,null,object_01a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,845715,,,,,,,,green,,,null,object_01a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,846218,,,,,,,,green,,,null,object_01a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
1209.2000000001863,,rt_thecrossant_black1,847648,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,847759,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,851269,,,,,,,,black_plus_sign,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,852371,,,,,,,,blue,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,852881,,,,,,,,blue,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
874.8000000002794,,rt_thecrossant_black1,853801,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,853911,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,857426,,,,,,,,black_plus_sign,,,null,object_07a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,858138,,,,,,,,blue,,,null,object_07a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,858641,,,,,,,,blue,,,null,object_07a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
1438.5,,rt_thecrossant_black1,859946,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,860063,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,863570,,,,,,,,black_plus_sign,,,null,object_08a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,864166,,,,,,,,blue,,,null,object_08a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,864668,,,,,,,,blue,,,null,object_08a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
1028.6000000000931,,rt_thecrossant_black1,866102,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,866205,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,869712,,,,,,,,black_plus_sign,,,null,object_04b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,870392,,,,,,,,green,,,null,object_04b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,870901,,,,,,,,green,,,null,object_04b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,872246,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,,
null,,color_black1,872359,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,875871,,,,,,,,black_plus_sign,,,null,object_08b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,876631,,,,,,,,green,,,null,object_08b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,877134,,,,,,,,green,,,null,object_08b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
