rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
3216.5,,prac_directmemory_phase,470947,,,,,,,,practice/object_03a.png,,,51,,,,0,practice/object_03b.png,practice/object_04b.png,practice/object_01a.png,practice/object_03b.png,0,0,,,,,,,,,,,,,
3310.100000023842,,prac_directmemory_phase,474260,,,,,,,,practice/object_01a.png,,,50,,,,0,practice/object_04b.png,practice/object_02a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,,,,,
2980.699999988079,,prac_directmemory_phase,477243,,,,,,,,practice/object_02a.png,,,51,,,,1,practice/object_04b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,1,0.3333333333333333,,,,,,,,,,,,,
3868,,prac_directmemory_phase,481114,,,,,,,,practice/object_04a.png,,,49,,,,0,practice/object_02a.png,practice/object_04b.png,practice/object_03b.png,practice/object_04b.png,0,0.25,,,,,,,,,,,,,
2192.300000011921,,practice_feedback_force_restart,483308,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
905,,last_instruct,484214,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),487729,,,,,,,,black_plus_sign,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),488175,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,488679,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
1009.5,,prac_rt_thecrossant_black,490250,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,490356,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),493866,,,,,,,,black_plus_sign,,,null,object_05c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,494810,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,495312,,,,,,,,green,,,null,object_05c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
561.5,,prac_rt_thecrossant_black,496675,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,496786,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),500295,,,,,,,,black_plus_sign,,,null,object_01b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,501237,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,501741,,,,,,,,green,,,null,object_01b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
798,,prac_rt_thecrossant_black,502938,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,503048,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),506556,,,,,,,,black_plus_sign,,,null,object_05a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,507504,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,508015,,,,,,,,green,,,null,object_05a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
933.6999999880791,,prac_rt_thecrossant_black,509301,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,509410,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
1556.300000011921,,instruct_dir_01,510968,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
1266.800000011921,,instruct_dir_2,512236,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1373.800000011921,,instruct_dir_3,513611,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
827.1000000238419,,instruct_dir_4,514439,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,514547,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
712.2000000476837,,intro_0,515260,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
2665.199999988079,,prac_directmemory_phase,517927,,,,,,,,practice/object_03a.png,,,49,,,,1,practice/object_03b.png,practice/object_04b.png,practice/object_01a.png,practice/object_03b.png,1,1,,,,,,,,,,,,,
3521.800000011921,,prac_directmemory_phase,521451,,,,,,,,practice/object_01a.png,,,51,,,,1,practice/object_04b.png,practice/object_02a.png,practice/object_01b.png,practice/object_01b.png,1,1,,,,,,,,,,,,,
3924.300000011921,,prac_directmemory_phase,525377,,,,,,,,practice/object_02a.png,,,51,,,,1,practice/object_04b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,1,1,,,,,,,,,,,,,
3713.600000023842,,prac_directmemory_phase,529093,,,,,,,,practice/object_04a.png,,,50,,,,1,practice/object_02a.png,practice/object_04b.png,practice/object_03b.png,practice/object_04b.png,1,1,,,,,,,,,,,,,
305926.59999996424,,practice_feedback,835022,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
5153.100000023842,,proceed_actualTask,840178,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
238772.09999996424,,last_inst,1078952,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1082456,,,,,,,,black_plus_sign,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1083404,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1083914,,,,,,,,blue,,,null,object_14a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
1109.2000000476837,,rt_thecrossant_black1,1084993,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1085098,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1088604,,,,,,,,black_plus_sign,,,null,object_05c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1089217,,,,,,,,green,,,null,object_05c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1089720,,,,,,,,green,,,null,object_05c.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1168.5,,rt_thecrossant_black1,1091132,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1091237,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1094749,,,,,,,,black_plus_sign,,,null,object_01b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1095626,,,,,,,,green,,,null,object_01b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1096133,,,,,,,,green,,,null,object_01b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
904,,rt_thecrossant_black1,1097277,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1097385,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1100888,,,,,,,,black_plus_sign,,,null,object_05a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1101815,,,,,,,,blue,,,null,object_05a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1102323,,,,,,,,blue,,,null,object_05a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
1078.3999999761581,,rt_thecrossant_black1,1103407,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1103525,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1107037,,,,,,,,black_plus_sign,,,null,object_14c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1107824,,,,,,,,blue,,,null,object_14c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1108328,,,,,,,,blue,,,null,object_14c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
1041.300000011921,,rt_thecrossant_black1,1109557,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1109674,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1113190,,,,,,,,black_plus_sign,,,null,object_10c.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1114112,,,,,,,,green,,,null,object_10c.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
374.80000001192093,,rt_plussign_withcolor1,1114619,,,,,,,,green,,,50,object_10c.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1115724,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1115833,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1119348,,,,,,,,black_plus_sign,,,null,object_15a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1120215,,,,,,,,green,,,null,object_15a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
434,,rt_plussign_withcolor1,1120724,,,,,,,,green,,,50,object_15a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1121874,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1121982,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1125490,,,,,,,,black_plus_sign,,,null,object_04c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1126506,,,,,,,,green,,,null,object_04c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
517.8000000119209,,rt_plussign_withcolor1,1127025,,,,,,,,green,,,50,object_04c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1128043,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1128148,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1131655,,,,,,,,black_plus_sign,,,null,object_14b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1132532,,,,,,,,blue,,,null,object_14b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1133034,,,,,,,,blue,,,null,object_14b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1220.800000011921,,rt_thecrossant_black1,1134164,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1134268,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1137774,,,,,,,,black_plus_sign,,,null,object_08c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1138224,,,,,,,,green,,,null,object_08c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1138734,,,,,,,,green,,,null,object_08c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
1014.8999999761581,,rt_thecrossant_black1,1140305,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1140417,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1143924,,,,,,,,black_plus_sign,,,null,object_08a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1144634,,,,,,,,blue,,,null,object_08a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1145146,,,,,,,,blue,,,null,object_08a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
635.8000000119209,,rt_thecrossant_black1,1146455,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1146562,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1150068,,,,,,,,black_plus_sign,,,null,object_03a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1150934,,,,,,,,green,,,null,object_03a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1151444,,,,,,,,green,,,null,object_03a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
847.9000000357628,,rt_thecrossant_black1,1152594,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1152707,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1156210,,,,,,,,black_plus_sign,,,null,object_11b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1157002,,,,,,,,green,,,null,object_11b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1157505,,,,,,,,green,,,null,object_11b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
980.3999999761581,,rt_thecrossant_black1,1158738,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1158846,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1162364,,,,,,,,black_plus_sign,,,null,object_04a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1163473,,,,,,,,green,,,null,object_04a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1163977,,,,,,,,green,,,null,object_04a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
946.7999999523163,,rt_thecrossant_black1,1164887,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1164995,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1168500,,,,,,,,black_plus_sign,,,null,object_03b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1169053,,,,,,,,green,,,null,object_03b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1169560,,,,,,,,green,,,null,object_03b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
1294,,rt_thecrossant_black1,1171017,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1171133,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1171247,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
39839,,intro_0,1211087,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
9701.699999988079,,directmemory_phase1,1220790,,,,,,,,object_09b.png,,,51,,,,1,object_14b.png,object_06c.png,object_01b.png,object_01b.png,,1,,1,,,,,,,,,,,
null,,directmemory_phase1,1235794,,,,,,,,object_06c.png,,,null,,,,0,object_08a.png,object_03b.png,object_11b.png,object_11b.png,,0.5,,0,,,,,,,,,,,
null,,warning_page,1240802,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,,
2733.600000023842,,directmemory_phase1,1243536,,,,,,,,object_03b.png,,,49,,,,1,object_12a.png,object_10c.png,object_03a.png,object_12a.png,,0.6666666666666666,,1,,,,,,,,,,,
3890.600000023842,,directmemory_phase1,1247430,,,,,,,,object_07c.png,,,49,,,,1,object_05a.png,object_06b.png,object_08c.png,object_05a.png,,0.75,,1,,,,,,,,,,,
3509.5,,directmemory_phase1,1250941,,,,,,,,object_07b.png,,,51,,,,1,object_14b.png,object_14c.png,object_10c.png,object_10c.png,,0.8,,1,,,,,,,,,,,
2360.199999988079,,directmemory_phase1,1253304,,,,,,,,object_03c.png,,,51,,,,1,object_14a.png,object_01c.png,object_14b.png,object_14b.png,,0.8333333333333334,,1,,,,,,,,,,,
