rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color_black,129573,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,130395,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,130848,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
7.299999952316284,,prac_atten_color_black,132850,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,133800,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,134260,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
131.70000004768372,,prac_atten_color_black,136261,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
7297.300000190735,,attentioncheck_feedback,143559,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11488.299999952316,,last_instruct,155049,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),158550,,,,black_plus_sign,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),159268,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,159770,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
1029.5999999046326,,prac_rt_thecrossant_black,161057,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,161159,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),164660,,,,black_plus_sign,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,165202,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,165704,,,,blue,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
993.6999998092651,,prac_rt_thecrossant_black,167259,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,167361,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),170863,,,,black_plus_sign,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,171404,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,171906,,,,green,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
782.9000000953674,,prac_rt_thecrossant_black,173026,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,173128,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),176630,,,,black_plus_sign,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,177172,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,177674,,,,green,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
1139.9000000953674,,prac_rt_thecrossant_black,179036,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,179147,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
8834.599999904633,,instruct_dir_01,187983,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
10651.799999952316,,instruct_dir_2,198636,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
5689.199999809265,,instruct_dir_3,204326,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
6665.300000190735,,instruct_dir_4,210992,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,211094,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2401.7000000476837,,intro_0,213496,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
3159.2000000476837,,prac_directmemory_phase,216656,,,,practice/object_03a.png,,,51,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,0,0,,,,,,,,,,,,,,
2142.600000143051,,prac_directmemory_phase,218800,,,,practice/object_01a.png,,,49,,,0,,practice/object_02b.png,practice/object_02a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,,,,,,
2519.899999856949,,prac_directmemory_phase,221321,,,,practice/object_04a.png,,,50,,,1,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,1,0.3333333333333333,,,,,,,,,,,,,,
1766.1000001430511,,prac_directmemory_phase,223088,,,,practice/object_02a.png,,,51,,,0,,practice/object_01a.png,practice/object_02b.png,practice/object_01b.png,practice/object_02b.png,0,0.25,,,,,,,,,,,,,,
5184.900000095367,,practice_feedback_force_restart,228274,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,,
2197.7000000476837,,last_instruct,230472,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),233974,,,,black_plus_sign,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),234855,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,235358,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
964.2000000476837,,prac_rt_thecrossant_black,236479,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,236581,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),240082,,,,black_plus_sign,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,240623,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,241124,,,,blue,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
1111.4000000953674,,prac_rt_thecrossant_black,242476,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,242577,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),246079,,,,black_plus_sign,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,246620,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,247121,,,,green,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,248461,,,,black_plus_sign,,,null,,,,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,248562,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),252063,,,,black_plus_sign,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,252605,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,253108,,,,green,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
1173.8999998569489,,prac_rt_thecrossant_black,254366,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,254468,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
3846.0999999046326,,instruct_dir_01,258315,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
4057.2999999523163,,instruct_dir_2,262373,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
1970.5999999046326,,instruct_dir_3,264344,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
3277.399999856949,,instruct_dir_4,267622,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,267723,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2165,,intro_0,269888,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2903.5,,prac_directmemory_phase,272792,,,,practice/object_03a.png,,,51,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,0,0,,,,,,,,,,,,,,
2726.7999999523163,,prac_directmemory_phase,275520,,,,practice/object_01a.png,,,51,,,1,,practice/object_02b.png,practice/object_02a.png,practice/object_01b.png,practice/object_01b.png,1,0.5,,,,,,,,,,,,,,
1879,,prac_directmemory_phase,277400,,,,practice/object_04a.png,,,50,,,1,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,1,0.6666666666666666,,,,,,,,,,,,,,
2015.3999998569489,,prac_directmemory_phase,279417,,,,practice/object_02a.png,,,49,,,0,,practice/object_01a.png,practice/object_02b.png,practice/object_01b.png,practice/object_02b.png,0,0.5,,,,,,,,,,,,,,
3607.9000000953674,,practice_feedback_force_restart,283025,,,,practice_feedback,0,,,,,,,,,,,,,2,,,,,,,,,,,,,
2430.100000143051,,last_instruct,285456,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),288958,,,,black_plus_sign,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),289933,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,290435,,,,blue,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
1237.4000000953674,,prac_rt_thecrossant_black,291464,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,291565,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),295067,,,,black_plus_sign,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,295609,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,296111,,,,blue,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
1361.9000000953674,,prac_rt_thecrossant_black,297610,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,297712,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),301214,,,,black_plus_sign,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,301757,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,302259,,,,green,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
783.9000000953674,,prac_rt_thecrossant_black,303723,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,303824,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),307326,,,,black_plus_sign,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,307868,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,308381,,,,green,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
952.2999999523163,,prac_rt_thecrossant_black,309488,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,309590,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
1447.7999999523163,,instruct_dir_01,311038,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
1548.9000000953674,,instruct_dir_2,312588,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
2347.399999856949,,instruct_dir_3,314936,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
3022.0999999046326,,instruct_dir_4,317959,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,318061,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
1914.8999998569489,,intro_0,319976,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
3727.2000000476837,,prac_directmemory_phase,323704,,,,practice/object_03a.png,,,50,,,1,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,1,1,,,,,,,,,,,,,,
2174.600000143051,,prac_directmemory_phase,325880,,,,practice/object_01a.png,,,51,,,1,,practice/object_02b.png,practice/object_02a.png,practice/object_01b.png,practice/object_01b.png,1,1,,,,,,,,,,,,,,
1599.1000001430511,,prac_directmemory_phase,327480,,,,practice/object_04a.png,,,49,,,0,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,0,0.6666666666666666,,,,,,,,,,,,,,
2239.2999999523163,,prac_directmemory_phase,329721,,,,practice/object_02a.png,,,50,,,1,,practice/object_01a.png,practice/object_02b.png,practice/object_01b.png,practice/object_02b.png,1,0.75,,,,,,,,,,,,,,
5494.399999856949,,practice_feedback,335216,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9992.700000047684,,proceed_actualTask,345209,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,,
9990.299999952316,,last_inst,355200,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,358702,,,,black_plus_sign,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,359244,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,359745,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
1291.2999999523163,,rt_thecrossant_black1,361207,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,361309,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,364812,,,,black_plus_sign,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,365292,,,,green,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,365793,,,,green,,,null,object_15a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
1143.7999999523163,,rt_thecrossant_black1,367316,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,367425,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,370928,,,,black_plus_sign,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,371879,,,,green,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,372381,,,,green,,,null,object_02a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,,
604.2999999523163,,rt_thecrossant_black1,373433,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,373534,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,377036,,,,black_plus_sign,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,378072,,,,green,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,378573,,,,green,,,null,object_06a.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
1220.5,,rt_thecrossant_black1,379550,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,379651,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,383153,,,,black_plus_sign,,,null,object_06c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,384090,,,,blue,,,null,object_06c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,384591,,,,blue,,,null,object_06c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
1517.9000000953674,,rt_thecrossant_black1,385658,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,385760,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,389263,,,,black_plus_sign,,,null,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,389736,,,,green,,,null,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,390238,,,,green,,,null,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,,
1396.5,,rt_thecrossant_black1,391768,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,391870,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,395373,,,,black_plus_sign,,,null,object_09a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,396171,,,,green,,,null,object_09a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,396672,,,,green,,,null,object_09a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
730.8999998569489,,rt_thecrossant_black1,397878,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,397980,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,401492,,,,black_plus_sign,,,null,object_14a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,402007,,,,blue,,,null,object_14a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,402509,,,,blue,,,null,object_14a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
1834.5,,rt_thecrossant_black1,403998,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,404100,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,407601,,,,black_plus_sign,,,null,object_10a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,408123,,,,green,,,null,object_10a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,408624,,,,green,,,null,object_10a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,,
1348.7000000476837,,rt_thecrossant_black1,410106,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,410207,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,413709,,,,black_plus_sign,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,414608,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,415109,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
918.2000000476837,,rt_thecrossant_black1,416214,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,416316,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,419818,,,,black_plus_sign,,,null,object_08b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,420280,,,,green,,,null,object_08b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,420781,,,,green,,,null,object_08b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,,
1223.3999998569489,,rt_thecrossant_black1,422324,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,422425,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,425938,,,,black_plus_sign,,,null,object_05b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,426823,,,,blue,,,null,object_05b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,427324,,,,blue,,,null,object_05b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,,
1092,,rt_thecrossant_black1,428442,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,428543,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,432045,,,,black_plus_sign,,,null,object_06b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,432673,,,,blue,,,null,object_06b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,433175,,,,blue,,,null,object_06b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,,
1368.2999999523163,,rt_thecrossant_black1,434551,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
