rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color_black,423319,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,424269,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
48.5,,prac_atten_color_black,426298,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,426775,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,427564,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
94.60000002384186,,prac_atten_color_black,429579,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,430205,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
594.7000000476837,,prac_atten_color,430909,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,432914,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,433634,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
519.0999999046326,,prac_atten_color,434512,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,436543,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,437095,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
752.2999999523163,,prac_atten_color,437937,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,439949,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,440535,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
719.7999999523163,,prac_atten_color,441282,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,443294,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,443959,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
632.6999999284744,,prac_atten_color,444641,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,446660,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,447392,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
775.7000000476837,,prac_atten_color,448465,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,450469,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,450822,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
614.5,,prac_atten_color,451511,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,453521,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
25683.5,,attentioncheck_feedback,479208,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
23373.299999952316,,last_instruct,502584,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),506094,,,,black_plus_sign,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),506519,,,,green,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,507038,,,,green,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
988.2000000476837,,prac_rt_thecrossant_black,508642,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,508760,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),512277,,,,black_plus_sign,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,512920,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,513437,,,,green,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
1343.7000000476837,,prac_rt_thecrossant_black,515007,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,515125,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),518632,,,,black_plus_sign,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,519302,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,519813,,,,blue,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
832.7000000476837,,prac_rt_thecrossant_black,521106,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,521211,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),524718,,,,black_plus_sign,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,525370,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,525881,,,,green,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
935.6000000238419,,prac_rt_thecrossant_black,526842,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,526951,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
16245.799999952316,,instruct_dir_01,543200,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
10654.100000023842,,instruct_dir_2,553857,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
13053.600000023842,,instruct_dir_3,566914,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
6599.600000023842,,instruct_dir_4,573516,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,573625,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
23716.399999976158,,intro_0,597344,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
4111.5,,prac_directmemory_phase,601458,,,,practice/object_03a.png,,,49,,,1,,practice/object_03b.png,practice/object_02b.png,practice/object_02a.png,practice/object_03b.png,1,1,,,,,,,,,,,,
7083.700000047684,,prac_directmemory_phase,608548,,,,practice/object_04a.png,,,51,,,1,,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,1,1,,,,,,,,,,,,
6611.899999976158,,prac_directmemory_phase,615165,,,,practice/object_02a.png,,,50,,,1,,practice/object_03a.png,practice/object_02b.png,practice/object_04b.png,practice/object_02b.png,1,1,,,,,,,,,,,,
3533,,prac_directmemory_phase,618702,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_03a.png,practice/object_01b.png,1,1,,,,,,,,,,,,
10846.5,,practice_feedback,629552,,,,practice_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
3237.2999999523163,,last_instruct,632791,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),636305,,,,black_plus_sign,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),637217,,,,green,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,637729,,,,green,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,638854,,,,black_plus_sign,,,null,,,,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,638974,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),642494,,,,black_plus_sign,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,643141,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,643661,,,,green,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
1009.2000000476837,,prac_rt_thecrossant_black,644959,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,645067,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),648585,,,,black_plus_sign,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,649230,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,649737,,,,blue,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
1160.6000000238419,,prac_rt_thecrossant_black,651308,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,651419,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),654930,,,,black_plus_sign,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,655571,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,656074,,,,green,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
1296.8999999761581,,prac_rt_thecrossant_black,657671,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,657789,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
3987.399999976158,,instruct_dir_01,661780,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
5989.600000023842,,instruct_dir_2,667772,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
7906.5,,instruct_dir_3,675681,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
6131.5,,instruct_dir_4,681815,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,681923,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
4549.5,,intro_0,686474,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
1472.8000000715256,,prac_directmemory_phase,687949,,,,practice/object_03a.png,,,49,,,1,,practice/object_03b.png,practice/object_02b.png,practice/object_02a.png,practice/object_03b.png,1,1,,,,,,,,,,,,
5898.100000023842,,prac_directmemory_phase,693854,,,,practice/object_04a.png,,,51,,,1,,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,1,1,,,,,,,,,,,,
2900.6999999284744,,prac_directmemory_phase,696759,,,,practice/object_02a.png,,,50,,,1,,practice/object_03a.png,practice/object_02b.png,practice/object_04b.png,practice/object_02b.png,1,1,,,,,,,,,,,,
2655.1999999284744,,prac_directmemory_phase,699420,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_03a.png,practice/object_01b.png,1,1,,,,,,,,,,,,
20678.699999928474,,practice_feedback,720103,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,
13625.799999952316,,proceed_actualTask,733731,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,
44396.10000002384,,last_inst,778129,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,781638,,,,black_plus_sign,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,782293,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,782814,,,,blue,,,null,object_06a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
816.7000000476837,,rt_thecrossant_black1,784194,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,784314,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,787826,,,,black_plus_sign,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,788571,,,,green,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,789084,,,,green,,,null,object_15b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
705.6999999284744,,rt_thecrossant_black1,790366,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,790471,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,793994,,,,black_plus_sign,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,794453,,,,green,,,null,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
451.89999997615814,,rt_plussign_withcolor1,794962,,,,green,,,50,object_07a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,796536,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,796645,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,800158,,,,black_plus_sign,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,800820,,,,green,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,801335,,,,green,,,null,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
682.5999999046326,,rt_thecrossant_black1,802713,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,802832,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,806348,,,,black_plus_sign,,,null,object_12b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,807348,,,,blue,,,null,object_12b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
422.2000000476837,,rt_plussign_withcolor1,807858,,,,blue,,,49,object_12b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,808889,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,808999,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,812504,,,,black_plus_sign,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,813070,,,,green,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,813574,,,,green,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
1178.6999999284744,,rt_thecrossant_black1,815032,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,815143,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,818649,,,,black_plus_sign,,,null,object_09a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,819168,,,,blue,,,null,object_09a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,819677,,,,blue,,,null,object_09a.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
926.7000000476837,,rt_thecrossant_black1,821174,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,821278,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,824801,,,,black_plus_sign,,,null,object_03a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,825322,,,,green,,,null,object_03a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,825843,,,,green,,,null,object_03a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
734.3999999761581,,rt_thecrossant_black1,827342,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,827461,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,830968,,,,black_plus_sign,,,null,object_13c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,831745,,,,green,,,null,object_13c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
481,,rt_plussign_withcolor1,832249,,,,green,,,50,object_13c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,833494,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,833609,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,837119,,,,black_plus_sign,,,null,object_04c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,837844,,,,green,,,null,object_04c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,838353,,,,green,,,null,object_04c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
1370.6999999284744,,rt_thecrossant_black1,839655,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,839776,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,843287,,,,black_plus_sign,,,null,object_03b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,844044,,,,blue,,,null,object_03b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,844557,,,,blue,,,null,object_03b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
1039.7999999523163,,rt_thecrossant_black1,845823,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,845942,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,849468,,,,black_plus_sign,,,null,object_11b.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,849925,,,,blue,,,null,object_11b.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,850432,,,,blue,,,null,object_11b.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
1438.6999999284744,,rt_thecrossant_black1,851988,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,852104,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,855609,,,,black_plus_sign,,,null,object_06b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,856035,,,,green,,,null,object_06b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,856545,,,,green,,,null,object_06b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
600.3999999761581,,rt_thecrossant_black1,858151,,,,black_plus_sign,,,49,,,0,,,,,,,0.9230769230769231,,,,,,,,,,,,
null,,color_black1,858260,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,861773,,,,black_plus_sign,,,null,object_11c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,862454,,,,blue,,,null,object_11c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,862958,,,,blue,,,null,object_11c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
568.8000000715256,,rt_thecrossant_black1,864314,,,,black_plus_sign,,,49,,,1,,,,,,,0.9285714285714286,,,,,,,,,,,,
null,,color_black1,864424,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,867934,,,,black_plus_sign,,,null,object_01b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,868979,,,,blue,,,null,object_01b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
410.2999999523163,,rt_plussign_withcolor1,869482,,,,blue,,,50,object_01b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,870468,,,,black_plus_sign,,,49,,,0,,,,,,,0.8666666666666667,,,,,,,,,,,,
null,,color_black1,870578,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,874091,,,,black_plus_sign,,,null,object_11a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,874945,,,,blue,,,null,object_11a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,875451,,,,blue,,,null,object_11a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
1294.6000000238419,,rt_thecrossant_black1,876629,,,,black_plus_sign,,,49,,,1,,,,,,,0.875,,,,,,,,,,,,
null,,color_black1,876739,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,880258,,,,black_plus_sign,,,null,object_08c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,880902,,,,blue,,,null,object_08c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,881420,,,,blue,,,null,object_08c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
1028.8000000715256,,rt_thecrossant_black1,882809,,,,black_plus_sign,,,49,,,1,,,,,,,0.8823529411764706,,,,,,,,,,,,
null,,color_black1,882919,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,886440,,,,black_plus_sign,,,null,object_12a.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,886938,,,,green,,,null,object_12a.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,887448,,,,green,,,null,object_12a.png,object_11b.png,,,,,,,,,,,,,,,,,,,,
1164.1000000238419,,rt_thecrossant_black1,888980,,,,black_plus_sign,,,50,,,1,,,,,,,0.8888888888888888,,,,,,,,,,,,
null,,color_black1,889087,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,892597,,,,black_plus_sign,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,893262,,,,green,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,893767,,,,green,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
828.7999999523163,,rt_thecrossant_black1,895131,,,,black_plus_sign,,,50,,,1,,,,,,,0.8947368421052632,,,,,,,,,,,,
null,,color_black1,895242,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,898752,,,,black_plus_sign,,,null,object_02a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,899362,,,,blue,,,null,object_02a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,899880,,,,blue,,,null,object_02a.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
1086.2999999523163,,rt_thecrossant_black1,901284,,,,black_plus_sign,,,49,,,1,,,,,,,0.9,,,,,,,,,,,,
null,,color_black1,901388,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,904900,,,,black_plus_sign,,,null,object_12c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,905919,,,,blue,,,null,object_12c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,906430,,,,blue,,,null,object_12c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
904.1000000238419,,rt_thecrossant_black1,907442,,,,black_plus_sign,,,49,,,1,,,,,,,0.9047619047619048,,,,,,,,,,,,
null,,color_black1,907571,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
