rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
581.5,,prac_atten_color,215832,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,217844,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,218238,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
530.3999999994412,,prac_atten_color,218837,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
43.5,,prac_atten_color_black,220851,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,221675,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
717.9000000003725,,prac_atten_color,222420,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,224423,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
3361.5,,attentioncheck_feedback,227786,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
2383.399999999441,,last_instruct,230170,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),233674,,,,black_plus_sign,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),234571,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,235085,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
965.7999999998137,,prac_rt_thecrossant_black,236206,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,236321,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),239827,,,,black_plus_sign,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,240687,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,241191,,,,blue,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
578.8999999994412,,prac_rt_thecrossant_black,242165,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,242271,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),245774,,,,black_plus_sign,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,246630,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,247131,,,,blue,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
1241.5999999996275,,prac_rt_thecrossant_black,248290,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,248404,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),251918,,,,black_plus_sign,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,252775,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,253285,,,,green,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
1007,,prac_rt_thecrossant_black,254264,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,254372,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
114476.79999999981,,instruct_dir_01,368850,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
68527.59999999963,,instruct_dir_2,437379,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
303022.60000000056,,instruct_dir_3,740402,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4558.5,,instruct_dir_4,744962,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,745073,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1160.300000000745,,intro_0,746234,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
1967.4000000003725,,prac_directmemory_phase,748202,,,,practice/object_02a.png,,,50,,,0,,practice/object_02b.png,practice/object_03b.png,practice/object_03a.png,practice/object_02b.png,0,0,,,,,,,,,,,,,
1774.7999999998137,,prac_directmemory_phase,749978,,,,practice/object_03a.png,,,51,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_02b.png,practice/object_03b.png,0,0,,,,,,,,,,,,,
2415.5,,prac_directmemory_phase,752395,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,1,0.3333333333333333,,,,,,,,,,,,,
1614.5,,prac_directmemory_phase,754010,,,,practice/object_04a.png,,,50,,,1,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,1,0.5,,,,,,,,,,,,,
11919.399999999441,,practice_feedback_force_restart,765931,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
855.2000000001863,,last_instruct,766786,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),770301,,,,black_plus_sign,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),771299,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,771808,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
1412.4000000003725,,prac_rt_thecrossant_black,772829,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,772939,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),776442,,,,black_plus_sign,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,777297,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,777799,,,,blue,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1204.9000000003725,,prac_rt_thecrossant_black,779096,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,779205,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),782720,,,,black_plus_sign,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,783587,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,784094,,,,blue,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
863.7000000001863,,prac_rt_thecrossant_black,785214,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,785322,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),788829,,,,black_plus_sign,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,789686,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
500.59999999962747,,prac_rt_plussign_withcolor,790188,,,,green,,,50,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,791468,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,791574,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
2715.4000000003725,,instruct_dir_01,794291,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
1078.7999999998137,,instruct_dir_2,795370,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1007,,instruct_dir_3,796378,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1159.2000000001863,,instruct_dir_4,797538,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,797655,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
666.5999999996275,,intro_0,798322,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
1647.5,,prac_directmemory_phase,799970,,,,practice/object_02a.png,,,49,,,1,,practice/object_02b.png,practice/object_03b.png,practice/object_03a.png,practice/object_02b.png,1,1,,,,,,,,,,,,,
1575.5999999996275,,prac_directmemory_phase,801547,,,,practice/object_03a.png,,,51,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_02b.png,practice/object_03b.png,0,0.5,,,,,,,,,,,,,
3094.5999999996275,,prac_directmemory_phase,804642,,,,practice/object_01a.png,,,50,,,0,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,0,0.3333333333333333,,,,,,,,,,,,,
2695.0999999996275,,prac_directmemory_phase,807338,,,,practice/object_04a.png,,,51,,,0,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,0,0.25,,,,,,,,,,,,,
1663,,practice_feedback_force_restart,809003,,,,practice_feedback,0,,,,,,,,,,,,,2,,,,,,,,,,,,
727.4000000003725,,last_instruct,809730,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),813231,,,,black_plus_sign,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),814109,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,814621,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
1129.3999999994412,,prac_rt_thecrossant_black,815768,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,815875,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),819383,,,,black_plus_sign,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,820246,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,820760,,,,blue,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1128.2999999998137,,prac_rt_thecrossant_black,822279,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,822390,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),825907,,,,black_plus_sign,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,826764,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,827274,,,,blue,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
765.9000000003725,,prac_rt_thecrossant_black,828513,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,828625,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),832139,,,,black_plus_sign,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,832994,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,833500,,,,green,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
1108.7999999998137,,prac_rt_thecrossant_black,834605,,,,black_plus_sign,,,49,,,0,0.9166666666666666,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,834707,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
5638.4000000003725,,instruct_dir_01,840347,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
1039,,instruct_dir_2,841386,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1566.7999999998137,,instruct_dir_3,842954,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
2414.899999999441,,instruct_dir_4,845370,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,845476,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
6695.100000000559,,intro_0,852171,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
2990.5,,prac_directmemory_phase,855162,,,,practice/object_02a.png,,,49,,,1,,practice/object_02b.png,practice/object_03b.png,practice/object_03a.png,practice/object_02b.png,1,1,,,,,,,,,,,,,
3503,,prac_directmemory_phase,858667,,,,practice/object_03a.png,,,50,,,1,,practice/object_02a.png,practice/object_03b.png,practice/object_02b.png,practice/object_03b.png,1,1,,,,,,,,,,,,,
2214.7000000001863,,prac_directmemory_phase,860882,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,1,1,,,,,,,,,,,,,
4912,,prac_directmemory_phase,865795,,,,practice/object_04a.png,,,51,,,0,,practice/object_03a.png,practice/object_04b.png,practice/object_01b.png,practice/object_04b.png,0,0.75,,,,,,,,,,,,,
3566.5,,practice_feedback,869363,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
9102.599999999627,,proceed_actualTask,878466,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
2639.2000000001863,,last_inst,881106,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,884612,,,,black_plus_sign,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,885482,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,885985,,,,green,,,null,object_09b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
1167.5999999996275,,rt_thecrossant_black1,887143,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,887258,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,890769,,,,black_plus_sign,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,891488,,,,blue,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,892001,,,,blue,,,null,object_10b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1045.3999999994412,,rt_thecrossant_black1,893296,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,893410,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,896923,,,,black_plus_sign,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,897451,,,,green,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,897954,,,,green,,,null,object_10a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
1160.7000000001863,,rt_thecrossant_black1,899443,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,899559,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,903077,,,,black_plus_sign,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,903773,,,,green,,,null,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
477.3999999994412,,rt_plussign_withcolor1,904275,,,,green,,,50,object_10b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,905600,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,905710,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,909216,,,,black_plus_sign,,,null,object_14a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,910191,,,,blue,,,null,object_14a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,910705,,,,blue,,,null,object_14a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
869.8999999994412,,rt_thecrossant_black1,911748,,,,black_plus_sign,,,50,,,0,,,,,,,0.8,,,,,,,,,,,,,
null,,color_black1,911860,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,915361,,,,black_plus_sign,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,916300,,,,green,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,916807,,,,green,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,
1067.7000000001863,,rt_thecrossant_black1,917892,,,,black_plus_sign,,,50,,,1,,,,,,,0.8333333333333334,,,,,,,,,,,,,
null,,color_black1,917996,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,921508,,,,black_plus_sign,,,null,object_13c.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,922208,,,,blue,,,null,object_13c.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,922719,,,,blue,,,null,object_13c.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
1407.199999999255,,rt_thecrossant_black1,924040,,,,black_plus_sign,,,49,,,1,,,,,,,0.8571428571428571,,,,,,,,,,,,,
null,,color_black1,924144,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,927645,,,,black_plus_sign,,,null,object_08c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,928714,,,,blue,,,null,object_08c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,929220,,,,blue,,,null,object_08c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
937.5,,rt_thecrossant_black1,930174,,,,black_plus_sign,,,50,,,0,,,,,,,0.75,,,,,,,,,,,,,
null,,color_black1,930278,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,933794,,,,black_plus_sign,,,null,object_02a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,934878,,,,green,,,null,object_02a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,935385,,,,green,,,null,object_02a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
1398,,rt_thecrossant_black1,936312,,,,black_plus_sign,,,50,,,1,,,,,,,0.7777777777777778,,,,,,,,,,,,,
null,,color_black1,936426,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,939936,,,,black_plus_sign,,,null,object_12b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,940568,,,,blue,,,null,object_12b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,941073,,,,blue,,,null,object_12b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
1400.5,,rt_thecrossant_black1,942461,,,,black_plus_sign,,,49,,,1,,,,,,,0.8,,,,,,,,,,,,,
null,,color_black1,942577,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,946085,,,,black_plus_sign,,,null,object_14b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,947148,,,,green,,,null,object_14b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,947656,,,,green,,,null,object_14b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
932.3999999994412,,rt_thecrossant_black1,948621,,,,black_plus_sign,,,50,,,1,,,,,,,0.8181818181818182,,,,,,,,,,,,,
null,,color_black1,948728,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,952236,,,,black_plus_sign,,,null,object_01c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,953109,,,,blue,,,null,object_01c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,953622,,,,blue,,,null,object_01c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
1392,,rt_thecrossant_black1,954780,,,,black_plus_sign,,,49,,,1,,,,,,,0.8333333333333334,,,,,,,,,,,,,
null,,color_black1,954895,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,958396,,,,black_plus_sign,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,959269,,,,green,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,959778,,,,green,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
1103.2000000001863,,rt_thecrossant_black1,960926,,,,black_plus_sign,,,50,,,1,,,,,,,0.8461538461538461,,,,,,,,,,,,,
null,,color_black1,961029,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,964534,,,,black_plus_sign,,,null,object_09c.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
