rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color,154552,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
98,,prac_atten_color_black,156554,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,156869,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,157631,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
726.5,,prac_atten_color_black,159632,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,160274,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,161315,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
44.80000001192093,,prac_atten_color_black,163316,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
13139.600000023842,,attentioncheck_feedback,176456,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6999.800000011921,,last_instruct,183457,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),186958,,,,,,,,black_plus_sign,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),187891,,,,,,,,blue,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,188392,,,,,,,,blue,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
1330.6000000238419,,prac_rt_thecrossant_black,189462,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,189564,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),193066,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,193661,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,194164,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
1485.699999988079,,prac_rt_thecrossant_black,195093,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,195194,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),198696,,,,,,,,black_plus_sign,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,199292,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,199794,,,,,,,,green,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
1243,,prac_rt_thecrossant_black,200940,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,201041,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),204544,,,,,,,,black_plus_sign,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,205140,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,205641,,,,,,,,green,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
1751.199999988079,,prac_rt_thecrossant_black,207077,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,207178,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
7700.800000011921,,instruct_dir_01,214880,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
6558.399999976158,,instruct_dir_2,221440,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
7014.899999976158,,instruct_dir_3,228456,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
7078.700000047684,,instruct_dir_4,235536,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,235637,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
1636.300000011921,,intro_0,237274,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
4286.200000047684,,prac_directmemory_phase,241561,,,,,,,,practice/object_02b.png,,,49,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,,
3727,,prac_directmemory_phase,245290,,,,,,,,practice/object_01b.png,,,50,,,0,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,0,0.5,,,,,,,,,,,,,,
3822,,prac_directmemory_phase,249113,,,,,,,,practice/object_03b.png,,,49,,,1,,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,1,0.6666666666666666,,,,,,,,,,,,,,
3520.699999988079,,prac_directmemory_phase,252636,,,,,,,,practice/object_04b.png,,,50,,,0,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_04a.png,0,0.5,,,,,,,,,,,,,,
5707.099999964237,,practice_feedback_force_restart,258344,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,,
5580.899999976158,,last_instruct,263925,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),267426,,,,,,,,black_plus_sign,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),268264,,,,,,,,blue,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,268765,,,,,,,,blue,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
1794.9000000357628,,prac_rt_thecrossant_black,269939,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,270041,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),273542,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,274138,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,274638,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
1437.199999988079,,prac_rt_thecrossant_black,275983,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,276085,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),279588,,,,,,,,black_plus_sign,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,280184,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,280685,,,,,,,,green,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
1231.800000011921,,prac_rt_thecrossant_black,282143,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,282245,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),285749,,,,,,,,black_plus_sign,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,286344,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,286846,,,,,,,,green,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
1192.4000000357628,,prac_rt_thecrossant_black,288437,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,288538,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
5012.199999988079,,instruct_dir_01,293551,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
2102.699999988079,,instruct_dir_2,295655,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
3638.899999976158,,instruct_dir_3,299295,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
5463.5,,instruct_dir_4,304760,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,304862,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2211.600000023842,,intro_0,307075,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
3318,,prac_directmemory_phase,310394,,,,,,,,practice/object_02b.png,,,49,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,,
3374.7000000476837,,prac_directmemory_phase,313771,,,,,,,,practice/object_01b.png,,,49,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,1,,,,,,,,,,,,,,
3971.800000011921,,prac_directmemory_phase,317745,,,,,,,,practice/object_03b.png,,,49,,,1,,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,1,1,,,,,,,,,,,,,,
2526.699999988079,,prac_directmemory_phase,320273,,,,,,,,practice/object_04b.png,,,51,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_04a.png,1,1,,,,,,,,,,,,,,
4477.899999976158,,practice_feedback,324752,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6694.5,,proceed_actualTask,331448,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,,
9090.800000011921,,last_inst,340539,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,344040,,,,,,,,black_plus_sign,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,344635,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,345137,,,,,,,,green,,,null,object_10b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,,
1176.5,,rt_thecrossant_black1,346545,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,346647,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,350149,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,351234,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,351735,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
1243.800000011921,,rt_thecrossant_black1,352654,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,352755,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,356257,,,,,,,,black_plus_sign,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,356891,,,,,,,,green,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,357392,,,,,,,,green,,,null,object_05c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,,
1930.3999999761581,,rt_thecrossant_black1,358761,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,358862,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,362364,,,,,,,,black_plus_sign,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,363204,,,,,,,,blue,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,363706,,,,,,,,blue,,,null,object_07b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,,
1285,,rt_thecrossant_black1,364869,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,364970,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,368472,,,,,,,,black_plus_sign,,,null,object_01a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,369530,,,,,,,,green,,,null,object_01a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,370032,,,,,,,,green,,,null,object_01a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,,
1389,,rt_thecrossant_black1,370977,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,371079,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,374582,,,,,,,,black_plus_sign,,,null,object_02a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,375288,,,,,,,,green,,,null,object_02a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,375789,,,,,,,,green,,,null,object_02a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,,
1567.800000011921,,rt_thecrossant_black1,377086,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,377188,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,380690,,,,,,,,black_plus_sign,,,null,object_05b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,381234,,,,,,,,blue,,,null,object_05b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,381734,,,,,,,,blue,,,null,object_05b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
1303.9000000357628,,rt_thecrossant_black1,383194,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,383296,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,386798,,,,,,,,black_plus_sign,,,null,object_11a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,387588,,,,,,,,blue,,,null,object_11a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,388089,,,,,,,,blue,,,null,object_11a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
1156.800000011921,,rt_thecrossant_black1,389303,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,389404,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,392906,,,,,,,,black_plus_sign,,,null,object_03b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,393457,,,,,,,,blue,,,null,object_03b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,393958,,,,,,,,blue,,,null,object_03b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,,
1295,,rt_thecrossant_black1,395409,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,395511,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,399013,,,,,,,,black_plus_sign,,,null,object_14c.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,399988,,,,,,,,blue,,,null,object_14c.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,400489,,,,,,,,blue,,,null,object_14c.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
1168.800000011921,,rt_thecrossant_black1,401517,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,401619,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,405121,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,405734,,,,,,,,green,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,406235,,,,,,,,green,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
1524.800000011921,,rt_thecrossant_black1,407626,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,407729,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,411231,,,,,,,,black_plus_sign,,,null,object_07a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,412117,,,,,,,,blue,,,null,object_07a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,412617,,,,,,,,blue,,,null,object_07a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,,
1211,,rt_thecrossant_black1,413735,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,413836,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,417339,,,,,,,,black_plus_sign,,,null,object_09a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,417826,,,,,,,,green,,,null,object_09a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,418327,,,,,,,,green,,,null,object_09a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,,
1490.4000000357628,,rt_thecrossant_black1,419843,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,419944,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,423446,,,,,,,,black_plus_sign,,,null,object_10a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,423999,,,,,,,,blue,,,null,object_10a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,424501,,,,,,,,blue,,,null,object_10a.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,,
968.7999999523163,,rt_thecrossant_black1,425950,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,426060,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,429561,,,,,,,,black_plus_sign,,,null,object_09c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,430120,,,,,,,,blue,,,null,object_09c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,430621,,,,,,,,blue,,,null,object_09c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
1134.800000011921,,rt_thecrossant_black1,432065,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,432167,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,432269,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2043.1000000238419,,intro_0,434313,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2569.300000011921,,directmemory_phase1,436883,,,,,,,,object_13b.png,,,50,,,0,,object_05b.png,object_05c.png,object_10b.png,object_10b.png,,0,,0,,,,,,,,,,,,
4277.800000011921,,directmemory_phase1,441163,,,,,,,,object_12c.png,,,50,,,1,,object_11a.png,object_10a.png,object_05c.png,object_10a.png,,0.5,,1,,,,,,,,,,,,
2429.599999964237,,directmemory_phase1,443594,,,,,,,,object_04a.png,,,49,,,0,,object_07b.png,object_09a.png,object_05c.png,object_05c.png,,0.3333333333333333,,0,,,,,,,,,,,,
2591.600000023842,,directmemory_phase1,446187,,,,,,,,object_11b.png,,,51,,,1,,object_10b.png,object_03b.png,object_14c.png,object_14c.png,,0.5,,1,,,,,,,,,,,,
2116.399999976158,,directmemory_phase1,448305,,,,,,,,object_15b.png,,,50,,,1,,object_08c.png,object_07a.png,object_05b.png,object_07a.png,,0.6,,1,,,,,,,,,,,,
