rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,completion_code
null,,prac_rt_thecrossant_black,180316,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,
null,,warning_page,185319,,,,,,,,warning,,,null,,,,,,,,,,,,
null,,prac_color_black,185422,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),188924,,,,,,,,black_plus_sign,,,null,object_03a.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)1,189577,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,190080,,,,,,,,green,,,null,object_03a.png,object_12a.png,,,,,,,,,,
1058.1000000005588,,prac_rt_thecrossant_black,191471,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,
null,,prac_color_black,191573,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),195075,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08b.png,,,,,,,,,,
null,,black_cross(without_color)1,195730,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,196232,,,,,,,,blue,,,null,object_05b.png,object_08b.png,,,,,,,,,,
976.6000000005588,,prac_rt_thecrossant_black,197619,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,197721,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
7048.200000000186,,instruct_dir_01,204771,,,,,,,,instruct,0,Next,,,,,,,,,,,,,
11903.099999999627,,instruct_dir_2,216675,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
10391.099999999627,,instruct_dir_3,227067,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
9038.899999999441,,instruct_dir_4,236106,,,,,,,,instruct,1,Start,,,,,,,,,,,,,
null,,thebreak,236207,,,,,,,,<p></p>,,,null,,,,,,,,,,,,
1857.7000000001863,,intro_0,238066,,,,,,,,instruct,,,32,,,,,,,,,,,,
3536.2000000001863,,prac_directmemory_phase,241603,,,,,,,,practice/object_04b.png,,,51,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,0,0,,
2229.699999999255,,prac_directmemory_phase,243835,,,,,,,,practice/object_01b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,0,0,,
2038.5,,prac_directmemory_phase,245875,,,,,,,,practice/object_02b.png,,,50,,,,1,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_02a.png,1,0.3333333333333333,,
2454.5,,prac_directmemory_phase,248332,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,practice/object_03a.png,0,0.25,,
6293.5,,practice_feedback_force_restart,254627,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,
7087.399999999441,,last_instruct,261715,,,,,,,,instruct,,,32,,,,,,,,,,,,
null,,prac_learn_phase(without_color),265217,,,,,,,,black_plus_sign,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_black_cross(without_color),266217,,,,,,,,blue,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,266719,,,,,,,,blue,,,null,object_07b.png,object_05b.png,,,,,,,,,,
2123.5,,prac_rt_thecrossant_black,267725,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,267827,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),271329,,,,,,,,black_plus_sign,,,null,object_06c.png,object_04c.png,,,,,,,,,,
null,,black_cross(without_color)1,271983,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,272484,,,,,,,,blue,,,null,object_06c.png,object_04c.png,,,,,,,,,,
1406.5999999996275,,prac_rt_thecrossant_black,273520,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,273622,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),277125,,,,,,,,black_plus_sign,,,null,object_03a.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)1,277779,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,278281,,,,,,,,green,,,null,object_03a.png,object_12a.png,,,,,,,,,,
1467.9000000003725,,prac_rt_thecrossant_black,279201,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,
null,,prac_color_black,279303,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),282805,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08b.png,,,,,,,,,,
null,,black_cross(without_color)1,283459,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,283961,,,,,,,,blue,,,null,object_05b.png,object_08b.png,,,,,,,,,,
1438.2999999998137,,prac_rt_thecrossant_black,285466,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,285567,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
9401.700000000186,,instruct_dir_01,294970,,,,,,,,instruct,0,Next,,,,,,,,,,,,,
6839.299999999814,,instruct_dir_2,301810,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
4775.799999999814,,instruct_dir_3,306587,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
3542.7000000001863,,instruct_dir_4,310131,,,,,,,,instruct,1,Start,,,,,,,,,,,,,
null,,thebreak,310234,,,,,,,,<p></p>,,,null,,,,,,,,,,,,
2006.9000000003725,,intro_0,312242,,,,,,,,instruct,,,32,,,,,,,,,,,,
2520.9000000003725,,prac_directmemory_phase,314763,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,1,1,,
2839.0999999996275,,prac_directmemory_phase,317604,,,,,,,,practice/object_01b.png,,,51,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,1,1,,
2892.300000000745,,prac_directmemory_phase,320498,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_02a.png,0,0.6666666666666666,,
2765.4000000003725,,prac_directmemory_phase,323265,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,practice/object_03a.png,0,0.5,,
3296.100000000559,,practice_feedback_force_restart,326562,,,,,,,,practice_feedback,0,,,,,,,,,,,,,2,
5840.399999999441,,last_instruct,332403,,,,,,,,instruct,,,32,,,,,,,,,,,,
null,,prac_learn_phase(without_color),335905,,,,,,,,black_plus_sign,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_black_cross(without_color),336730,,,,,,,,blue,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,337232,,,,,,,,blue,,,null,object_07b.png,object_05b.png,,,,,,,,,,
1570.9000000003725,,prac_rt_thecrossant_black,338410,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,338513,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),342015,,,,,,,,black_plus_sign,,,null,object_06c.png,object_04c.png,,,,,,,,,,
null,,black_cross(without_color)1,342669,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,343172,,,,,,,,blue,,,null,object_06c.png,object_04c.png,,,,,,,,,,
1218.5,,prac_rt_thecrossant_black,344366,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,344470,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),347971,,,,,,,,black_plus_sign,,,null,object_03a.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)1,348625,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,349127,,,,,,,,green,,,null,object_03a.png,object_12a.png,,,,,,,,,,
1222.0999999996275,,prac_rt_thecrossant_black,350131,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,
null,,prac_color_black,350240,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,prac_learn_phase(without_color),353743,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08b.png,,,,,,,,,,
null,,black_cross(without_color)1,354396,,,,,,,,green,,,null,object_07b.png,object_05b.png,,,,,,,,,,
null,,prac_rt_plussign_withcolor,354898,,,,,,,,blue,,,null,object_05b.png,object_08b.png,,,,,,,,,,
1314.4000000003725,,prac_rt_thecrossant_black,356479,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,
null,,prac_color_black,356581,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
4915.4000000003725,,instruct_dir_01,361499,,,,,,,,instruct,0,Next,,,,,,,,,,,,,
2319.2000000001863,,instruct_dir_2,363819,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
1759,,instruct_dir_3,365578,,,,,,,,instruct,1,Next,,,,,,,,,,,,,
1615.5,,instruct_dir_4,367194,,,,,,,,instruct,1,Start,,,,,,,,,,,,,
null,,thebreak,367297,,,,,,,,<p></p>,,,null,,,,,,,,,,,,
1818.1000000005588,,intro_0,369115,,,,,,,,instruct,,,32,,,,,,,,,,,,
3846.5,,prac_directmemory_phase,372963,,,,,,,,practice/object_04b.png,,,50,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,0,0,,
2022.0999999996275,,prac_directmemory_phase,374988,,,,,,,,practice/object_01b.png,,,51,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,1,0.5,,
3699.2999999998137,,prac_directmemory_phase,378691,,,,,,,,practice/object_02b.png,,,50,,,,1,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_02a.png,1,0.6666666666666666,,
1678.8999999994412,,prac_directmemory_phase,380371,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,practice/object_03a.png,0,0.5,,
3661.7999999998137,,html-keyboard-response,384035,,,,,,,,<p>Unfortunately, you do not qualify to continue this experiment. Please return the experiment<p>Please press <strong>SpaceBar</strong> to close the window.</p>,,,32,,,,,,,,,,,,C78LSMTN
