rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
449.3999999985099,,prac_atten_color,162961,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,164962,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,165787,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
549.8000000007451,,prac_atten_color,166796,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,168797,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
20067.5,,attentioncheck_feedback,188866,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
9660.699999999255,,last_instruct,198528,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),202030,,,,black_plus_sign,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),202904,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,203405,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,204536,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,204638,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),208139,,,,black_plus_sign,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,209192,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,209693,,,,green,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
2084.5,,prac_rt_thecrossant_black,210812,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,210913,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),214415,,,,black_plus_sign,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,215468,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,215969,,,,green,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
1448.300000000745,,prac_rt_thecrossant_black,216944,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,217046,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),220548,,,,black_plus_sign,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,221602,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,222103,,,,blue,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
1408.5999999977648,,prac_rt_thecrossant_black,223261,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,223363,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
9799.20000000298,,instruct_dir_01,233163,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
9020.5,,instruct_dir_2,242184,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
9394.5,,instruct_dir_3,251580,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
5824.10000000149,,instruct_dir_4,257405,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,257507,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1999.6000000014901,,intro_0,259507,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
2783.599999997765,,prac_directmemory_phase,262292,,,,practice/object_04a.png,,,50,,,,0,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,0,0,,,,,,,,,,,,,
2902.2999999970198,,prac_directmemory_phase,265196,,,,practice/object_03a.png,,,50,,,,0,practice/object_01b.png,practice/object_01a.png,practice/object_03b.png,practice/object_03b.png,0,0,,,,,,,,,,,,,
3655.300000000745,,prac_directmemory_phase,268852,,,,practice/object_02a.png,,,50,,,,0,practice/object_02b.png,practice/object_04b.png,practice/object_03a.png,practice/object_02b.png,0,0,,,,,,,,,,,,,
3158.5,,prac_directmemory_phase,272011,,,,practice/object_01a.png,,,50,,,,0,practice/object_04b.png,practice/object_04a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,,,,,
6713.300000000745,,practice_feedback_force_restart,278725,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
3094.10000000149,,last_instruct,281820,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),285322,,,,black_plus_sign,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),286367,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,286868,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1568.3999999985099,,prac_rt_thecrossant_black,287828,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,287939,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),291442,,,,black_plus_sign,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,292495,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,292996,,,,green,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
1597.800000000745,,prac_rt_thecrossant_black,294405,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,294508,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),298011,,,,black_plus_sign,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,299064,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,299565,,,,green,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
1276.199999999255,,prac_rt_thecrossant_black,300778,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,300880,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),304382,,,,black_plus_sign,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,305435,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,305936,,,,blue,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
1420.1000000014901,,prac_rt_thecrossant_black,306907,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,307009,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
1909.300000000745,,instruct_dir_01,308919,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
3948.7000000029802,,instruct_dir_2,312868,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
3799.300000000745,,instruct_dir_3,316669,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4016.300000000745,,instruct_dir_4,320686,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,320787,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
3273.89999999851,,intro_0,324062,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
3432.39999999851,,prac_directmemory_phase,327495,,,,practice/object_04a.png,,,51,,,,1,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,1,1,,,,,,,,,,,,,
3150.300000000745,,prac_directmemory_phase,330647,,,,practice/object_03a.png,,,51,,,,1,practice/object_01b.png,practice/object_01a.png,practice/object_03b.png,practice/object_03b.png,1,1,,,,,,,,,,,,,
2511,,prac_directmemory_phase,333159,,,,practice/object_02a.png,,,49,,,,1,practice/object_02b.png,practice/object_04b.png,practice/object_03a.png,practice/object_02b.png,1,1,,,,,,,,,,,,,
2166.300000000745,,prac_directmemory_phase,335326,,,,practice/object_01a.png,,,51,,,,1,practice/object_04b.png,practice/object_04a.png,practice/object_01b.png,practice/object_01b.png,1,1,,,,,,,,,,,,,
21335.10000000149,,practice_feedback,356662,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
19.800000000745058,,proceed_actualTask,356683,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
23365.199999999255,,last_inst,380049,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,383550,,,,black_plus_sign,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,384603,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,385105,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1746.3999999985099,,rt_thecrossant_black1,386056,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,386160,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,389662,,,,black_plus_sign,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,390416,,,,green,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,390918,,,,green,,,null,object_02c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
1833.5,,rt_thecrossant_black1,392167,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,392268,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,395771,,,,black_plus_sign,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,396762,,,,green,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,397264,,,,green,,,null,object_12c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,398277,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,398379,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,401881,,,,black_plus_sign,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,402817,,,,blue,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,403318,,,,blue,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,,
1562.5,,rt_thecrossant_black1,404386,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,404488,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,407992,,,,black_plus_sign,,,null,object_02b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,408781,,,,blue,,,null,object_02b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,409282,,,,blue,,,null,object_02b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
1319.7000000029802,,rt_thecrossant_black1,410497,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,410599,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,414101,,,,black_plus_sign,,,null,object_04a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,414711,,,,green,,,null,object_04a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,415212,,,,green,,,null,object_04a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
1418.699999999255,,rt_thecrossant_black1,416606,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,416708,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,420210,,,,black_plus_sign,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,420946,,,,blue,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,421447,,,,blue,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
1076.199999999255,,rt_thecrossant_black1,422717,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,422818,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,426322,,,,black_plus_sign,,,null,object_01a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,427312,,,,green,,,null,object_01a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,427814,,,,green,,,null,object_01a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
1251.5999999977648,,rt_thecrossant_black1,428827,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,428929,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,432431,,,,black_plus_sign,,,null,object_13c.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,432948,,,,green,,,null,object_13c.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,433450,,,,green,,,null,object_13c.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,
1607.7000000029802,,rt_thecrossant_black1,434937,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,435039,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,438542,,,,black_plus_sign,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,439281,,,,blue,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,439783,,,,blue,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
904.7999999970198,,rt_thecrossant_black1,441055,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,441157,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,444659,,,,black_plus_sign,,,null,object_08a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,445079,,,,blue,,,null,object_08a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,445581,,,,blue,,,null,object_08a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
1298,,rt_thecrossant_black1,447165,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,447266,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,450767,,,,black_plus_sign,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,451275,,,,green,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,451780,,,,green,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
1083.1000000014901,,rt_thecrossant_black1,453276,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,453378,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,456880,,,,black_plus_sign,,,null,object_01c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,457429,,,,blue,,,null,object_01c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,457931,,,,blue,,,null,object_01c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1036,,rt_thecrossant_black1,459386,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,459488,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,462991,,,,black_plus_sign,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,464052,,,,blue,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,464554,,,,blue,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
1143.5999999977648,,rt_thecrossant_black1,465510,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,465611,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,469113,,,,black_plus_sign,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,470026,,,,green,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,470527,,,,green,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
1825.800000000745,,rt_thecrossant_black1,471618,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,471720,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,475222,,,,black_plus_sign,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,476089,,,,green,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,476590,,,,green,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,477725,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,477828,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,481330,,,,black_plus_sign,,,null,object_12b.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,481749,,,,green,,,null,object_12b.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,482250,,,,green,,,null,object_12b.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
1301.800000000745,,rt_thecrossant_black1,483834,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,483936,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,487438,,,,black_plus_sign,,,null,object_05a.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,488285,,,,blue,,,null,object_05a.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,488786,,,,blue,,,null,object_05a.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
782.4000000022352,,rt_thecrossant_black1,489943,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,490045,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,493546,,,,black_plus_sign,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,493988,,,,blue,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,494489,,,,blue,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
1282.3999999985099,,rt_thecrossant_black1,496052,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,496153,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,499655,,,,black_plus_sign,,,null,object_10b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,500094,,,,blue,,,null,object_10b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,500596,,,,blue,,,null,object_10b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
946,,rt_thecrossant_black1,502161,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,502263,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,505765,,,,black_plus_sign,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,506756,,,,green,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,507258,,,,green,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
