rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
8559.09999999404,,attentioncheck_help,219492,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,220471,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,221107,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
752,,prac_atten_color_black,223109,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,223876,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,224569,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
1330.699999988079,,prac_atten_color_black,226570,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,227281,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
729.4000000059605,,prac_atten_color,228166,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,230167,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,230686,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
717,,prac_atten_color,231419,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,233420,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,234091,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
864.6000000238419,,prac_atten_color,235111,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,237112,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,237495,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
620.4000000059605,,prac_atten_color,238274,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,240275,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,240899,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,241395,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
1000.2999999821186,,prac_atten_color_black,243396,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,244304,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
803.2999999821186,,prac_atten_color,245344,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,247346,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
12178.40000000596,,attentioncheck_feedback,259525,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,
12933.59999999404,,last_instruct,272460,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),275961,,,,,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),276958,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,277459,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,278466,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,
null,,prac_color_black,278567,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),282069,,,,,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,283130,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,283631,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
1098.800000011921,,prac_rt_thecrossant_black,285126,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,285228,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),288731,,,,,,,,black_plus_sign,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,289791,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,290292,,,,,,,,green,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
749,,prac_rt_thecrossant_black,291496,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,291597,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),295099,,,,,,,,black_plus_sign,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,296160,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,296662,,,,,,,,blue,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
1198,,prac_rt_thecrossant_black,297598,,,,,,,,black_plus_sign,,,50,,,0.6666666666666666,0,,,,,,,,,,,,,,,,
null,,prac_color_black,297699,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
21512.80000001192,,instruct_dir_01,319213,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
11886.59999999404,,instruct_dir_2,331101,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
12470.699999988079,,instruct_dir_3,343573,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
15502.799999982119,,instruct_dir_4,359077,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,359178,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
2000.300000011921,,intro_0,361179,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
4943.300000011921,,prac_directmemory_phase,366123,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,1,1,,,,,,,,,,
4902.4000000059605,,prac_directmemory_phase,371027,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_01a.png,practice/object_02a.png,practice/object_03a.png,practice/object_02a.png,0,0.5,,,,,,,,,,
3054.5,,prac_directmemory_phase,374083,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,1,0.6666666666666666,,,,,,,,,,
3143,,prac_directmemory_phase,377227,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,0,0.5,,,,,,,,,,
9768.40000000596,,practice_feedback_force_restart,386997,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,
11333.299999982119,,last_instruct,398331,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),401832,,,,,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),402377,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,402879,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,404337,,,,,,,,black_plus_sign,,,null,,,0.6666666666666666,,,,,,,,,,,,,,,,,
null,,warning_page,409338,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,409440,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),412941,,,,,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,414002,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,414504,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
1189.5999999940395,,prac_rt_thecrossant_black,415444,,,,,,,,black_plus_sign,,,50,,,0.75,1,,,,,,,,,,,,,,,,
null,,prac_color_black,415545,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),419047,,,,,,,,black_plus_sign,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,420110,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,420612,,,,,,,,green,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
1422.6000000238419,,prac_rt_thecrossant_black,421987,,,,,,,,black_plus_sign,,,50,,,0.8,1,,,,,,,,,,,,,,,,
null,,prac_color_black,422089,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),425591,,,,,,,,black_plus_sign,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,426652,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,427153,,,,,,,,blue,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
1071.699999988079,,prac_rt_thecrossant_black,428634,,,,,,,,black_plus_sign,,,49,,,0.8333333333333334,1,,,,,,,,,,,,,,,,
null,,prac_color_black,428736,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
9106.700000017881,,instruct_dir_01,437844,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
1926.9000000059605,,instruct_dir_2,439772,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
1335,,instruct_dir_3,441108,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
6087.0999999940395,,instruct_dir_4,447196,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,447297,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1641.0999999940395,,intro_0,448938,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
2311,,prac_directmemory_phase,451250,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,1,1,,,,,,,,,,
3710.699999988079,,prac_directmemory_phase,454962,,,,,,,,practice/object_02b.png,,,50,,,,1,practice/object_01a.png,practice/object_02a.png,practice/object_03a.png,practice/object_02a.png,1,1,,,,,,,,,,
2358.5999999940395,,prac_directmemory_phase,457323,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,1,1,,,,,,,,,,
2214.5999999940395,,prac_directmemory_phase,459539,,,,,,,,practice/object_03b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,0,0.75,,,,,,,,,,
7000.399999976158,,practice_feedback,466540,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,
9702.600000023842,,proceed_actualTask,476244,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,
13197.40000000596,,last_inst,489442,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,492944,,,,,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,494005,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,494506,,,,,,,,blue,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
1236.1000000238419,,rt_thecrossant_black1,495449,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,495551,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,499053,,,,,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,499942,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,500443,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
1449.9000000059605,,rt_thecrossant_black1,501557,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,501660,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,505162,,,,,,,,black_plus_sign,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,505722,,,,,,,,green,,,null,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
495,,rt_plussign_withcolor1,506223,,,,,,,,green,,,50,object_08a.png,object_01c.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,507666,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,507767,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,511269,,,,,,,,black_plus_sign,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,511677,,,,,,,,green,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,512178,,,,,,,,green,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
874.6000000238419,,rt_thecrossant_black1,513773,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,513876,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,517377,,,,,,,,black_plus_sign,,,null,object_12b.png,object_03b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,518321,,,,,,,,blue,,,null,object_12b.png,object_03b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,518822,,,,,,,,blue,,,null,object_12b.png,object_03b.png,,,,,,,,,,,,,,,,,,
1012.5,,rt_thecrossant_black1,519882,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,519984,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,523486,,,,,,,,black_plus_sign,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,523958,,,,,,,,green,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,524459,,,,,,,,green,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,
1376,,rt_thecrossant_black1,526004,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,526107,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,529610,,,,,,,,black_plus_sign,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,530581,,,,,,,,blue,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,531082,,,,,,,,blue,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
947.5999999940395,,rt_thecrossant_black1,532114,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,532216,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,535719,,,,,,,,black_plus_sign,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,536564,,,,,,,,blue,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
461.10000002384186,,rt_plussign_withcolor1,537065,,,,,,,,blue,,,49,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,538224,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,538327,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,541830,,,,,,,,black_plus_sign,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,542239,,,,,,,,green,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,542740,,,,,,,,green,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
1243.9000000059605,,rt_thecrossant_black1,544336,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,544438,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,547941,,,,,,,,black_plus_sign,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,548699,,,,,,,,green,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,549200,,,,,,,,green,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
602.6999999880791,,rt_thecrossant_black1,550458,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,550559,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,554061,,,,,,,,black_plus_sign,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,554702,,,,,,,,green,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,555204,,,,,,,,green,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
1141.1000000238419,,rt_thecrossant_black1,556566,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,556667,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,560170,,,,,,,,black_plus_sign,,,null,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,561037,,,,,,,,blue,,,null,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
348.5,,rt_plussign_withcolor1,561538,,,,,,,,blue,,,49,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,562675,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,562776,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,566279,,,,,,,,black_plus_sign,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,566955,,,,,,,,green,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,567457,,,,,,,,green,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
1436,,rt_thecrossant_black1,568785,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,568887,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,572388,,,,,,,,black_plus_sign,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,572897,,,,,,,,blue,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,573399,,,,,,,,blue,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
1129,,rt_thecrossant_black1,574892,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,574994,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,578496,,,,,,,,black_plus_sign,,,null,object_04b.png,object_14a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,578924,,,,,,,,green,,,null,object_04b.png,object_14a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,579426,,,,,,,,green,,,null,object_04b.png,object_14a.png,,,,,,,,,,,,,,,,,,
1199.1000000238419,,rt_thecrossant_black1,581001,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,581103,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,584605,,,,,,,,black_plus_sign,,,null,object_04a.png,object_09a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,585052,,,,,,,,green,,,null,object_04a.png,object_09a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,585554,,,,,,,,green,,,null,object_04a.png,object_09a.png,,,,,,,,,,,,,,,,,,
780.5,,rt_thecrossant_black1,587111,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,587212,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,590714,,,,,,,,black_plus_sign,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,591402,,,,,,,,green,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,591903,,,,,,,,green,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
706,,rt_thecrossant_black1,593220,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,593322,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,596824,,,,,,,,black_plus_sign,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,597391,,,,,,,,green,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,597893,,,,,,,,green,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
1148.5999999940395,,rt_thecrossant_black1,599329,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,599431,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,602933,,,,,,,,black_plus_sign,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,603586,,,,,,,,green,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,604089,,,,,,,,green,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
824.6999999880791,,rt_thecrossant_black1,605439,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,605541,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
