rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice
1911.5,,prac_atten_color_black,307143,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,307846,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,308649,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
796,,prac_atten_color_black,310656,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,311280,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,312070,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
null,,prac_atten_color_black,314083,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
6875.700000286102,,attentioncheck_help,320962,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,321589,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,322469,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
546.2000002861023,,prac_atten_color_black,324475,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,325025,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
517.7999997138977,,prac_atten_color,325547,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,327557,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,328460,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,328962,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
1.8000001907348633,,prac_atten_color_black,330971,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,331896,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,332648,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
236.39999961853027,,prac_atten_color_black,334666,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,335347,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
639.7000002861023,,prac_atten_color,336387,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,338397,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,338776,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,339342,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
401.7000002861023,,prac_atten_color_black,341346,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,342186,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
551.2000002861023,,prac_atten_color,343146,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,345157,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
6196,,attentioncheck_feedback,351357,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,
68418.09999990463,,last_instruct,419777,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),423287,,,,,,,,black_plus_sign,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_black_cross(without_color),423799,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,424305,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_thecrossant_black,425817,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,
null,,prac_color_black,425936,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),429449,,,,,,,,black_plus_sign,,,null,object_10b.png,object_09b.png,,,,,,,,,
null,,black_cross(without_color)1,430235,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,430753,,,,,,,,blue,,,null,object_10b.png,object_09b.png,,,,,,,,,
1365.1999998092651,,prac_rt_thecrossant_black,432200,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,432309,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),435817,,,,,,,,black_plus_sign,,,null,object_04b.png,object_03c.png,,,,,,,,,
null,,black_cross(without_color)1,436600,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,437102,,,,,,,,green,,,null,object_04b.png,object_03c.png,,,,,,,,,
1009.6999998092651,,prac_rt_thecrossant_black,438575,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,438684,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),442196,,,,,,,,black_plus_sign,,,null,object_13a.png,object_15a.png,,,,,,,,,
null,,black_cross(without_color)1,442989,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,443495,,,,,,,,green,,,null,object_13a.png,object_15a.png,,,,,,,,,
1287.9000000953674,,prac_rt_thecrossant_black,445020,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,445125,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
7730.599999904633,,instruct_dir_01,452859,,,,,,,,instruct,0,Next,,,,,,,,,,,,
12781.199999809265,,instruct_dir_2,465645,,,,,,,,instruct,1,Next,,,,,,,,,,,,
15275.199999809265,,instruct_dir_3,480924,,,,,,,,instruct,1,Next,,,,,,,,,,,,
18422.299999713898,,instruct_dir_4,499350,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,499466,,,,,,,,<p></p>,,,null,,,,,,,,,,,
2446.800000190735,,intro_0,501915,,,,,,,,instruct,,,32,,,,,,,,,,,
3509.0999999046326,,prac_directmemory_phase,505427,,,,,,,,practice/object_01b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,0,0,
2502.4000000953674,,prac_directmemory_phase,507934,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,0,0,
2748.300000190735,,prac_directmemory_phase,510686,,,,,,,,practice/object_04b.png,,,51,,,,1,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_04a.png,1,0.3333333333333333,
5099.699999809265,,prac_directmemory_phase,515789,,,,,,,,practice/object_02b.png,,,50,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0.25,
6558.39999961853,,practice_feedback_force_restart,522351,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1
2249.800000190735,,last_instruct,524602,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),528111,,,,,,,,black_plus_sign,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_black_cross(without_color),528541,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,529058,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_thecrossant_black,530654,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,,
null,,prac_color_black,530766,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),534276,,,,,,,,black_plus_sign,,,null,object_10b.png,object_09b.png,,,,,,,,,
null,,black_cross(without_color)1,535054,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,535565,,,,,,,,blue,,,null,object_10b.png,object_09b.png,,,,,,,,,
null,,prac_rt_thecrossant_black,536885,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,,
null,,warning_page,541891,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,541999,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),545505,,,,,,,,black_plus_sign,,,null,object_04b.png,object_03c.png,,,,,,,,,
null,,black_cross(without_color)1,546295,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,546799,,,,,,,,green,,,null,object_04b.png,object_03c.png,,,,,,,,,
877.9000000953674,,prac_rt_thecrossant_black,547825,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,547936,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),551451,,,,,,,,black_plus_sign,,,null,object_13a.png,object_15a.png,,,,,,,,,
null,,black_cross(without_color)1,552232,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,552745,,,,,,,,green,,,null,object_13a.png,object_15a.png,,,,,,,,,
1198.8000001907349,,prac_rt_thecrossant_black,554161,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,554270,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
2507.7999997138977,,instruct_dir_01,556781,,,,,,,,instruct,0,Next,,,,,,,,,,,,
2193.4000000953674,,instruct_dir_2,558977,,,,,,,,instruct,1,Next,,,,,,,,,,,,
2772.4000000953674,,instruct_dir_3,561752,,,,,,,,instruct,1,Next,,,,,,,,,,,,
2232.5999999046326,,instruct_dir_4,563988,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,564102,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1328.5,,intro_0,565432,,,,,,,,instruct,,,32,,,,,,,,,,,
5152.800000190735,,prac_directmemory_phase,570587,,,,,,,,practice/object_01b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,0,0,
1925.5,,prac_directmemory_phase,572516,,,,,,,,practice/object_03b.png,,,51,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,1,0.5,
3918,,prac_directmemory_phase,576438,,,,,,,,practice/object_04b.png,,,50,,,,0,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_04a.png,0,0.3333333333333333,
3648.7000002861023,,prac_directmemory_phase,580090,,,,,,,,practice/object_02b.png,,,50,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0.25,
3689.699999809265,,practice_feedback_force_restart,583783,,,,,,,,practice_feedback,0,,,,,,,,,,,,,2
1835.6000003814697,,last_instruct,585621,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),589138,,,,,,,,black_plus_sign,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_black_cross(without_color),590108,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,590624,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
891,,prac_rt_thecrossant_black,591676,,,,,,,,black_plus_sign,,,50,,,0.8333333333333334,0,,,,,,,
null,,prac_color_black,591788,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),595306,,,,,,,,black_plus_sign,,,null,object_10b.png,object_09b.png,,,,,,,,,
null,,black_cross(without_color)1,596098,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,596606,,,,,,,,blue,,,null,object_10b.png,object_09b.png,,,,,,,,,
1479.5999999046326,,prac_rt_thecrossant_black,598136,,,,,,,,black_plus_sign,,,49,,,0.8571428571428571,1,,,,,,,
null,,prac_color_black,598247,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),601767,,,,,,,,black_plus_sign,,,null,object_04b.png,object_03c.png,,,,,,,,,
null,,black_cross(without_color)1,602552,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,603061,,,,,,,,green,,,null,object_04b.png,object_03c.png,,,,,,,,,
682.0999999046326,,prac_rt_thecrossant_black,604028,,,,,,,,black_plus_sign,,,50,,,0.875,1,,,,,,,
null,,prac_color_black,604137,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),607656,,,,,,,,black_plus_sign,,,null,object_13a.png,object_15a.png,,,,,,,,,
null,,black_cross(without_color)1,608440,,,,,,,,blue,,,null,object_09a.png,object_07c.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,608946,,,,,,,,green,,,null,object_13a.png,object_15a.png,,,,,,,,,
1191,,prac_rt_thecrossant_black,609909,,,,,,,,black_plus_sign,,,50,,,0.8888888888888888,1,,,,,,,
null,,prac_color_black,610024,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
2814.199999809265,,instruct_dir_01,612841,,,,,,,,instruct,0,Next,,,,,,,,,,,,
1789.1999998092651,,instruct_dir_2,614633,,,,,,,,instruct,1,Next,,,,,,,,,,,,
1814.6999998092651,,instruct_dir_3,616450,,,,,,,,instruct,1,Next,,,,,,,,,,,,
45122.800000190735,,instruct_dir_4,661576,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,661695,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1038.7000002861023,,intro_0,662736,,,,,,,,instruct,,,32,,,,,,,,,,,
3424.5,,prac_directmemory_phase,666163,,,,,,,,practice/object_01b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_01a.png,practice/object_01a.png,0,0,
2613.199999809265,,prac_directmemory_phase,668780,,,,,,,,practice/object_03b.png,,,51,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,1,0.5,
5415.400000095367,,prac_directmemory_phase,674199,,,,,,,,practice/object_04b.png,,,50,,,,0,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_04a.png,0,0.3333333333333333,
3597.5,,prac_directmemory_phase,677800,,,,,,,,practice/object_02b.png,,,50,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0.25,
