rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice
null,,prac_atten_color_black,299718,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,300596,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
51,,prac_atten_color_black,302607,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,303133,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
647,,prac_atten_color,304176,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,306179,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,306549,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
617,,prac_atten_color,307472,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,309475,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,309965,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
534,,prac_atten_color,310667,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,312671,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,313388,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
475,,prac_atten_color,314482,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,316488,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,316814,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
391,,prac_atten_color,317510,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,319516,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,320234,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,320723,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
103,,prac_atten_color_black,322737,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
4077,,attentioncheck_help,326817,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,327738,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
518,,prac_atten_color,328494,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,330504,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
27338,,attentioncheck_feedback,357842,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,
24809,,last_instruct,382664,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),386178,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_black_cross(without_color),387250,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,387765,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_thecrossant_black,388718,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,
null,,prac_color_black,388831,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),392346,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13b.png,,,,,,,,,
null,,black_cross(without_color)1,393135,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,393650,,,,,,,,green,,,null,object_14c.png,object_13b.png,,,,,,,,,
null,,prac_rt_thecrossant_black,394959,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,
null,,warning_page,399964,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,400071,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),403587,,,,,,,,black_plus_sign,,,null,object_03c.png,object_12a.png,,,,,,,,,
null,,black_cross(without_color)1,404370,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,404879,,,,,,,,blue,,,null,object_03c.png,object_12a.png,,,,,,,,,
null,,prac_rt_thecrossant_black,405886,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,
null,,warning_page,410897,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,410999,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),414510,,,,,,,,black_plus_sign,,,null,object_05b.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)1,415306,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,415817,,,,,,,,blue,,,null,object_05b.png,object_13c.png,,,,,,,,,
1656,,prac_rt_thecrossant_black,417017,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,417135,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
12089,,instruct_dir_01,429226,,,,,,,,instruct,0,Next,,,,,,,,,,,,
27501,,instruct_dir_2,456727,,,,,,,,instruct,1,Next,,,,,,,,,,,,
6553,,instruct_dir_3,463287,,,,,,,,instruct,1,Next,,,,,,,,,,,,
13168,,instruct_dir_4,476457,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,476559,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1768,,intro_0,478329,,,,,,,,instruct,,,32,,,,,,,,,,,
8270,,prac_directmemory_phase,486605,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0,
6846,,prac_directmemory_phase,493471,,,,,,,,practice/object_01b.png,,,51,,,,0,practice/object_03a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,0,0,
7072,,prac_directmemory_phase,500558,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,0,0,
5361,,prac_directmemory_phase,505926,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,1,0.25,
10661,,practice_feedback_force_restart,516592,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1
17903,,last_instruct,534496,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),538009,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_black_cross(without_color),538858,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,539366,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
1227,,prac_rt_thecrossant_black,540535,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,540651,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),544166,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13b.png,,,,,,,,,
null,,black_cross(without_color)1,544955,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,545470,,,,,,,,green,,,null,object_14c.png,object_13b.png,,,,,,,,,
1125,,prac_rt_thecrossant_black,546786,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,546891,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),550403,,,,,,,,black_plus_sign,,,null,object_03c.png,object_12a.png,,,,,,,,,
null,,black_cross(without_color)1,551191,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,551702,,,,,,,,blue,,,null,object_03c.png,object_12a.png,,,,,,,,,
849,,prac_rt_thecrossant_black,553101,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,553218,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),556720,,,,,,,,black_plus_sign,,,null,object_05b.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)1,557508,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,558021,,,,,,,,blue,,,null,object_05b.png,object_13c.png,,,,,,,,,
842,,prac_rt_thecrossant_black,559517,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,559621,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
18394,,instruct_dir_01,578028,,,,,,,,instruct,0,Next,,,,,,,,,,,,
7881,,instruct_dir_2,585914,,,,,,,,instruct,1,Next,,,,,,,,,,,,
4938,,instruct_dir_3,590854,,,,,,,,instruct,1,Next,,,,,,,,,,,,
6637,,instruct_dir_4,597492,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,597600,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1701,,intro_0,599302,,,,,,,,instruct,,,32,,,,,,,,,,,
5965,,prac_directmemory_phase,605273,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0,
4196,,prac_directmemory_phase,609472,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_03a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,1,0.5,
3773,,prac_directmemory_phase,613247,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,0,0.3333333333333333,
7301,,prac_directmemory_phase,620554,,,,,,,,practice/object_04b.png,,,51,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,0,0.25,
44737,,practice_feedback_force_restart,665294,,,,,,,,practice_feedback,0,,,,,,,,,,,,,2
11623,,last_instruct,676931,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),680437,,,,,,,,black_plus_sign,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_black_cross(without_color),681429,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,681946,,,,,,,,blue,,,null,object_08c.png,object_13a.png,,,,,,,,,
1297,,prac_rt_thecrossant_black,682975,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,683081,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),686595,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13b.png,,,,,,,,,
null,,black_cross(without_color)1,687390,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,687903,,,,,,,,green,,,null,object_14c.png,object_13b.png,,,,,,,,,
1178,,prac_rt_thecrossant_black,689269,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,689378,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),692896,,,,,,,,black_plus_sign,,,null,object_03c.png,object_12a.png,,,,,,,,,
null,,black_cross(without_color)1,693686,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,694196,,,,,,,,blue,,,null,object_03c.png,object_12a.png,,,,,,,,,
763,,prac_rt_thecrossant_black,695698,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,695802,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),699319,,,,,,,,black_plus_sign,,,null,object_05b.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)1,700108,,,,,,,,green,,,null,object_08c.png,object_13a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,700618,,,,,,,,blue,,,null,object_05b.png,object_13c.png,,,,,,,,,
699,,prac_rt_thecrossant_black,701608,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,701712,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
6573,,instruct_dir_01,708299,,,,,,,,instruct,0,Next,,,,,,,,,,,,
7154,,instruct_dir_2,715454,,,,,,,,instruct,1,Next,,,,,,,,,,,,
13650,,instruct_dir_3,729107,,,,,,,,instruct,1,Next,,,,,,,,,,,,
13824,,instruct_dir_4,742932,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,743034,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1933,,intro_0,744969,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_directmemory_phase,759983,,,,,,,,practice/object_02b.png,,,null,,,,0,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0,
null,,warning_page,764998,,,,,,,,warning,,,null,,,,,,,,,,,
3599,,prac_directmemory_phase,768609,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_03a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,1,0.5,
5187,,prac_directmemory_phase,773800,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_03a.png,0,0.3333333333333333,
3519,,prac_directmemory_phase,777332,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,1,0.5,
