rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy
null,,prac_atten_color_black,92215,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
5416.300000000745,,attentioncheck_help,97634,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,98233,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,99028,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
null,,prac_atten_color_black,101031,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
2501.800000000745,,attentioncheck_help,103537,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,104147,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
476.09999999962747,,prac_atten_color,104866,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,106868,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
182636,,attentioncheck_feedback,289509,,,,,,,,cross_check_feedback,0,,,1,,,,,,,,,,
null,,prac_atten_color_black,289987,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
478.80000000074506,,prac_atten_color,290916,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,292918,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,293397,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
666.4000000003725,,prac_atten_color,294303,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,49,,,,,,,,,,,
414.2000000011176,,prac_atten_color_black,296305,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,296807,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,297806,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
639.5999999996275,,prac_atten_color_black,299809,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
3538.7999999988824,,attentioncheck_help,303352,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,303757,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,304444,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
1112.9000000003725,,prac_atten_color_black,306448,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,307169,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,307917,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
1020.0999999996275,,prac_atten_color_black,309919,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,310579,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,311451,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
1092.0999999996275,,prac_atten_color_black,313453,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
2033.300000000745,,attentioncheck_help,315488,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_atten_color_black,316021,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
445.5,,prac_atten_color,316687,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
null,,prac_atten_color_black,318690,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,319436,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
806.8000000007451,,prac_atten_color,320257,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,
null,,prac_atten_color_black,322260,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color_black,322858,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
349.69999999925494,,prac_atten_color,323821,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,
156.10000000149012,,prac_atten_color_black,325823,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,326269,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
429.69999999925494,,prac_atten_color,326720,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,
557.5,,prac_atten_color_black,328737,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,
2791.4000000003725,,attentioncheck_feedback,331532,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,
111363.20000000112,,last_instruct,442897,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),446400,,,,,,,,black_plus_sign,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_black_cross(without_color),447317,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,447826,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
1365.3999999985099,,prac_rt_thecrossant_black,448917,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,
null,,prac_color_black,449023,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),452529,,,,,,,,black_plus_sign,,,null,,object_01b.png,object_01c.png,,,,,,,,
null,,black_cross(without_color)1,453549,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
441.59999999962747,,prac_rt_plussign_withcolor,454053,,,,,,,,blue,,,49,,object_01b.png,object_01c.png,,,,,,,,
null,,prac_rt_thecrossant_black,455600,,,,,,,,black_plus_sign,,,null,,,,1,1,,,,,,
null,,prac_color_black,455704,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),459209,,,,,,,,black_plus_sign,,,null,,object_09c.png,object_02c.png,,,,,,,,
null,,black_cross(without_color)1,460230,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,460733,,,,,,,,green,,,null,,object_09c.png,object_02c.png,,,,,,,,
null,,prac_rt_thecrossant_black,462117,,,,,,,,black_plus_sign,,,null,,,,,1,,,,,,
null,,prac_color_black,462232,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),465737,,,,,,,,black_plus_sign,,,null,,object_08b.png,object_07b.png,,,,,,,,
null,,black_cross(without_color)1,466758,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,467261,,,,,,,,green,,,null,,object_08b.png,object_07b.png,,,,,,,,
null,,prac_rt_thecrossant_black,468842,,,,,,,,black_plus_sign,,,null,,,,,1,,,,,,
null,,warning_page,473846,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,473951,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
9223.300000000745,,instruct_dir_01,483178,,,,,,,,instruct,0,Next,,,,,,,,,,,,
18484.60000000149,,instruct_dir_2,501665,,,,,,,,instruct,1,Next,,,,,,,,,,,,
5341.89999999851,,instruct_dir_3,507009,,,,,,,,instruct,1,Next,,,,,,,,,,,,
4365.699999999255,,instruct_dir_4,511377,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,511479,,,,,,,,<p></p>,,,null,,,,,,,,,,,
62991.300000000745,,intro_0,574472,,,,,,,,instruct,,,32,,,,,,,,,,,
2494.199999999255,,prac_directmemory_phase,576968,,,,,,,,practice/object_03b.png,,,49,,,,0,,practice/object_02a.png,practice/object_03a.png,practice/object_01a.png,practice/object_03a.png,0,0
3524.300000000745,,prac_directmemory_phase,580495,,,,,,,,practice/object_04b.png,,,50,,,,0,,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,0,0
2652.5999999996275,,prac_directmemory_phase,583149,,,,,,,,practice/object_02b.png,,,50,,,,0,,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0
3650.9000000003725,,prac_directmemory_phase,586803,,,,,,,,practice/object_01b.png,,,49,,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,0.25
5856.799999998882,,practice_feedback_force_restart,592663,,,,,,,,practice_feedback,0,,,1,,,,,,,,,,
2372.699999999255,,last_instruct,595037,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),598540,,,,,,,,black_plus_sign,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_black_cross(without_color),599155,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,599656,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
1882.7000000011176,,prac_rt_thecrossant_black,601046,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,
null,,prac_color_black,601161,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),604663,,,,,,,,black_plus_sign,,,null,,object_01b.png,object_01c.png,,,,,,,,
null,,black_cross(without_color)1,605683,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,606185,,,,,,,,blue,,,null,,object_01b.png,object_01c.png,,,,,,,,
1416.7000000011176,,prac_rt_thecrossant_black,607744,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,
null,,prac_color_black,607847,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),611350,,,,,,,,black_plus_sign,,,null,,object_09c.png,object_02c.png,,,,,,,,
null,,black_cross(without_color)1,612369,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,612872,,,,,,,,green,,,null,,object_09c.png,object_02c.png,,,,,,,,
null,,prac_rt_thecrossant_black,614223,,,,,,,,black_plus_sign,,,null,,,,,1,,,,,,
null,,prac_color_black,614334,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),617837,,,,,,,,black_plus_sign,,,null,,object_08b.png,object_07b.png,,,,,,,,
null,,black_cross(without_color)1,618855,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,619356,,,,,,,,green,,,null,,object_08b.png,object_07b.png,,,,,,,,
null,,prac_rt_thecrossant_black,620544,,,,,,,,black_plus_sign,,,null,,,,,1,,,,,,
null,,warning_page,625546,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,625649,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
15667.299999998882,,instruct_dir_01,641319,,,,,,,,instruct,0,Next,,,,,,,,,,,,
4220,,instruct_dir_2,645541,,,,,,,,instruct,1,Next,,,,,,,,,,,,
5825.0999999996275,,instruct_dir_3,651368,,,,,,,,instruct,1,Next,,,,,,,,,,,,
11438.599999999627,,instruct_dir_4,662809,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,662911,,,,,,,,<p></p>,,,null,,,,,,,,,,,
4480,,intro_0,667393,,,,,,,,instruct,,,32,,,,,,,,,,,
2495.4000000003725,,prac_directmemory_phase,669891,,,,,,,,practice/object_03b.png,,,49,,,,0,,practice/object_02a.png,practice/object_03a.png,practice/object_01a.png,practice/object_03a.png,0,0
1548,,prac_directmemory_phase,671441,,,,,,,,practice/object_04b.png,,,49,,,,1,,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,1,0.5
1380,,prac_directmemory_phase,672824,,,,,,,,practice/object_02b.png,,,49,,,,0,,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0.3333333333333333
1246.2999999988824,,prac_directmemory_phase,674075,,,,,,,,practice/object_01b.png,,,49,,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,0.5
167289.20000000112,,practice_feedback_force_restart,841368,,,,,,,,practice_feedback,0,,,2,,,,,,,,,,
1418.8999999985099,,last_instruct,842788,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),846290,,,,,,,,black_plus_sign,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_black_cross(without_color),846719,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,847221,,,,,,,,blue,,,null,,object_15c.png,object_02b.png,,,,,,,,
1415,,prac_rt_thecrossant_black,848797,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,
null,,prac_color_black,848900,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),852403,,,,,,,,black_plus_sign,,,null,,object_01b.png,object_01c.png,,,,,,,,
null,,black_cross(without_color)1,853422,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
392.09999999962747,,prac_rt_plussign_withcolor,853924,,,,,,,,blue,,,49,,object_01b.png,object_01c.png,,,,,,,,
null,,prac_rt_thecrossant_black,854829,,,,,,,,black_plus_sign,,,null,,,,1,1,,,,,,
null,,prac_color_black,854932,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),858435,,,,,,,,black_plus_sign,,,null,,object_09c.png,object_02c.png,,,,,,,,
null,,black_cross(without_color)1,859454,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
385.7000000011176,,prac_rt_plussign_withcolor,859956,,,,,,,,green,,,49,,object_09c.png,object_02c.png,,,,,,,,
null,,prac_rt_thecrossant_black,861352,,,,,,,,black_plus_sign,,,null,,,,0,0.8571428571428571,,,,,,
null,,prac_color_black,861454,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),864957,,,,,,,,black_plus_sign,,,null,,object_08b.png,object_07b.png,,,,,,,,
null,,black_cross(without_color)1,865976,,,,,,,,green,,,null,,object_15c.png,object_02b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,866478,,,,,,,,green,,,null,,object_08b.png,object_07b.png,,,,,,,,
949.1999999992549,,prac_rt_thecrossant_black,867810,,,,,,,,black_plus_sign,,,49,,,,0,0.75,,,,,,
null,,warning_page,872815,,,,,,,,warning,,,null,,,,,,,,,,,
null,,prac_color_black,872918,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
7276,,instruct_dir_01,880196,,,,,,,,instruct,0,Next,,,,,,,,,,,,
6195.699999999255,,instruct_dir_2,886393,,,,,,,,instruct,1,Next,,,,,,,,,,,,
5690,,instruct_dir_3,892085,,,,,,,,instruct,1,Next,,,,,,,,,,,,
8872.099999999627,,instruct_dir_4,900959,,,,,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,901069,,,,,,,,<p></p>,,,null,,,,,,,,,,,
4780.9000000003725,,intro_0,905853,,,,,,,,instruct,,,32,,,,,,,,,,,
700.8000000007451,,prac_directmemory_phase,906556,,,,,,,,practice/object_03b.png,,,49,,,,0,,practice/object_02a.png,practice/object_03a.png,practice/object_01a.png,practice/object_03a.png,0,0
1219.7999999988824,,prac_directmemory_phase,907779,,,,,,,,practice/object_04b.png,,,49,,,,1,,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,1,0.5
550.6999999992549,,prac_directmemory_phase,908336,,,,,,,,practice/object_02b.png,,,49,,,,0,,practice/object_04a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0.3333333333333333
888.8999999985099,,prac_directmemory_phase,909229,,,,,,,,practice/object_01b.png,,,49,,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,0.5
