rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,prac_black_cross(without_color),437841,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,438343,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
1290.5,,prac_rt_thecrossant_black,439580,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,
null,,prac_color_black,439684,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),443187,,,,,,,,black_plus_sign,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,444134,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
379.4000000022352,,prac_rt_plussign_withcolor,444636,,,,,,,,blue,,,49,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,445765,,,,,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,,
null,,prac_color_black,445867,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),449370,,,,,,,,black_plus_sign,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,450318,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
377.80000000074506,,prac_rt_plussign_withcolor,450820,,,,,,,,blue,,,50,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,451817,,,,,,,,black_plus_sign,,,null,,,0,0.6666666666666666,,,,,,,,,,,,,,,,,
null,,prac_color_black,451920,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),455422,,,,,,,,black_plus_sign,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,456369,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,456871,,,,,,,,green,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
1193.699999999255,,prac_rt_thecrossant_black,458007,,,,,,,,black_plus_sign,,,50,,,1,0.75,,,,,,,,,,,,,,,,,
null,,prac_color_black,458109,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
5706.10000000149,,instruct_dir_01,463817,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,
5886.800000000745,,instruct_dir_2,469706,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
7599.099999997765,,instruct_dir_3,477307,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
16651.300000000745,,instruct_dir_4,493960,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,494061,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
1470.3999999985099,,intro_0,495533,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
3351.199999999255,,prac_directmemory_phase,498886,,,,,,,,practice/object_03a.png,,,49,,,0,,practice/object_02b.png,practice/object_01a.png,practice/object_03b.png,practice/object_03b.png,0,0,,,,,,,,,,,
3095.5,,prac_directmemory_phase,501984,,,,,,,,practice/object_02a.png,,,50,,,0,,practice/object_03b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,0,0,,,,,,,,,,,
2584,,prac_directmemory_phase,504571,,,,,,,,practice/object_04a.png,,,51,,,1,,practice/object_01b.png,practice/object_01a.png,practice/object_04b.png,practice/object_04b.png,1,0.3333333333333333,,,,,,,,,,,
1892.5,,prac_directmemory_phase,506465,,,,,,,,practice/object_01a.png,,,50,,,0,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,0,0.25,,,,,,,,,,,
6342.300000000745,,practice_feedback_force_restart,512809,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,
2081.2000000029802,,last_instruct,514891,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),518393,,,,,,,,black_plus_sign,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),519436,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,519937,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
1673.9000000022352,,prac_rt_thecrossant_black,520898,,,,,,,,black_plus_sign,,,50,,,1,0.8,,,,,,,,,,,,,,,,,
null,,prac_color_black,521004,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),524507,,,,,,,,black_plus_sign,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,525454,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,525956,,,,,,,,blue,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
1751.6000000014901,,prac_rt_thecrossant_black,527170,,,,,,,,black_plus_sign,,,49,,,1,0.8333333333333334,,,,,,,,,,,,,,,,,
null,,prac_color_black,527273,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),530776,,,,,,,,black_plus_sign,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,531723,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,532225,,,,,,,,blue,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
1016.3999999985099,,prac_rt_thecrossant_black,533174,,,,,,,,black_plus_sign,,,49,,,1,0.8571428571428571,,,,,,,,,,,,,,,,,
null,,prac_color_black,533277,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),536779,,,,,,,,black_plus_sign,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,537726,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
493.1000000014901,,prac_rt_plussign_withcolor,538228,,,,,,,,green,,,50,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,539795,,,,,,,,black_plus_sign,,,null,,,1,0.875,,,,,,,,,,,,,,,,,
null,,prac_color_black,539912,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
3238.099999997765,,instruct_dir_01,543152,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,
1551.8999999985099,,instruct_dir_2,544706,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
1675.4000000022352,,instruct_dir_3,546383,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
2120.300000000745,,instruct_dir_4,548505,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,548607,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
1091.5999999977648,,intro_0,549700,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
1775.4000000022352,,prac_directmemory_phase,551477,,,,,,,,practice/object_03a.png,,,49,,,0,,practice/object_02b.png,practice/object_01a.png,practice/object_03b.png,practice/object_03b.png,0,0,,,,,,,,,,,
1410.0999999977648,,prac_directmemory_phase,552889,,,,,,,,practice/object_02a.png,,,49,,,0,,practice/object_03b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,0,0,,,,,,,,,,,
1625.199999999255,,prac_directmemory_phase,554516,,,,,,,,practice/object_04a.png,,,50,,,0,,practice/object_01b.png,practice/object_01a.png,practice/object_04b.png,practice/object_04b.png,0,0,,,,,,,,,,,
1210.699999999255,,prac_directmemory_phase,555729,,,,,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,1,0.25,,,,,,,,,,,
27482.5,,practice_feedback_force_restart,583213,,,,,,,,practice_feedback,0,,,,,,,,,,,,,2,,,,,,,,,,
1644,,last_instruct,584858,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),588361,,,,,,,,black_plus_sign,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),589354,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,589855,,,,,,,,green,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
898.6999999992549,,prac_rt_thecrossant_black,590872,,,,,,,,black_plus_sign,,,50,,,1,0.8888888888888888,,,,,,,,,,,,,,,,,
null,,prac_color_black,590974,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),594477,,,,,,,,black_plus_sign,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,595425,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,595926,,,,,,,,blue,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
1302.0999999977648,,prac_rt_thecrossant_black,596870,,,,,,,,black_plus_sign,,,50,,,0,0.8,,,,,,,,,,,,,,,,,
null,,prac_color_black,596973,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),600475,,,,,,,,black_plus_sign,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,601422,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,601924,,,,,,,,blue,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
1337.6000000014901,,prac_rt_thecrossant_black,603349,,,,,,,,black_plus_sign,,,49,,,1,0.8181818181818182,,,,,,,,,,,,,,,,,
null,,prac_color_black,603451,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),606953,,,,,,,,black_plus_sign,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,607901,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
311.8999999985099,,prac_rt_plussign_withcolor,608403,,,,,,,,green,,,50,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,609719,,,,,,,,black_plus_sign,,,null,,,1,0.8333333333333334,,,,,,,,,,,,,,,,,
null,,prac_color_black,609820,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
7209.5,,instruct_dir_01,617032,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,
1752.6000000014901,,instruct_dir_2,618786,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
2382.89999999851,,instruct_dir_3,621171,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,
22901.29999999702,,instruct_dir_4,644074,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,644176,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
1159.1000000014901,,intro_0,645337,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
5848.400000002235,,prac_directmemory_phase,651187,,,,,,,,practice/object_03a.png,,,51,,,1,,practice/object_02b.png,practice/object_01a.png,practice/object_03b.png,practice/object_03b.png,1,1,,,,,,,,,,,
4345.29999999702,,prac_directmemory_phase,655534,,,,,,,,practice/object_02a.png,,,51,,,1,,practice/object_03b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,1,1,,,,,,,,,,,
7330.300000000745,,prac_directmemory_phase,662867,,,,,,,,practice/object_04a.png,,,51,,,1,,practice/object_01b.png,practice/object_01a.png,practice/object_04b.png,practice/object_04b.png,1,1,,,,,,,,,,,
4836.800000000745,,prac_directmemory_phase,667706,,,,,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_02b.png,practice/object_04a.png,practice/object_01b.png,1,1,,,,,,,,,,,
2553.5,,practice_feedback,670261,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,
11149.400000002235,,proceed_actualTask,681412,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,
8887758.200000003,,last_inst,9569173,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9572682,,,,,,,,black_plus_sign,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9573630,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9574133,,,,,,,,blue,,,null,object_04a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,9575195,,,,,,,,black_plus_sign,,,null,,,,,,,,,,NaN,,,,,,,,,,,
null,,color_black1,9575298,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9578801,,,,,,,,black_plus_sign,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9579736,,,,,,,,blue,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9580239,,,,,,,,blue,,,null,object_02b.png,object_08a.png,,,,,,,,,,,,,,,,,,,
1700.7000000029802,,rt_thecrossant_black1,9581309,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black1,9581411,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9584913,,,,,,,,black_plus_sign,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9585718,,,,,,,,green,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9586221,,,,,,,,green,,,null,object_08c.png,object_07c.png,,,,,,,,,,,,,,,,,,,
1207.199999999255,,rt_thecrossant_black1,9587422,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black1,9587540,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9591043,,,,,,,,black_plus_sign,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9591899,,,,,,,,blue,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9592400,,,,,,,,blue,,,null,object_07b.png,object_03c.png,,,,,,,,,,,,,,,,,,,
1331,,rt_thecrossant_black1,9593550,,,,,,,,black_plus_sign,,,50,,,0,,,,,,,0.6666666666666666,,,,,,,,,,,
null,,color_black1,9593652,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9597156,,,,,,,,black_plus_sign,,,null,object_13a.png,object_01a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9598179,,,,,,,,blue,,,null,object_13a.png,object_01a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9598680,,,,,,,,blue,,,null,object_13a.png,object_01a.png,,,,,,,,,,,,,,,,,,,
1039.300000000745,,rt_thecrossant_black1,9599662,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.75,,,,,,,,,,,
null,,color_black1,9599765,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9603268,,,,,,,,black_plus_sign,,,null,object_02c.png,object_12a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9604248,,,,,,,,green,,,null,object_02c.png,object_12a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9604751,,,,,,,,green,,,null,object_02c.png,object_12a.png,,,,,,,,,,,,,,,,,,,
1269.3999999985099,,rt_thecrossant_black1,9605779,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8,,,,,,,,,,,
null,,color_black1,9605880,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9609383,,,,,,,,black_plus_sign,,,null,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9609882,,,,,,,,blue,,,null,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9610385,,,,,,,,blue,,,null,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
1121.800000000745,,rt_thecrossant_black1,9611917,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.8333333333333334,,,,,,,,,,,
null,,color_black1,9612027,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9615530,,,,,,,,black_plus_sign,,,null,object_13c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9616509,,,,,,,,green,,,null,object_13c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9617010,,,,,,,,green,,,null,object_13c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
603.6000000014901,,rt_thecrossant_black1,9618036,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8571428571428571,,,,,,,,,,,
null,,color_black1,9618139,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9621642,,,,,,,,black_plus_sign,,,null,object_11a.png,object_05c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9622475,,,,,,,,blue,,,null,object_11a.png,object_05c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9622977,,,,,,,,blue,,,null,object_11a.png,object_05c.png,,,,,,,,,,,,,,,,,,,
1202.2000000029802,,rt_thecrossant_black1,9624158,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.875,,,,,,,,,,,
null,,color_black1,9624262,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9627764,,,,,,,,black_plus_sign,,,null,object_01b.png,object_10b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9628295,,,,,,,,green,,,null,object_01b.png,object_10b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,9628811,,,,,,,,green,,,null,object_01b.png,object_10b.png,,,,,,,,,,,,,,,,,,,
1118.7999999970198,,rt_thecrossant_black1,9630285,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8888888888888888,,,,,,,,,,,
null,,color_black1,9630388,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9633892,,,,,,,,black_plus_sign,,,null,object_15c.png,object_14a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,9634465,,,,,,,,green,,,null,object_15c.png,object_14a.png,,,,,,,,,,,,,,,,,,,
483.6000000014901,,rt_plussign_withcolor1,9634967,,,,,,,,green,,,50,object_15c.png,object_14a.png,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,9636399,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,0.9,,,,,,,,,,,
null,,color_black1,9636501,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,9640004,,,,,,,,black_plus_sign,,,null,object_13b.png,object_07a.png,,,,,,,,,,,,,,,,,,,
