rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color,268168,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,270171,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
11425.199999988079,,attentioncheck_help,281599,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,281925,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,282338,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
642.1000000089407,,prac_atten_color_black,284340,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,285345,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,285879,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
321.40000000596046,,prac_atten_color_black,287882,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,288760,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,289252,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
180.90000000596046,,prac_atten_color_black,291254,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,292168,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
721.1000000089407,,prac_atten_color,293004,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,295007,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,295580,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,296384,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
78.1000000089407,,prac_atten_color_black,298387,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
27358.70000000298,,attentioncheck_feedback,325750,,,,,,,,cross_check_feedback,0,,,1,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,326370,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
775,,prac_atten_color,327156,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,329159,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,329779,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,330277,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
291.29999999701977,,prac_atten_color_black,332279,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,333189,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
804,,prac_atten_color,334126,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,336129,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,336601,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
695.7999999970198,,prac_atten_color,337426,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,339428,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,340011,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
722.7999999970198,,prac_atten_color,340975,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,342977,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,343418,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,343847,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
443.30000001192093,,prac_atten_color_black,345849,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,346838,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
700.7000000029802,,prac_atten_color,347757,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,349759,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,350249,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
727.3000000119209,,prac_atten_color,351233,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,353235,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,353657,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,354076,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
296.5,,prac_atten_color_black,356078,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,357065,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,357678,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
159.8999999910593,,prac_atten_color_black,359680,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
22362.19999998808,,attentioncheck_feedback,382045,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
25747.60000000894,,last_instruct,407794,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),411296,,,,,,,,black_plus_sign,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),412020,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,412523,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
1426.7000000029802,,prac_rt_thecrossant_black,413806,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,413910,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),417427,,,,,,,,black_plus_sign,,,null,,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,418362,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,418865,,,,,,,,green,,,null,,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
1563.800000011921,,prac_rt_thecrossant_black,419838,,,,,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,419941,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),423451,,,,,,,,black_plus_sign,,,null,,object_04a.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,424386,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,424889,,,,,,,,blue,,,null,,object_04a.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
1533.1000000089407,,prac_rt_thecrossant_black,425797,,,,,,,,black_plus_sign,,,49,,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,425901,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),429405,,,,,,,,black_plus_sign,,,null,,object_10a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,430339,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,430841,,,,,,,,green,,,null,,object_10a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
1486.2999999970198,,prac_rt_thecrossant_black,432155,,,,,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,432259,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
9119.800000011921,,instruct_dir_01,441383,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
12846.09999999404,,instruct_dir_2,454233,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
6815.600000008941,,instruct_dir_3,461051,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
9105.5,,instruct_dir_4,470160,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,470264,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
3202.7000000029802,,intro_0,473470,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
5270.5999999940395,,prac_directmemory_phase,478744,,,,,,,,practice/object_02b.png,,,51,,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_02a.png,1,1,,,,,,,,,,,,
2641.5,,prac_directmemory_phase,481393,,,,,,,,practice/object_03b.png,,,50,,,,1,,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,1,1,,,,,,,,,,,,
2079.6000000089407,,prac_directmemory_phase,483476,,,,,,,,practice/object_01b.png,,,49,,,,1,,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,practice/object_01a.png,1,1,,,,,,,,,,,,
2958.7999999970198,,prac_directmemory_phase,486438,,,,,,,,practice/object_04b.png,,,51,,,,1,,practice/object_01a.png,practice/object_02a.png,practice/object_04a.png,practice/object_04a.png,1,1,,,,,,,,,,,,
12122.699999988079,,practice_feedback,498563,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
16278.09999999404,,proceed_actualTask,514843,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
43907.09999999404,,last_inst,558752,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,562254,,,,,,,,black_plus_sign,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,563190,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,563692,,,,,,,,blue,,,null,,object_08b.png,object_10b.png,,,,,,,,,,,,,,,,,,,,
1683.5,,rt_thecrossant_black1,564765,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,564868,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,568370,,,,,,,,black_plus_sign,,,null,,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,569304,,,,,,,,green,,,null,,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,569807,,,,,,,,green,,,null,,object_04b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
1228.7999999970198,,rt_thecrossant_black1,570880,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,570984,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,574487,,,,,,,,black_plus_sign,,,null,,object_04a.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,575082,,,,,,,,blue,,,null,,object_04a.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,575584,,,,,,,,blue,,,null,,object_04a.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
1269.4000000059605,,rt_thecrossant_black1,576996,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,577114,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,580619,,,,,,,,black_plus_sign,,,null,,object_10a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,581056,,,,,,,,blue,,,null,,object_10a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,581559,,,,,,,,blue,,,null,,object_10a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,
1046.2999999970198,,rt_thecrossant_black1,583132,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,583235,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,586738,,,,,,,,black_plus_sign,,,null,,object_09c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,587689,,,,,,,,green,,,null,,object_09c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,588192,,,,,,,,green,,,null,,object_09c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
1092.6000000089407,,rt_thecrossant_black1,589257,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,589360,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,592863,,,,,,,,black_plus_sign,,,null,,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,593444,,,,,,,,green,,,null,,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,593946,,,,,,,,green,,,null,,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
1377.6000000089407,,rt_thecrossant_black1,595383,,,,,,,,black_plus_sign,,,49,,,,0,,,,,,,0.8333333333333334,,,,,,,,,,,,
null,,color_black1,595487,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,598991,,,,,,,,black_plus_sign,,,null,,object_12b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,599786,,,,,,,,blue,,,null,,object_12b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,600289,,,,,,,,blue,,,null,,object_12b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
1851.1000000089407,,rt_thecrossant_black1,601498,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.8571428571428571,,,,,,,,,,,,
null,,color_black1,601609,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,605114,,,,,,,,black_plus_sign,,,null,,object_07a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,605624,,,,,,,,blue,,,null,,object_07a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,606127,,,,,,,,blue,,,null,,object_07a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
1504.2999999970198,,rt_thecrossant_black1,607625,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.875,,,,,,,,,,,,
null,,color_black1,607729,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,611232,,,,,,,,black_plus_sign,,,null,,object_06a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,612310,,,,,,,,green,,,null,,object_06a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,612814,,,,,,,,green,,,null,,object_06a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,
1012.5999999940395,,rt_thecrossant_black1,613744,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,0.8888888888888888,,,,,,,,,,,,
null,,color_black1,613848,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,617351,,,,,,,,black_plus_sign,,,null,,object_05c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,618384,,,,,,,,blue,,,null,,object_05c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,618887,,,,,,,,blue,,,null,,object_05c.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
1460.1000000089407,,rt_thecrossant_black1,619861,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.9,,,,,,,,,,,,
null,,color_black1,619964,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,623469,,,,,,,,black_plus_sign,,,null,,object_09a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,624075,,,,,,,,blue,,,null,,object_09a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,624578,,,,,,,,blue,,,null,,object_09a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
1323.9000000059605,,rt_thecrossant_black1,625983,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.9090909090909091,,,,,,,,,,,,
null,,color_black1,626087,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,629590,,,,,,,,black_plus_sign,,,null,,object_15c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,630454,,,,,,,,blue,,,null,,object_15c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,630956,,,,,,,,blue,,,null,,object_15c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
1016.5,,rt_thecrossant_black1,632099,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.9166666666666666,,,,,,,,,,,,
null,,color_black1,632203,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,635708,,,,,,,,black_plus_sign,,,null,,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,636359,,,,,,,,blue,,,null,,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,636865,,,,,,,,blue,,,null,,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
1427.199999988079,,rt_thecrossant_black1,638227,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,0.9230769230769231,,,,,,,,,,,,
null,,color_black1,638331,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,641836,,,,,,,,black_plus_sign,,,null,,object_15b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,642297,,,,,,,,green,,,null,,object_15b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,642800,,,,,,,,green,,,null,,object_15b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
1670.0999999940395,,rt_thecrossant_black1,644348,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9285714285714286,,,,,,,,,,,,
null,,color_black1,644453,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,647957,,,,,,,,black_plus_sign,,,null,,object_07b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,648614,,,,,,,,green,,,null,,object_07b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,649118,,,,,,,,green,,,null,,object_07b.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
858.0999999940395,,rt_thecrossant_black1,650470,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9333333333333333,,,,,,,,,,,,
null,,color_black1,650574,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,654077,,,,,,,,black_plus_sign,,,null,,object_09b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,654963,,,,,,,,green,,,null,,object_09b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,655465,,,,,,,,green,,,null,,object_09b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
1542.5999999940395,,rt_thecrossant_black1,656585,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9375,,,,,,,,,,,,
null,,color_black1,656688,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,660192,,,,,,,,black_plus_sign,,,null,,object_13c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
