rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,black_cross(without_color)1,588072,,,,,,,,green,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,588583,,,,,,,,green,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,589957,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,
null,,warning_page,594965,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,595075,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),598585,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,599571,,,,,,,,green,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,600080,,,,,,,,green,,,null,object_05b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
1297,,prac_rt_thecrossant_black,601566,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,601675,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),605182,,,,,,,,black_plus_sign,,,null,object_02b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,606155,,,,,,,,green,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,606668,,,,,,,,green,,,null,object_02b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,
851.4000000059605,,prac_rt_thecrossant_black,607914,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,608023,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
8603.09999999404,,instruct_dir_01,616631,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
13576.799999982119,,instruct_dir_2,630213,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
4821.699999988079,,instruct_dir_3,635036,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
5334.0999999940395,,instruct_dir_4,640372,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,640489,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
1484.6000000238419,,intro_0,641976,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
3164.600000023842,,prac_directmemory_phase,645144,,,,,,,,practice/object_04b.png,,,51,,,,1,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_04a.png,1,1,,,,,,,,,,,,
3720.5999999940395,,prac_directmemory_phase,648870,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_04a.png,practice/object_01a.png,practice/object_02a.png,practice/object_01a.png,1,1,,,,,,,,,,,,
2861.0999999940395,,prac_directmemory_phase,651735,,,,,,,,practice/object_02b.png,,,51,,,,0,practice/object_01a.png,practice/object_02a.png,practice/object_03a.png,practice/object_02a.png,0,0.6666666666666666,,,,,,,,,,,,
3327.2999999821186,,prac_directmemory_phase,655067,,,,,,,,practice/object_03b.png,,,49,,,,1,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,1,0.75,,,,,,,,,,,,
58518.19999998808,,practice_feedback,713588,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,
73054.5,,proceed_actualTask,786644,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,
41031.70000001788,,last_inst,827677,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,831191,,,,,,,,black_plus_sign,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,832169,,,,,,,,green,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,832682,,,,,,,,green,,,null,object_14b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
1486.5999999940395,,rt_thecrossant_black1,833719,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,833827,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,837350,,,,,,,,black_plus_sign,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,838289,,,,,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,838800,,,,,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
761.8000000119209,,rt_thecrossant_black1,839883,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,839993,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,843503,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,844276,,,,,,,,blue,,,null,object_05b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,844792,,,,,,,,blue,,,null,object_05b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
1330,,rt_thecrossant_black1,846042,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,846151,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,849658,,,,,,,,black_plus_sign,,,null,object_02b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,850433,,,,,,,,blue,,,null,object_02b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,850943,,,,,,,,blue,,,null,object_02b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,
1025.5,,rt_thecrossant_black1,852197,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,852304,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,855818,,,,,,,,black_plus_sign,,,null,object_01b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,856806,,,,,,,,green,,,null,object_01b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,857320,,,,,,,,green,,,null,object_01b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
1110.300000011921,,rt_thecrossant_black1,858355,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,858463,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,861978,,,,,,,,black_plus_sign,,,null,object_08c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,862675,,,,,,,,green,,,null,object_08c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,863186,,,,,,,,green,,,null,object_08c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
1598.699999988079,,rt_thecrossant_black1,864506,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,864616,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,868124,,,,,,,,black_plus_sign,,,null,object_08b.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,868990,,,,,,,,blue,,,null,object_08b.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,869502,,,,,,,,blue,,,null,object_08b.png,object_13c.png,,,,,,,,,,,,,,,,,,,,
1222.5,,rt_thecrossant_black1,870661,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,870769,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,874283,,,,,,,,black_plus_sign,,,null,object_03a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,874780,,,,,,,,green,,,null,object_03a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,875293,,,,,,,,green,,,null,object_03a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
1474.0999999940395,,rt_thecrossant_black1,876823,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,876932,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,880441,,,,,,,,black_plus_sign,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,880951,,,,,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,881463,,,,,,,,blue,,,null,object_13b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
1275.199999988079,,rt_thecrossant_black1,882986,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,883097,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,886602,,,,,,,,black_plus_sign,,,null,object_15c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,887190,,,,,,,,blue,,,null,object_15c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,887705,,,,,,,,blue,,,null,object_15c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
832.8000000119209,,rt_thecrossant_black1,889137,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,889248,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,892763,,,,,,,,black_plus_sign,,,null,object_12b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,893307,,,,,,,,green,,,null,object_12b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,893818,,,,,,,,green,,,null,object_12b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
977.0999999940395,,rt_thecrossant_black1,895290,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,895400,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,898910,,,,,,,,black_plus_sign,,,null,object_07a.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,899852,,,,,,,,green,,,null,object_07a.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,900362,,,,,,,,green,,,null,object_07a.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
1199.699999988079,,rt_thecrossant_black1,901429,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,901538,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,905060,,,,,,,,black_plus_sign,,,null,object_14c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,905771,,,,,,,,green,,,null,object_14c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,906286,,,,,,,,green,,,null,object_14c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
1233,,rt_thecrossant_black1,907599,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,907707,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,911218,,,,,,,,black_plus_sign,,,null,object_07c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,912028,,,,,,,,green,,,null,object_07c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,912544,,,,,,,,green,,,null,object_07c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
963.6999999880791,,rt_thecrossant_black1,913750,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,913862,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,917377,,,,,,,,black_plus_sign,,,null,object_15a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,918209,,,,,,,,green,,,null,object_15a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,918723,,,,,,,,green,,,null,object_15a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
1090.5,,rt_thecrossant_black1,919916,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,920025,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,923531,,,,,,,,black_plus_sign,,,null,object_02a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,924213,,,,,,,,green,,,null,object_02a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,924728,,,,,,,,green,,,null,object_02a.png,object_09a.png,,,,,,,,,,,,,,,,,,,,
949.3999999761581,,rt_thecrossant_black1,926075,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,926184,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,929703,,,,,,,,black_plus_sign,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,930243,,,,,,,,green,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,930758,,,,,,,,green,,,null,object_05c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
846.1000000238419,,rt_thecrossant_black1,932252,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,932360,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,935867,,,,,,,,black_plus_sign,,,null,object_10a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,936484,,,,,,,,blue,,,null,object_10a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,937000,,,,,,,,blue,,,null,object_10a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
1197.4000000059605,,rt_thecrossant_black1,938402,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,938510,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,942020,,,,,,,,black_plus_sign,,,null,object_07b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,942625,,,,,,,,blue,,,null,object_07b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,943139,,,,,,,,blue,,,null,object_07b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
710.5999999940395,,rt_thecrossant_black1,944547,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,944657,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,948171,,,,,,,,black_plus_sign,,,null,object_05a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,948790,,,,,,,,blue,,,null,object_05a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,
420.80000001192093,,rt_plussign_withcolor1,949300,,,,,,,,blue,,,49,object_05a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,950694,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,950802,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,954322,,,,,,,,black_plus_sign,,,null,object_10c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,955218,,,,,,,,blue,,,null,object_10c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
472.30000001192093,,rt_plussign_withcolor1,955729,,,,,,,,blue,,,49,object_10c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,956843,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,956952,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,960466,,,,,,,,black_plus_sign,,,null,object_04c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,961315,,,,,,,,blue,,,null,object_04c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,961826,,,,,,,,blue,,,null,object_04c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
1220.0999999940395,,rt_thecrossant_black1,962998,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,963107,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,966627,,,,,,,,black_plus_sign,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,967712,,,,,,,,blue,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,968225,,,,,,,,blue,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,
1707.1000000238419,,rt_thecrossant_black1,969150,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,969267,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,972780,,,,,,,,black_plus_sign,,,null,object_04a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,973568,,,,,,,,green,,,null,object_04a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,974079,,,,,,,,green,,,null,object_04a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
1226,,rt_thecrossant_black1,975328,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,975442,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,978949,,,,,,,,black_plus_sign,,,null,object_03b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,979459,,,,,,,,blue,,,null,object_03b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,979974,,,,,,,,blue,,,null,object_03b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
947.0999999940395,,rt_thecrossant_black1,981476,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
