rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,prac_atten_color,192691,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
1277.8999999910593,,prac_atten_color_black,194692,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,195445,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,196058,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
1231.5999999940395,,prac_atten_color_black,198059,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,198850,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,199436,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
217,,prac_atten_color_black,201438,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,202255,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,203078,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
371.90000000596046,,prac_atten_color_black,205078,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,205657,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
726.9000000059605,,prac_atten_color,206657,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,208658,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,209062,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
545.2000000029802,,prac_atten_color,209799,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,211801,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,212469,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,212875,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
235.20000000298023,,prac_atten_color_black,214876,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,215874,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,216392,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
82.70000000298023,,prac_atten_color_black,218393,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
7038,,attentioncheck_feedback,225432,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,
21107.89999999106,,last_instruct,246541,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),250042,,,,,,,,black_plus_sign,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),250774,,,,,,,,green,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,251275,,,,,,,,green,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
2381.7000000029802,,prac_rt_thecrossant_black,252546,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,252649,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),256151,,,,,,,,black_plus_sign,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,257252,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,257753,,,,,,,,green,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
754,,prac_rt_thecrossant_black,259082,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,259184,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),262685,,,,,,,,black_plus_sign,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,263787,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,264288,,,,,,,,green,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
1062.5,,prac_rt_thecrossant_black,265525,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,265626,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),269127,,,,,,,,black_plus_sign,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,270228,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,270729,,,,,,,,green,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
1050.9000000059605,,prac_rt_thecrossant_black,271770,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,271872,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
12252.60000000894,,instruct_dir_01,284125,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
7304.300000011921,,instruct_dir_2,291430,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
5647.600000008941,,instruct_dir_3,297079,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
10486.29999999702,,instruct_dir_4,307566,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,307667,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1402.300000011921,,intro_0,309070,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
9801.59999999404,,prac_directmemory_phase,318872,,,,,,,,practice/object_01a.png,,,49,,,0,,practice/object_04a.png,practice/object_01b.png,practice/object_02b.png,practice/object_01b.png,0,0,,,,,,,,,,
4739.79999999702,,prac_directmemory_phase,323615,,,,,,,,practice/object_02a.png,,,50,,,0,,practice/object_02b.png,practice/object_03b.png,practice/object_01a.png,practice/object_02b.png,0,0,,,,,,,,,,
8213.70000000298,,prac_directmemory_phase,331829,,,,,,,,practice/object_03a.png,,,51,,,1,,practice/object_01b.png,practice/object_04a.png,practice/object_03b.png,practice/object_03b.png,1,0.3333333333333333,,,,,,,,,,
167.30000001192093,,prac_directmemory_phase,331998,,,,,,,,practice/object_04a.png,,,51,,,0,,practice/object_01a.png,practice/object_04b.png,practice/object_02b.png,practice/object_04b.png,0,0.25,,,,,,,,,,
4226.0999999940395,,practice_feedback_force_restart,336225,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,
5002.29999999702,,last_instruct,341228,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),344729,,,,,,,,black_plus_sign,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),345551,,,,,,,,green,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,346053,,,,,,,,green,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
1151.7999999970198,,prac_rt_thecrossant_black,347232,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,347334,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),350836,,,,,,,,black_plus_sign,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,351937,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
478.5,,prac_rt_plussign_withcolor,352439,,,,,,,,green,,,50,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,353667,,,,,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,353769,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),357270,,,,,,,,black_plus_sign,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,358371,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,358872,,,,,,,,green,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
890.2000000029802,,prac_rt_thecrossant_black,359855,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,359956,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),363457,,,,,,,,black_plus_sign,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,364559,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,365060,,,,,,,,green,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
1224.2000000029802,,prac_rt_thecrossant_black,366177,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,prac_color_black,366279,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
3159,,instruct_dir_01,369439,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
2609.3999999910593,,instruct_dir_2,372049,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
4050.199999988079,,instruct_dir_3,376100,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
8912.20000000298,,instruct_dir_4,385013,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,385114,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1399.3999999910593,,intro_0,386514,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
7433.29999999702,,prac_directmemory_phase,393948,,,,,,,,practice/object_01a.png,,,51,,,0,,practice/object_04a.png,practice/object_01b.png,practice/object_02b.png,practice/object_01b.png,0,0,,,,,,,,,,
13163.70000000298,,prac_directmemory_phase,407112,,,,,,,,practice/object_02a.png,,,49,,,1,,practice/object_02b.png,practice/object_03b.png,practice/object_01a.png,practice/object_02b.png,1,0.5,,,,,,,,,,
3132.4000000059605,,prac_directmemory_phase,410246,,,,,,,,practice/object_03a.png,,,51,,,1,,practice/object_01b.png,practice/object_04a.png,practice/object_03b.png,practice/object_03b.png,1,0.6666666666666666,,,,,,,,,,
3288,,prac_directmemory_phase,413535,,,,,,,,practice/object_04a.png,,,50,,,1,,practice/object_01a.png,practice/object_04b.png,practice/object_02b.png,practice/object_04b.png,1,0.75,,,,,,,,,,
5508.20000000298,,practice_feedback,419044,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,
8833.29999999702,,proceed_actualTask,427878,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,
23435.10000000894,,last_inst,451313,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,454815,,,,,,,,black_plus_sign,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,455916,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,456417,,,,,,,,blue,,,null,object_01a.png,object_15b.png,,,,,,,,,,,,,,,,,,
1582,,rt_thecrossant_black1,457318,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,457421,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,460923,,,,,,,,black_plus_sign,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,461459,,,,,,,,green,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,461961,,,,,,,,green,,,null,object_07b.png,object_07c.png,,,,,,,,,,,,,,,,,,
1161.2000000029802,,rt_thecrossant_black1,463429,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,463530,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,467031,,,,,,,,black_plus_sign,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,468037,,,,,,,,green,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,468539,,,,,,,,green,,,null,object_05c.png,object_15c.png,,,,,,,,,,,,,,,,,,
827.7999999970198,,rt_thecrossant_black1,469537,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,469639,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,473142,,,,,,,,black_plus_sign,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,474029,,,,,,,,blue,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,474530,,,,,,,,blue,,,null,object_03a.png,object_02a.png,,,,,,,,,,,,,,,,,,
1354,,rt_thecrossant_black1,475646,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,475747,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,479248,,,,,,,,black_plus_sign,,,null,object_03b.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,480037,,,,,,,,green,,,null,object_03b.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,480539,,,,,,,,green,,,null,object_03b.png,object_01b.png,,,,,,,,,,,,,,,,,,
2084.3999999910593,,rt_thecrossant_black1,481754,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,481857,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,485358,,,,,,,,black_plus_sign,,,null,object_08c.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,486220,,,,,,,,green,,,null,object_08c.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,486721,,,,,,,,green,,,null,object_08c.png,object_09c.png,,,,,,,,,,,,,,,,,,
1634.199999988079,,rt_thecrossant_black1,487863,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,487966,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,491468,,,,,,,,black_plus_sign,,,null,object_07a.png,object_06c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,491882,,,,,,,,blue,,,null,object_07a.png,object_06c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,492383,,,,,,,,blue,,,null,object_07a.png,object_06c.png,,,,,,,,,,,,,,,,,,
1916.800000011921,,rt_thecrossant_black1,493972,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,494073,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,497576,,,,,,,,black_plus_sign,,,null,object_05b.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,498222,,,,,,,,blue,,,null,object_05b.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,498724,,,,,,,,blue,,,null,object_05b.png,object_02a.png,,,,,,,,,,,,,,,,,,
968.5,,rt_thecrossant_black1,500081,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,500183,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,503685,,,,,,,,black_plus_sign,,,null,object_02b.png,object_09a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,504579,,,,,,,,green,,,null,object_02b.png,object_09a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,505083,,,,,,,,green,,,null,object_02b.png,object_09a.png,,,,,,,,,,,,,,,,,,
1604.9000000059605,,rt_thecrossant_black1,506192,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,506294,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,509796,,,,,,,,black_plus_sign,,,null,object_08b.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,510251,,,,,,,,green,,,null,object_08b.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,510753,,,,,,,,green,,,null,object_08b.png,object_06a.png,,,,,,,,,,,,,,,,,,
1996.6000000089407,,rt_thecrossant_black1,512301,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,512404,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,515905,,,,,,,,black_plus_sign,,,null,object_14a.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,516669,,,,,,,,blue,,,null,object_14a.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,517171,,,,,,,,blue,,,null,object_14a.png,object_03c.png,,,,,,,,,,,,,,,,,,
881.4000000059605,,rt_thecrossant_black1,518411,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,518512,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,522014,,,,,,,,black_plus_sign,,,null,object_11b.png,object_15a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,522699,,,,,,,,blue,,,null,object_11b.png,object_15a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,523200,,,,,,,,blue,,,null,object_11b.png,object_15a.png,,,,,,,,,,,,,,,,,,
1267.7999999970198,,rt_thecrossant_black1,524519,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,524622,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,528125,,,,,,,,black_plus_sign,,,null,object_02c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,528771,,,,,,,,green,,,null,object_02c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,529273,,,,,,,,green,,,null,object_02c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,530631,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,
null,,color_black1,530733,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,534234,,,,,,,,black_plus_sign,,,null,object_14b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,534801,,,,,,,,blue,,,null,object_14b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,535302,,,,,,,,blue,,,null,object_14b.png,object_04c.png,,,,,,,,,,,,,,,,,,
1418.2000000029802,,rt_thecrossant_black1,536738,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,536840,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,540343,,,,,,,,black_plus_sign,,,null,object_12c.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,541399,,,,,,,,blue,,,null,object_12c.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,541902,,,,,,,,blue,,,null,object_12c.png,object_06a.png,,,,,,,,,,,,,,,,,,
1080.2000000029802,,rt_thecrossant_black1,542849,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,542950,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,546453,,,,,,,,black_plus_sign,,,null,object_10b.png,object_13a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,547503,,,,,,,,blue,,,null,object_10b.png,object_13a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,548005,,,,,,,,blue,,,null,object_10b.png,object_13a.png,,,,,,,,,,,,,,,,,,
1543,,rt_thecrossant_black1,548959,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,549061,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,552563,,,,,,,,black_plus_sign,,,null,object_11c.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,553538,,,,,,,,green,,,null,object_11c.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,554040,,,,,,,,green,,,null,object_11c.png,object_04a.png,,,,,,,,,,,,,,,,,,
1285.8999999910593,,rt_thecrossant_black1,555069,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,555171,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,558674,,,,,,,,black_plus_sign,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,559769,,,,,,,,blue,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,560271,,,,,,,,blue,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,
1597.7000000029802,,rt_thecrossant_black1,561182,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,561284,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,564786,,,,,,,,black_plus_sign,,,null,object_13c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,565228,,,,,,,,green,,,null,object_13c.png,object_15c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,565730,,,,,,,,green,,,null,object_13c.png,object_15c.png,,,,,,,,,,,,,,,,,,
1883.2000000029802,,rt_thecrossant_black1,567292,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,
null,,color_black1,567394,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,570896,,,,,,,,black_plus_sign,,,null,object_09c.png,object_06b.png,,,,,,,,,,,,,,,,,,
