rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color_black,57617,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,58326,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
422.69999998807907,,prac_atten_color,59363,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,61366,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,61734,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,62146,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
29.400000005960464,,prac_atten_color_black,64149,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,65142,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
397.90000000596046,,prac_atten_color,66150,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,68153,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,68549,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,68961,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
22.69999998807907,,prac_atten_color_black,70962,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
5230.9000000059605,,attentioncheck_feedback,76196,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
13729.699999988079,,last_instruct,89927,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),93429,,,,black_plus_sign,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),94141,,,,green,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,94643,,,,green,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
817.1999999880791,,prac_rt_thecrossant_black,95939,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,96042,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),99546,,,,black_plus_sign,,,null,object_01b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,99984,,,,blue,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,100486,,,,blue,,,null,object_01b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
516.4000000059605,,prac_rt_thecrossant_black,101981,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,102083,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),105586,,,,black_plus_sign,,,null,object_02b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,106023,,,,blue,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,106525,,,,blue,,,null,object_02b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
812,,prac_rt_thecrossant_black,107581,,,,black_plus_sign,,,50,,,0,0.6666666666666666,,,,,,,,,,,,,,,,,,
null,,prac_color_black,107683,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),111185,,,,black_plus_sign,,,null,object_05b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,111623,,,,blue,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,112125,,,,blue,,,null,object_05b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
1783.5999999940395,,prac_rt_thecrossant_black,113659,,,,black_plus_sign,,,50,,,0,0.5,,,,,,,,,,,,,,,,,,
null,,warning_page,118664,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,118779,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
5501.5999999940395,,instruct_dir_01,124289,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
7125.199999988079,,instruct_dir_2,131415,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
3681.199999988079,,instruct_dir_3,135099,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
13747.699999988079,,instruct_dir_4,148851,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,148955,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
1552.199999988079,,intro_0,150509,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
6717.5999999940395,,prac_directmemory_phase,157231,,,,practice/object_01a.png,,,50,,,0,,practice/object_03b.png,practice/object_03a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,,,,
3891.0999999940395,,prac_directmemory_phase,161124,,,,practice/object_04a.png,,,50,,,1,,practice/object_01a.png,practice/object_04b.png,practice/object_02b.png,practice/object_04b.png,1,0.5,,,,,,,,,,,,
4223.5,,prac_directmemory_phase,165350,,,,practice/object_02a.png,,,49,,,1,,practice/object_02b.png,practice/object_04b.png,practice/object_04a.png,practice/object_02b.png,1,0.6666666666666666,,,,,,,,,,,,
3432.4000000059605,,prac_directmemory_phase,168785,,,,practice/object_03a.png,,,49,,,1,,practice/object_03b.png,practice/object_01b.png,practice/object_02a.png,practice/object_03b.png,1,0.75,,,,,,,,,,,,
6759.5999999940395,,practice_feedback,175548,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,
11633.5,,proceed_actualTask,187183,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,
12590.09999999404,,last_inst,199782,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,203288,,,,black_plus_sign,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,203727,,,,blue,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,204230,,,,blue,,,null,object_10c.png,object_06b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,205803,,,,black_plus_sign,,,null,,,,,,,,,,NaN,,,,,,,,,,,,
null,,warning_page,210814,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,color_black1,210925,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,214428,,,,black_plus_sign,,,null,object_01b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,215216,,,,blue,,,null,object_01b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
494.7000000178814,,rt_plussign_withcolor1,215719,,,,blue,,,49,object_01b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,216935,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,217038,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,220541,,,,black_plus_sign,,,null,object_02b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,221122,,,,blue,,,null,object_02b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,221624,,,,blue,,,null,object_02b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
992.5,,rt_thecrossant_black1,223062,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,223164,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,226666,,,,black_plus_sign,,,null,object_05b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,227222,,,,green,,,null,object_05b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
354.30000001192093,,rt_plussign_withcolor1,227724,,,,green,,,50,object_05b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,229172,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,229275,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,232778,,,,black_plus_sign,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,233500,,,,green,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,234001,,,,green,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,
777.6999999880791,,rt_thecrossant_black1,235285,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,235392,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,238896,,,,black_plus_sign,,,null,object_07b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,239489,,,,blue,,,null,object_07b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,239991,,,,blue,,,null,object_07b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
821.6999999880791,,rt_thecrossant_black1,241403,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,241503,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,245006,,,,black_plus_sign,,,null,object_11b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,245940,,,,blue,,,null,object_11b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,246444,,,,blue,,,null,object_11b.png,object_03c.png,,,,,,,,,,,,,,,,,,,,
715.5,,rt_thecrossant_black1,247518,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,247620,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,251124,,,,black_plus_sign,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,251705,,,,blue,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,252206,,,,blue,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
1201.2999999821186,,rt_thecrossant_black1,253632,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,253734,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,257237,,,,black_plus_sign,,,null,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,257668,,,,green,,,null,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
456.40000000596046,,rt_plussign_withcolor1,258169,,,,green,,,50,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,259742,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,259845,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,263349,,,,black_plus_sign,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,264422,,,,blue,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,264923,,,,blue,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
532.5,,rt_thecrossant_black1,265855,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,265956,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,269459,,,,black_plus_sign,,,null,object_02c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,270463,,,,blue,,,null,object_02c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
428.90000000596046,,rt_plussign_withcolor1,270965,,,,blue,,,49,object_02c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,271966,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,272068,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,275570,,,,black_plus_sign,,,null,object_09b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,276315,,,,blue,,,null,object_09b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,276817,,,,blue,,,null,object_09b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,
1974,,rt_thecrossant_black1,278076,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,278178,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,281681,,,,black_plus_sign,,,null,object_03b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,282783,,,,blue,,,null,object_03b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,283284,,,,blue,,,null,object_03b.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
847,,rt_thecrossant_black1,284187,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,284289,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,287792,,,,black_plus_sign,,,null,object_12c.png,object_07c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,288370,,,,green,,,null,object_12c.png,object_07c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,288872,,,,green,,,null,object_12c.png,object_07c.png,,,,,,,,,,,,,,,,,,,,
1212.0999999940395,,rt_thecrossant_black1,290301,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,290403,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,293905,,,,black_plus_sign,,,null,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,294480,,,,green,,,null,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
456.19999998807907,,rt_plussign_withcolor1,294982,,,,green,,,50,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,296412,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,296514,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,296627,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
1909.7000000178814,,intro_0,298542,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
3382.199999988079,,directmemory_phase1,301925,,,,object_08a.png,,,49,,,1,,object_02c.png,object_01c.png,object_15a.png,object_02c.png,,1,1,,,,,,,,,,,
3701.7000000178814,,directmemory_phase1,305632,,,,object_15a.png,,,49,,,0,,object_01b.png,object_14c.png,object_05c.png,object_14c.png,,0.5,0,,,,,,,,,,,
3363.4000000059605,,directmemory_phase1,308998,,,,object_03b.png,,,49,,,0,,object_08b.png,object_01c.png,object_02a.png,object_01c.png,,0.3333333333333333,0,,,,,,,,,,,
3559.7000000178814,,directmemory_phase1,312561,,,,object_15b.png,,,51,,,1,,object_02c.png,object_03b.png,object_14b.png,object_14b.png,,0.5,1,,,,,,,,,,,
4078.5999999940395,,directmemory_phase1,316642,,,,object_05a.png,,,49,,,0,,object_15a.png,object_05c.png,object_02c.png,object_05c.png,,0.4,0,,,,,,,,,,,
4107.5999999940395,,directmemory_phase1,320752,,,,object_12c.png,,,51,,,0,,object_07c.png,object_01c.png,object_05b.png,object_07c.png,,0.3333333333333333,0,,,,,,,,,,,
3704.699999988079,,directmemory_phase1,324460,,,,object_04b.png,,,50,,,1,,object_11b.png,object_07b.png,object_02a.png,object_07b.png,,0.42857142857142855,1,,,,,,,,,,,
2807.5,,directmemory_phase1,327270,,,,object_08b.png,,,50,,,1,,object_15a.png,object_04c.png,object_05c.png,object_04c.png,,0.5,1,,,,,,,,,,,
2604.5,,directmemory_phase1,329877,,,,object_05b.png,,,50,,,0,,object_12b.png,object_14c.png,object_15a.png,object_12b.png,,0.4444444444444444,0,,,,,,,,,,,
3751,,directmemory_phase1,333629,,,,object_01b.png,,,50,,,0,,object_11c.png,object_02a.png,object_09b.png,object_11c.png,,0.4,0,,,,,,,,,,,
3264,,directmemory_phase1,336896,,,,object_11b.png,,,51,,,1,,object_07b.png,object_04b.png,object_03c.png,object_03c.png,,0.45454545454545453,1,,,,,,,,,,,
5110.0999999940395,,directmemory_phase1,342008,,,,object_15c.png,,,51,,,0,,object_01a.png,object_12b.png,object_09c.png,object_01a.png,,0.4166666666666667,0,,,,,,,,,,,
4947.200000017881,,directmemory_phase1,346958,,,,object_09c.png,,,49,,,1,,object_02b.png,object_03c.png,object_11b.png,object_02b.png,,0.46153846153846156,1,,,,,,,,,,,
2538.899999976158,,directmemory_phase1,349499,,,,object_09b.png,,,49,,,0,,object_04c.png,object_08a.png,object_02a.png,object_02a.png,,0.42857142857142855,0,,,,,,,,,,,
4730.9000000059605,,directmemory_phase1,354232,,,,object_10c.png,,,51,,,1,,object_01c.png,object_08b.png,object_06b.png,object_06b.png,,0.4666666666666667,1,,,,,,,,,,,
null,,thebreak,354334,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
2356.5,,intro_0,356692,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,360194,,,,black_plus_sign,,,null,object_08a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,361140,,,,blue,,,null,object_08a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,361642,,,,blue,,,null,object_08a.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
1727.5,,rt_thecrossant_black2,362704,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black2,362807,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,366310,,,,black_plus_sign,,,null,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,366781,,,,green,,,null,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,367283,,,,green,,,null,object_01a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
1221.9000000059605,,rt_thecrossant_black2,368816,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black2,368918,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,372421,,,,black_plus_sign,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,373010,,,,green,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,373512,,,,green,,,null,object_05a.png,object_05c.png,,,,,,,,,,,,,,,,,,,,
731.0999999940395,,rt_thecrossant_black2,374929,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black2,375031,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,378534,,,,black_plus_sign,,,null,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,379027,,,,blue,,,null,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
421.90000000596046,,rt_plussign_withcolor2,379528,,,,blue,,,49,object_09c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,381040,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black2,381142,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,384645,,,,black_plus_sign,,,null,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,385248,,,,blue,,,null,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,385750,,,,blue,,,null,object_04c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
935.6000000238419,,rt_thecrossant_black2,387153,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black2,387256,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,390759,,,,black_plus_sign,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,391768,,,,blue,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,392269,,,,blue,,,null,object_14c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
1085.300000011921,,rt_thecrossant_black2,393276,,,,black_plus_sign,,,50,,,0,,,,,,,0.8333333333333334,,,,,,,,,,,,
null,,color_black2,393378,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,396880,,,,black_plus_sign,,,null,object_11c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,397614,,,,blue,,,null,object_11c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,398115,,,,blue,,,null,object_11c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,
1448.800000011921,,rt_thecrossant_black2,399386,,,,black_plus_sign,,,49,,,1,,,,,,,0.8571428571428571,,,,,,,,,,,,
null,,color_black2,399489,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,402993,,,,black_plus_sign,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,403941,,,,blue,,,null,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
490.30000001192093,,rt_plussign_withcolor2,404445,,,,blue,,,49,object_14b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
