rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
12512.90000000596,,attentioncheck_help,380117,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,380704,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
475.40000000596046,,prac_atten_color,381497,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,383500,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,384115,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
529.5,,prac_atten_color,384928,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,386932,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,387526,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
428.30000001192093,,prac_atten_color,388135,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,390140,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,390937,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
524.1000000089407,,prac_atten_color,391999,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,394002,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,394348,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
462.29999999701977,,prac_atten_color,395209,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,397211,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,397757,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
502.5,,prac_atten_color,398339,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,400342,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,401167,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
429.3999999910593,,prac_atten_color,401705,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,403708,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,404576,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
703.2999999970198,,prac_atten_color,405314,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,407317,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,407987,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,408433,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
29.200000002980232,,prac_atten_color_black,410438,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
9317.199999988079,,attentioncheck_feedback,419757,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
16886.29999999702,,last_instruct,436644,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),440146,,,,black_plus_sign,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),440972,,,,blue,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,441474,,,,blue,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
963.3999999910593,,prac_rt_thecrossant_black,442656,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,442759,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),446264,,,,black_plus_sign,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,446826,,,,green,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,447329,,,,green,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
1112.6000000089407,,prac_rt_thecrossant_black,448885,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,448989,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),452493,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,453053,,,,green,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
496.69999998807907,,prac_rt_plussign_withcolor,453555,,,,blue,,,49,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,454693,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,454795,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),458300,,,,black_plus_sign,,,null,object_04b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,458860,,,,green,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,459363,,,,blue,,,null,object_04b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1001.5999999940395,,prac_rt_thecrossant_black,460370,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,460474,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
15095.90000000596,,instruct_dir_01,475572,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
9602.79999999702,,instruct_dir_2,485176,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
8328.5,,instruct_dir_3,493507,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
9326.09999999404,,instruct_dir_4,502834,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,502937,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1991,,intro_0,504929,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
6847.79999999702,,prac_directmemory_phase,511779,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_03b.png,practice/object_04a.png,practice/object_01b.png,1,1,,,,,,,,,,,,,
2618,,prac_directmemory_phase,514400,,,,practice/object_02a.png,,,50,,,1,,practice/object_04a.png,practice/object_02b.png,practice/object_03b.png,practice/object_02b.png,1,1,,,,,,,,,,,,,
3903.7000000029802,,prac_directmemory_phase,518306,,,,practice/object_04a.png,,,50,,,0,,practice/object_02b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,0,0.6666666666666666,,,,,,,,,,,,,
3929.1000000089407,,prac_directmemory_phase,522237,,,,practice/object_03a.png,,,49,,,1,,practice/object_03b.png,practice/object_04b.png,practice/object_02a.png,practice/object_03b.png,1,0.75,,,,,,,,,,,,,
8787.29999999702,,practice_feedback,531027,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
938302.099999994,,proceed_actualTask,1522446,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
13426.79999999702,,last_inst,1535869,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1539370,,,,black_plus_sign,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1539931,,,,green,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1540434,,,,green,,,null,object_06c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1199.5,,rt_thecrossant_black1,1541880,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1541982,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1545484,,,,black_plus_sign,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1546215,,,,green,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1546717,,,,green,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
1004.6999999880791,,rt_thecrossant_black1,1547992,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1548094,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1551596,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1552686,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
388.3999999910593,,rt_plussign_withcolor1,1553188,,,,blue,,,49,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1554104,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1554207,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1557710,,,,black_plus_sign,,,null,object_04b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1558306,,,,green,,,null,object_04b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1558808,,,,green,,,null,object_04b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1502.5,,rt_thecrossant_black1,1560217,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1560321,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1563824,,,,black_plus_sign,,,null,object_03a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1564490,,,,blue,,,null,object_03a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1564992,,,,blue,,,null,object_03a.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,
824.1000000089407,,rt_thecrossant_black1,1566332,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1566435,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1569938,,,,black_plus_sign,,,null,object_01a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1571024,,,,blue,,,null,object_01a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
471.69999998807907,,rt_plussign_withcolor1,1571526,,,,blue,,,49,object_01a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1572445,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1572549,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1576052,,,,black_plus_sign,,,null,object_12a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1576524,,,,blue,,,null,object_12a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1577026,,,,blue,,,null,object_12a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
1213,,rt_thecrossant_black1,1578561,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1578665,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1582167,,,,black_plus_sign,,,null,object_12b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1582650,,,,blue,,,null,object_12b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1583153,,,,blue,,,null,object_12b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
714.7000000029802,,rt_thecrossant_black1,1584676,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1584779,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1588283,,,,black_plus_sign,,,null,object_07c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1588824,,,,blue,,,null,object_07c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1589326,,,,blue,,,null,object_07c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
849.2999999970198,,rt_thecrossant_black1,1590790,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1590892,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1594395,,,,black_plus_sign,,,null,object_06b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1595305,,,,green,,,null,object_06b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1595808,,,,green,,,null,object_06b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
775.5,,rt_thecrossant_black1,1596905,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1597007,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1600509,,,,black_plus_sign,,,null,object_05b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1600979,,,,green,,,null,object_05b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
497.09999999403954,,rt_plussign_withcolor1,1601482,,,,green,,,50,object_05b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1603018,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1603121,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1606623,,,,black_plus_sign,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1607545,,,,green,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1608048,,,,green,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
710.9000000059605,,rt_thecrossant_black1,1609133,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1609236,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1612738,,,,black_plus_sign,,,null,object_09a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1613280,,,,blue,,,null,object_09a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1613782,,,,blue,,,null,object_09a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
1471.8999999910593,,rt_thecrossant_black1,1615245,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1615347,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1618852,,,,black_plus_sign,,,null,object_07b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1619942,,,,green,,,null,object_07b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1620445,,,,green,,,null,object_07b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
662.5999999940395,,rt_thecrossant_black1,1621360,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1621464,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1624967,,,,black_plus_sign,,,null,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1625551,,,,blue,,,null,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1626053,,,,blue,,,null,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
1402.2999999970198,,rt_thecrossant_black1,1627475,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1627578,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1627684,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1455.9000000059605,,intro_0,1629141,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
3679.2999999970198,,directmemory_phase1,1632823,,,,object_12a.png,,,50,,,1,,object_03c.png,object_05a.png,object_02b.png,object_05a.png,,1,1,,,,,,,,,,,,
5434.29999999702,,directmemory_phase1,1638259,,,,object_02c.png,,,49,,,1,,object_15a.png,object_04b.png,object_02a.png,object_15a.png,,1,1,,,,,,,,,,,,
1414.6000000089407,,directmemory_phase1,1639676,,,,object_07c.png,,,50,,,1,,object_04a.png,object_01c.png,object_06c.png,object_01c.png,,1,1,,,,,,,,,,,,
6317.5,,directmemory_phase1,1645995,,,,object_01a.png,,,50,,,1,,object_07c.png,object_10b.png,object_04b.png,object_10b.png,,1,1,,,,,,,,,,,,
4857.5,,directmemory_phase1,1650854,,,,object_05b.png,,,49,,,1,,object_10c.png,object_04b.png,object_13a.png,object_10c.png,,1,1,,,,,,,,,,,,
2909.7999999970198,,directmemory_phase1,1653767,,,,object_06b.png,,,50,,,1,,object_02c.png,object_01b.png,object_04b.png,object_01b.png,,1,1,,,,,,,,,,,,
6463,,directmemory_phase1,1660232,,,,object_10a.png,,,51,,,0,,object_14a.png,object_11a.png,object_07a.png,object_14a.png,,0.8571428571428571,0,,,,,,,,,,,,
2870.7000000029802,,directmemory_phase1,1663105,,,,object_07b.png,,,51,,,1,,object_06c.png,object_02a.png,object_14b.png,object_14b.png,,0.875,1,,,,,,,,,,,,
4054.4000000059605,,directmemory_phase1,1667162,,,,object_03c.png,,,49,,,1,,object_05c.png,object_14b.png,object_04a.png,object_05c.png,,0.8888888888888888,1,,,,,,,,,,,,
4518.399999991059,,directmemory_phase1,1671683,,,,object_13a.png,,,49,,,0,,object_05b.png,object_03a.png,object_11a.png,object_03a.png,,0.8,0,,,,,,,,,,,,
961.2000000029802,,directmemory_phase1,1672646,,,,object_09a.png,,,49,,,1,,object_08b.png,object_04b.png,object_06b.png,object_08b.png,,0.8181818181818182,1,,,,,,,,,,,,
3354.7999999970198,,directmemory_phase1,1676004,,,,object_04a.png,,,51,,,1,,object_04b.png,object_07a.png,object_06c.png,object_06c.png,,0.8333333333333334,1,,,,,,,,,,,,
1331.7999999970198,,directmemory_phase1,1677338,,,,object_12b.png,,,49,,,1,,object_02b.png,object_06c.png,object_02c.png,object_02b.png,,0.8461538461538461,1,,,,,,,,,,,,
2964.2999999970198,,directmemory_phase1,1680305,,,,object_02a.png,,,50,,,1,,object_04a.png,object_04b.png,object_01b.png,object_04b.png,,0.8571428571428571,1,,,,,,,,,,,,
4052.5999999940395,,directmemory_phase1,1684360,,,,object_07a.png,,,50,,,1,,object_07c.png,object_11a.png,object_06c.png,object_11a.png,,0.8666666666666667,1,,,,,,,,,,,,
null,,thebreak,1684463,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
918.4000000059605,,intro_0,1685382,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1688884,,,,black_plus_sign,,,null,object_14b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1689549,,,,blue,,,null,object_14b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1690051,,,,blue,,,null,object_14b.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
1422,,rt_thecrossant_black2,1691392,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,1691495,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1694999,,,,black_plus_sign,,,null,object_01b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1695967,,,,blue,,,null,object_01b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1696470,,,,blue,,,null,object_01b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
1106.5,,rt_thecrossant_black2,1697509,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,1697613,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1701116,,,,black_plus_sign,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1701821,,,,blue,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1702322,,,,blue,,,null,object_10a.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
1242.699999988079,,rt_thecrossant_black2,1703625,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,1703728,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1707231,,,,black_plus_sign,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1707844,,,,green,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1708346,,,,green,,,null,object_07a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
1041,,rt_thecrossant_black2,1709740,,,,black_plus_sign,,,49,,,0,,,,,,,0.75,,,,,,,,,,,,,
null,,color_black2,1709842,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1713346,,,,black_plus_sign,,,null,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1714046,,,,blue,,,null,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
491.59999999403954,,rt_plussign_withcolor2,1714547,,,,blue,,,49,object_02c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,1715853,,,,black_plus_sign,,,null,,,1,,,,,,,0.8,,,,,,,,,,,,,
null,,color_black2,1715956,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1719458,,,,black_plus_sign,,,null,object_02b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1719980,,,,blue,,,null,object_02b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1720481,,,,blue,,,null,object_02b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
928.7999999970198,,rt_thecrossant_black2,1721966,,,,black_plus_sign,,,49,,,1,,,,,,,0.8333333333333334,,,,,,,,,,,,,
null,,color_black2,1722069,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1725573,,,,black_plus_sign,,,null,object_01c.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1726041,,,,green,,,null,object_01c.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
