rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color_black,158969,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
721.7000000178814,,prac_atten_color,159988,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,161991,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,162375,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
632.8000000119209,,prac_atten_color,163039,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,165041,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,165782,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,166562,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
82.19999998807907,,prac_atten_color_black,168564,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,169191,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
678.7000000178814,,prac_atten_color,170069,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,172071,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,172600,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,173182,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,
157.59999999403954,,prac_atten_color_black,175184,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,
15638.300000011921,,attentioncheck_feedback,190825,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,
12944,,last_instruct,203771,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),207273,,,,black_plus_sign,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),207841,,,,green,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,208343,,,,green,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,209791,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,209895,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),213398,,,,black_plus_sign,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,214454,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,214957,,,,green,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,216027,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,
null,,warning_page,221032,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,221134,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),224638,,,,black_plus_sign,,,null,object_09b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,225693,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,226195,,,,green,,,null,object_09b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,227422,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,
null,,warning_page,232425,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,232526,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),236030,,,,black_plus_sign,,,null,object_12c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,237085,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,237587,,,,green,,,null,object_12c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
1052.0999999940395,,prac_rt_thecrossant_black,238898,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,
null,,prac_color_black,239002,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
11105.699999988079,,instruct_dir_01,250110,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,
18760.5,,instruct_dir_2,268872,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
8476.699999988079,,instruct_dir_3,277350,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,
9387.300000011921,,instruct_dir_4,286738,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,286842,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
10551.40000000596,,intro_0,297395,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
2571.2999999821186,,prac_directmemory_phase,299968,,,,practice/object_03a.png,,,49,,,,0,practice/object_02a.png,practice/object_03b.png,practice/object_02b.png,practice/object_03b.png,0,0,,,,,,,,,,,,
3578.9000000059605,,prac_directmemory_phase,303552,,,,practice/object_01a.png,,,50,,,,1,practice/object_03a.png,practice/object_01b.png,practice/object_04b.png,practice/object_01b.png,1,0.5,,,,,,,,,,,,
2287.9000000059605,,prac_directmemory_phase,305842,,,,practice/object_02a.png,,,49,,,,1,practice/object_02b.png,practice/object_03b.png,practice/object_03a.png,practice/object_02b.png,1,0.6666666666666666,,,,,,,,,,,,
2286,,prac_directmemory_phase,308131,,,,practice/object_04a.png,,,51,,,,1,practice/object_01b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,1,0.75,,,,,,,,,,,,
9442.899999976158,,practice_feedback,317577,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,
3893,,proceed_actualTask,321471,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,
10461.799999982119,,last_inst,331934,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,335436,,,,black_plus_sign,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,336492,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,336994,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
1112,,rt_thecrossant_black1,337944,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,338048,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,341552,,,,black_plus_sign,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,342027,,,,blue,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,342529,,,,blue,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
923.2000000178814,,rt_thecrossant_black1,344058,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,344161,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,347664,,,,black_plus_sign,,,null,object_09b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,348255,,,,green,,,null,object_09b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,348764,,,,green,,,null,object_09b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,
591.3000000119209,,rt_thecrossant_black1,350179,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,350281,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,353785,,,,black_plus_sign,,,null,object_12c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,354551,,,,blue,,,null,object_12c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,355053,,,,blue,,,null,object_12c.png,object_11c.png,,,,,,,,,,,,,,,,,,,,
1014.5,,rt_thecrossant_black1,356293,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,356396,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,359898,,,,black_plus_sign,,,null,object_08b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,360678,,,,blue,,,null,object_08b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,361181,,,,blue,,,null,object_08b.png,object_06c.png,,,,,,,,,,,,,,,,,,,,
1449.5,,rt_thecrossant_black1,362407,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,362510,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,366014,,,,black_plus_sign,,,null,object_02a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,366999,,,,blue,,,null,object_02a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,367501,,,,blue,,,null,object_02a.png,object_05a.png,,,,,,,,,,,,,,,,,,,,
1375,,rt_thecrossant_black1,368522,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,368624,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,372127,,,,black_plus_sign,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,372859,,,,green,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,373362,,,,green,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
1754.7999999821186,,rt_thecrossant_black1,374634,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,374737,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,378240,,,,black_plus_sign,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,379216,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,379718,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,
1151.9000000059605,,rt_thecrossant_black1,380748,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,380852,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,384355,,,,black_plus_sign,,,null,object_10b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,384773,,,,blue,,,null,object_10b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,385275,,,,blue,,,null,object_10b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
1711.0999999940395,,rt_thecrossant_black1,386863,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,386967,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,390470,,,,black_plus_sign,,,null,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,391387,,,,green,,,null,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,391889,,,,green,,,null,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
874.5,,rt_thecrossant_black1,392977,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,393080,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,396583,,,,black_plus_sign,,,null,object_05b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,397182,,,,green,,,null,object_05b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,397695,,,,green,,,null,object_05b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,
1346.300000011921,,rt_thecrossant_black1,399102,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,399205,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,402709,,,,black_plus_sign,,,null,object_07a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,403139,,,,green,,,null,object_07a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,403642,,,,green,,,null,object_07a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
1077.9000000059605,,rt_thecrossant_black1,405218,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,405322,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,408824,,,,black_plus_sign,,,null,object_01b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,409620,,,,green,,,null,object_01b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,410122,,,,green,,,null,object_01b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,
785.9000000059605,,rt_thecrossant_black1,411332,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,411436,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,414939,,,,black_plus_sign,,,null,object_06b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,415366,,,,green,,,null,object_06b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,415868,,,,green,,,null,object_06b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
1222.199999988079,,rt_thecrossant_black1,417446,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,417548,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,421052,,,,black_plus_sign,,,null,object_03c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,422031,,,,green,,,null,object_03c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,422534,,,,green,,,null,object_03c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
719.4000000059605,,rt_thecrossant_black1,423560,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black1,423664,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,423769,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
2757,,intro_0,426528,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
3536.899999976158,,directmemory_phase1,430067,,,,object_07a.png,,,50,,,,0,object_04a.png,object_06c.png,object_03b.png,object_03b.png,,0,0,,,,,,,,,,,
2308.0999999940395,,directmemory_phase1,432380,,,,object_06c.png,,,49,,,,1,object_08b.png,object_02b.png,object_07a.png,object_08b.png,,0.5,1,,,,,,,,,,,
2683.9000000059605,,directmemory_phase1,435067,,,,object_12c.png,,,50,,,,1,object_09c.png,object_11c.png,object_08b.png,object_11c.png,,0.6666666666666666,1,,,,,,,,,,,
2680.2000000178814,,directmemory_phase1,437750,,,,object_14b.png,,,51,,,,1,object_06b.png,object_06c.png,object_06a.png,object_06a.png,,0.75,1,,,,,,,,,,,
3011.800000011921,,directmemory_phase1,440766,,,,object_09c.png,,,51,,,,0,object_07b.png,object_15a.png,object_09b.png,object_07b.png,,0.6,0,,,,,,,,,,,
1902.0999999940395,,directmemory_phase1,442672,,,,object_10b.png,,,50,,,,1,object_15c.png,object_04c.png,object_15a.png,object_04c.png,,0.6666666666666666,1,,,,,,,,,,,
1767.2000000178814,,directmemory_phase1,444441,,,,object_14a.png,,,49,,,,1,object_08c.png,object_04c.png,object_07a.png,object_08c.png,,0.7142857142857143,1,,,,,,,,,,,
2521.5999999940395,,directmemory_phase1,446966,,,,object_01c.png,,,51,,,,0,object_07a.png,object_03c.png,object_04c.png,object_03c.png,,0.625,0,,,,,,,,,,,
3330.5999999940395,,directmemory_phase1,450299,,,,object_15b.png,,,51,,,,0,object_06c.png,object_13a.png,object_04b.png,object_13a.png,,0.5555555555555556,0,,,,,,,,,,,
2715.0999999940395,,directmemory_phase1,453018,,,,object_15c.png,,,51,,,,0,object_15b.png,object_04a.png,object_06b.png,object_04a.png,,0.5,0,,,,,,,,,,,
3230.199999988079,,directmemory_phase1,456252,,,,object_01b.png,,,49,,,,1,object_02b.png,object_08c.png,object_09c.png,object_02b.png,,0.5454545454545454,1,,,,,,,,,,,
2712.2000000178814,,directmemory_phase1,458968,,,,object_01a.png,,,50,,,,0,object_02a.png,object_15c.png,object_06b.png,object_06b.png,,0.5,0,,,,,,,,,,,
2592.5,,directmemory_phase1,461564,,,,object_09b.png,,,50,,,,0,object_15a.png,object_04a.png,object_14b.png,object_15a.png,,0.46153846153846156,0,,,,,,,,,,,
2260.0999999940395,,directmemory_phase1,463826,,,,object_05b.png,,,51,,,,1,object_08b.png,object_01c.png,object_04b.png,object_04b.png,,0.5,1,,,,,,,,,,,
2909.300000011921,,directmemory_phase1,466739,,,,object_05a.png,,,49,,,,0,object_13a.png,object_05b.png,object_02a.png,object_02a.png,,0.4666666666666667,0,,,,,,,,,,,
null,,thebreak,466843,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,
2129.7999999821186,,intro_0,468974,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,472476,,,,black_plus_sign,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,472999,,,,green,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,473502,,,,green,,,null,object_03b.png,object_07a.png,,,,,,,,,,,,,,,,,,,,
864.3999999761581,,rt_thecrossant_black2,474985,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,475087,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,478590,,,,black_plus_sign,,,null,object_15a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,479339,,,,green,,,null,object_15a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,479842,,,,green,,,null,object_15a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,
751.9000000059605,,rt_thecrossant_black2,481098,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,481201,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,484705,,,,black_plus_sign,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,485721,,,,green,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,486223,,,,green,,,null,object_15c.png,object_04a.png,,,,,,,,,,,,,,,,,,,,
1017.0999999940395,,rt_thecrossant_black2,487213,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,487316,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,490821,,,,black_plus_sign,,,null,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,491643,,,,blue,,,null,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
492.90000000596046,,rt_plussign_withcolor2,492144,,,,blue,,,49,object_14b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,493328,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,493433,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,496936,,,,black_plus_sign,,,null,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,497931,,,,green,,,null,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,498434,,,,green,,,null,object_06c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,
1130.199999988079,,rt_thecrossant_black2,499444,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,499547,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,503048,,,,black_plus_sign,,,null,object_11c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,503608,,,,green,,,null,object_11c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,504110,,,,green,,,null,object_11c.png,object_12c.png,,,,,,,,,,,,,,,,,,,,
1454.6000000238419,,rt_thecrossant_black2,505556,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,
null,,color_black2,505659,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,509163,,,,black_plus_sign,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,509869,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,510372,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,
1192.5,,rt_thecrossant_black2,511672,,,,black_plus_sign,,,50,,,,0,,,,,,0.8571428571428571,,,,,,,,,,,,
null,,color_black2,511774,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,515277,,,,black_plus_sign,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,515804,,,,blue,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,516307,,,,blue,,,null,object_13a.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
1122.5,,rt_thecrossant_black2,517785,,,,black_plus_sign,,,49,,,,1,,,,,,0.875,,,,,,,,,,,,
