rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy
null,,prac_atten_color,34738,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
950.5,,prac_atten_color_black,36740,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,37734,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,38194,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
627.2999997138977,,prac_atten_color_black,40196,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,41157,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,42238,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
234,,prac_atten_color_black,44240,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,44565,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,45607,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,
126.2999997138977,,prac_atten_color_black,47609,,,,black_plus_sign,,,50,,,,,,,,,,,
null,,prac_atten_color_black,47971,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,48780,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
568.5,,prac_atten_color_black,50782,,,,black_plus_sign,,,49,,,,,,,,,,,
null,,prac_atten_color_black,51377,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_atten_color,51872,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,
747.3000001907349,,prac_atten_color_black,53875,,,,black_plus_sign,,,50,,,,,,,,,,,
3271.800000190735,,attentioncheck_feedback,57149,,,,cross_check_feedback,0,,,,,,,,,,,,,
1583.5,,last_instruct,58734,,,,instruct,,,32,,,,,,,,,,,
null,,prac_learn_phase(without_color),62236,,,,black_plus_sign,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,prac_black_cross(without_color),62724,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,63227,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
1055.5999999046326,,prac_rt_thecrossant_black,64744,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,64848,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),68353,,,,black_plus_sign,,,null,object_05b.png,object_06a.png,,,,,,,,,
null,,black_cross(without_color)1,68875,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,69378,,,,blue,,,null,object_05b.png,object_06a.png,,,,,,,,,
890.9000000953674,,prac_rt_thecrossant_black,70391,,,,black_plus_sign,,,49,,,1,1,,,,,,,
null,,prac_color_black,70494,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),73997,,,,black_plus_sign,,,null,object_04b.png,object_11b.png,,,,,,,,,
null,,black_cross(without_color)1,74519,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,75022,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,
1241.3000001907349,,prac_rt_thecrossant_black,75985,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,76088,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,prac_learn_phase(without_color),79592,,,,black_plus_sign,,,null,object_05c.png,object_09a.png,,,,,,,,,
null,,black_cross(without_color)1,80116,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,prac_rt_plussign_withcolor,80618,,,,green,,,null,object_05c.png,object_09a.png,,,,,,,,,
1605.6999998092651,,prac_rt_thecrossant_black,81758,,,,black_plus_sign,,,50,,,1,1,,,,,,,
null,,prac_color_black,81862,,,,black_plus_sign,,,null,,,,,,,,,,,
1921.7000002861023,,instruct_dir_01,83788,,,,instruct,0,Next,,,,,,,,,,,,
1309.6999998092651,,instruct_dir_2,85099,,,,instruct,1,Next,,,,,,,,,,,,
2622.7999997138977,,instruct_dir_3,87723,,,,instruct,1,Next,,,,,,,,,,,,
14.5,,instruct_dir_4,87739,,,,instruct,1,Start,,,,,,,,,,,,
null,,thebreak,87841,,,,<p></p>,,,null,,,,,,,,,,,
1396.6999998092651,,intro_0,89240,,,,instruct,,,32,,,,,,,,,,,
2794,,prac_directmemory_phase,92037,,,,practice/object_02a.png,,,50,,,1,,practice/object_01a.png,practice/object_02b.png,practice/object_01b.png,practice/object_02b.png,1,1,
3336.4000000953674,,prac_directmemory_phase,95378,,,,practice/object_04a.png,,,50,,,1,,practice/object_02a.png,practice/object_04b.png,practice/object_02b.png,practice/object_04b.png,1,1,
1573.2999997138977,,prac_directmemory_phase,96954,,,,practice/object_03a.png,,,50,,,1,,practice/object_01a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,1,1,
2344.5,,prac_directmemory_phase,99302,,,,practice/object_01a.png,,,49,,,1,,practice/object_01b.png,practice/object_04b.png,practice/object_04a.png,practice/object_01b.png,1,1,
5499,,practice_feedback,104804,,,,practice_feedback,1,,,,,,,,,,,,,
10846.699999809265,,proceed_actualTask,115652,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,
22818.599999904633,,last_inst,138471,,,,last_inst,,,32,,,,,,,,,,,
null,,learn_phase(without_color)1,141974,,,,black_plus_sign,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,black_cross(without_color)1,142496,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,rt_plussign_withcolor1,142998,,,,blue,,,null,object_11c.png,object_03a.png,,,,,,,,,
null,,rt_thecrossant_black1,144481,,,,black_plus_sign,,,null,,,,,,,,,,NaN,
null,,color_black1,144588,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,148091,,,,black_plus_sign,,,null,object_05b.png,object_06a.png,,,,,,,,,
null,,black_cross(without_color)1,148567,,,,blue,,,null,object_05b.png,object_06a.png,,,,,,,,,
null,,rt_plussign_withcolor1,149070,,,,blue,,,null,object_05b.png,object_06a.png,,,,,,,,,
1248,,rt_thecrossant_black1,150597,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,150700,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,154204,,,,black_plus_sign,,,null,object_04b.png,object_11b.png,,,,,,,,,
null,,black_cross(without_color)1,154840,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,
null,,rt_plussign_withcolor1,155342,,,,green,,,null,object_04b.png,object_11b.png,,,,,,,,,
1649.3999996185303,,rt_thecrossant_black1,156712,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,156816,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,160319,,,,black_plus_sign,,,null,object_05c.png,object_09a.png,,,,,,,,,
null,,black_cross(without_color)1,161307,,,,green,,,null,object_05c.png,object_09a.png,,,,,,,,,
null,,rt_plussign_withcolor1,161809,,,,green,,,null,object_05c.png,object_09a.png,,,,,,,,,
1151.7999997138977,,rt_thecrossant_black1,162828,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,162931,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,166433,,,,black_plus_sign,,,null,object_08c.png,object_02a.png,,,,,,,,,
null,,black_cross(without_color)1,166958,,,,green,,,null,object_08c.png,object_02a.png,,,,,,,,,
null,,rt_plussign_withcolor1,167461,,,,green,,,null,object_08c.png,object_02a.png,,,,,,,,,
1424.1999998092651,,rt_thecrossant_black1,168941,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,169043,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,172546,,,,black_plus_sign,,,null,object_04a.png,object_12a.png,,,,,,,,,
null,,black_cross(without_color)1,173080,,,,green,,,null,object_04a.png,object_12a.png,,,,,,,,,
null,,rt_plussign_withcolor1,173582,,,,green,,,null,object_04a.png,object_12a.png,,,,,,,,,
1074.1999998092651,,rt_thecrossant_black1,175052,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,175154,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,178658,,,,black_plus_sign,,,null,object_07b.png,object_09c.png,,,,,,,,,
null,,black_cross(without_color)1,179397,,,,green,,,null,object_07b.png,object_09c.png,,,,,,,,,
null,,rt_plussign_withcolor1,179900,,,,green,,,null,object_07b.png,object_09c.png,,,,,,,,,
1032.2999997138977,,rt_thecrossant_black1,181168,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,181271,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,184775,,,,black_plus_sign,,,null,object_03c.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)1,185826,,,,blue,,,null,object_03c.png,object_13c.png,,,,,,,,,
null,,rt_plussign_withcolor1,186329,,,,blue,,,null,object_03c.png,object_13c.png,,,,,,,,,
1287.0999999046326,,rt_thecrossant_black1,187288,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,187392,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,190896,,,,black_plus_sign,,,null,object_15a.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)1,191843,,,,green,,,null,object_15a.png,object_13c.png,,,,,,,,,
null,,rt_plussign_withcolor1,192346,,,,green,,,null,object_15a.png,object_13c.png,,,,,,,,,
null,,rt_thecrossant_black1,193405,,,,black_plus_sign,,,null,,,,,,,,,,1,
null,,color_black1,193509,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,197013,,,,black_plus_sign,,,null,object_10b.png,object_07b.png,,,,,,,,,
null,,black_cross(without_color)1,198076,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,
null,,rt_plussign_withcolor1,198579,,,,green,,,null,object_10b.png,object_07b.png,,,,,,,,,
1392.3999996185303,,rt_thecrossant_black1,199523,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,199625,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,203129,,,,black_plus_sign,,,null,object_05b.png,object_13b.png,,,,,,,,,
null,,black_cross(without_color)1,203909,,,,green,,,null,object_05b.png,object_13b.png,,,,,,,,,
null,,rt_plussign_withcolor1,204412,,,,green,,,null,object_05b.png,object_13b.png,,,,,,,,,
1594.3000001907349,,rt_thecrossant_black1,205645,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,205748,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,209252,,,,black_plus_sign,,,null,object_04c.png,object_01a.png,,,,,,,,,
null,,black_cross(without_color)1,209935,,,,blue,,,null,object_04c.png,object_01a.png,,,,,,,,,
null,,rt_plussign_withcolor1,210437,,,,blue,,,null,object_04c.png,object_01a.png,,,,,,,,,
1392.3000001907349,,rt_thecrossant_black1,211759,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,211862,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,215367,,,,black_plus_sign,,,null,object_08c.png,object_05a.png,,,,,,,,,
null,,black_cross(without_color)1,215867,,,,blue,,,null,object_08c.png,object_05a.png,,,,,,,,,
null,,rt_plussign_withcolor1,216369,,,,blue,,,null,object_08c.png,object_05a.png,,,,,,,,,
1394,,rt_thecrossant_black1,217874,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,217976,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,221481,,,,black_plus_sign,,,null,object_02c.png,object_10a.png,,,,,,,,,
null,,black_cross(without_color)1,222071,,,,blue,,,null,object_02c.png,object_10a.png,,,,,,,,,
null,,rt_plussign_withcolor1,222573,,,,blue,,,null,object_02c.png,object_10a.png,,,,,,,,,
1180.5999999046326,,rt_thecrossant_black1,223987,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,224090,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,227592,,,,black_plus_sign,,,null,object_14a.png,object_08a.png,,,,,,,,,
null,,black_cross(without_color)1,228014,,,,green,,,null,object_14a.png,object_08a.png,,,,,,,,,
null,,rt_plussign_withcolor1,228517,,,,green,,,null,object_14a.png,object_08a.png,,,,,,,,,
1320.5999999046326,,rt_thecrossant_black1,230104,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,230207,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,233710,,,,black_plus_sign,,,null,object_10a.png,object_14c.png,,,,,,,,,
null,,black_cross(without_color)1,234536,,,,blue,,,null,object_10a.png,object_14c.png,,,,,,,,,
null,,rt_plussign_withcolor1,235038,,,,blue,,,null,object_10a.png,object_14c.png,,,,,,,,,
983.9000000953674,,rt_thecrossant_black1,236226,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,236329,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,239833,,,,black_plus_sign,,,null,object_01c.png,object_09a.png,,,,,,,,,
null,,black_cross(without_color)1,240923,,,,green,,,null,object_01c.png,object_09a.png,,,,,,,,,
null,,rt_plussign_withcolor1,241426,,,,green,,,null,object_01c.png,object_09a.png,,,,,,,,,
1359.1999998092651,,rt_thecrossant_black1,242342,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,242447,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,245951,,,,black_plus_sign,,,null,object_07a.png,object_07c.png,,,,,,,,,
null,,black_cross(without_color)1,246593,,,,blue,,,null,object_07a.png,object_07c.png,,,,,,,,,
null,,rt_plussign_withcolor1,247095,,,,blue,,,null,object_07a.png,object_07c.png,,,,,,,,,
1620.3000001907349,,rt_thecrossant_black1,248464,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,248567,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,252069,,,,black_plus_sign,,,null,object_15c.png,object_15b.png,,,,,,,,,
null,,black_cross(without_color)1,252881,,,,blue,,,null,object_15c.png,object_15b.png,,,,,,,,,
null,,rt_plussign_withcolor1,253384,,,,blue,,,null,object_15c.png,object_15b.png,,,,,,,,,
1085.8000001907349,,rt_thecrossant_black1,254578,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,254681,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,258185,,,,black_plus_sign,,,null,object_04a.png,object_06c.png,,,,,,,,,
null,,black_cross(without_color)1,259188,,,,green,,,null,object_04a.png,object_06c.png,,,,,,,,,
null,,rt_plussign_withcolor1,259690,,,,green,,,null,object_04a.png,object_06c.png,,,,,,,,,
1271.0999999046326,,rt_thecrossant_black1,260692,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,260795,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,264298,,,,black_plus_sign,,,null,object_15b.png,object_12c.png,,,,,,,,,
null,,black_cross(without_color)1,265285,,,,green,,,null,object_15b.png,object_12c.png,,,,,,,,,
null,,rt_plussign_withcolor1,265787,,,,green,,,null,object_15b.png,object_12c.png,,,,,,,,,
2107.9000000953674,,rt_thecrossant_black1,266805,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,266907,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,270410,,,,black_plus_sign,,,null,object_14a.png,object_03b.png,,,,,,,,,
null,,black_cross(without_color)1,271091,,,,green,,,null,object_14a.png,object_03b.png,,,,,,,,,
null,,rt_plussign_withcolor1,271593,,,,green,,,null,object_14a.png,object_03b.png,,,,,,,,,
1855.2999997138977,,rt_thecrossant_black1,272919,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,273021,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,276524,,,,black_plus_sign,,,null,object_12b.png,object_10c.png,,,,,,,,,
null,,black_cross(without_color)1,276949,,,,green,,,null,object_12b.png,object_10c.png,,,,,,,,,
null,,rt_plussign_withcolor1,277451,,,,green,,,null,object_12b.png,object_10c.png,,,,,,,,,
1190.9000000953674,,rt_thecrossant_black1,279044,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,279147,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,282651,,,,black_plus_sign,,,null,object_14b.png,object_11b.png,,,,,,,,,
null,,black_cross(without_color)1,283601,,,,green,,,null,object_14b.png,object_11b.png,,,,,,,,,
null,,rt_plussign_withcolor1,284102,,,,green,,,null,object_14b.png,object_11b.png,,,,,,,,,
1258.2999997138977,,rt_thecrossant_black1,285158,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,285261,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,288764,,,,black_plus_sign,,,null,object_11a.png,object_12b.png,,,,,,,,,
null,,black_cross(without_color)1,289319,,,,green,,,null,object_11a.png,object_12b.png,,,,,,,,,
null,,rt_plussign_withcolor1,289822,,,,green,,,null,object_11a.png,object_12b.png,,,,,,,,,
1377.7000002861023,,rt_thecrossant_black1,291274,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,291377,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,294880,,,,black_plus_sign,,,null,object_01b.png,object_11c.png,,,,,,,,,
null,,black_cross(without_color)1,295793,,,,green,,,null,object_01b.png,object_11c.png,,,,,,,,,
null,,rt_plussign_withcolor1,296299,,,,green,,,null,object_01b.png,object_11c.png,,,,,,,,,
951.9000000953674,,rt_thecrossant_black1,297392,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,297495,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,301003,,,,black_plus_sign,,,null,object_06b.png,object_08b.png,,,,,,,,,
null,,black_cross(without_color)1,301972,,,,blue,,,null,object_06b.png,object_08b.png,,,,,,,,,
null,,rt_plussign_withcolor1,302484,,,,blue,,,null,object_06b.png,object_08b.png,,,,,,,,,
1353.5,,rt_thecrossant_black1,303517,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,303633,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,307135,,,,black_plus_sign,,,null,object_07c.png,object_02b.png,,,,,,,,,
null,,black_cross(without_color)1,308022,,,,blue,,,null,object_07c.png,object_02b.png,,,,,,,,,
null,,rt_plussign_withcolor1,308524,,,,blue,,,null,object_07c.png,object_02b.png,,,,,,,,,
1826.8999996185303,,rt_thecrossant_black1,309642,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black1,309745,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,313249,,,,black_plus_sign,,,null,object_09b.png,object_08b.png,,,,,,,,,
null,,black_cross(without_color)1,314067,,,,green,,,null,object_09b.png,object_08b.png,,,,,,,,,
null,,rt_plussign_withcolor1,314569,,,,green,,,null,object_09b.png,object_08b.png,,,,,,,,,
1757.9000000953674,,rt_thecrossant_black1,315755,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,315857,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)1,319360,,,,black_plus_sign,,,null,object_13a.png,object_01a.png,,,,,,,,,
null,,black_cross(without_color)1,320191,,,,green,,,null,object_13a.png,object_01a.png,,,,,,,,,
null,,rt_plussign_withcolor1,320700,,,,green,,,null,object_13a.png,object_01a.png,,,,,,,,,
1407.7999997138977,,rt_thecrossant_black1,321875,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black1,321978,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,thebreak,322084,,,,<p></p>,,,null,,,,,,,,,,,
5166.699999809265,,intro_0,327252,,,,instruct,,,32,,,,,,,,,,,
3220.0999999046326,,directmemory_phase1,330475,,,,object_10a.png,,,51,,,1,,object_12c.png,object_08c.png,object_02c.png,object_02c.png,,1,1
2184.7999997138977,,directmemory_phase1,332661,,,,object_07b.png,,,51,,,1,,object_13a.png,object_09a.png,object_09c.png,object_09c.png,,1,1
3198,,directmemory_phase1,335860,,,,object_05c.png,,,49,,,0,,object_04a.png,object_06a.png,object_09a.png,object_09a.png,,0.6666666666666666,0
3395.300000190735,,directmemory_phase1,339259,,,,object_15c.png,,,50,,,0,,object_11c.png,object_05c.png,object_15b.png,object_15b.png,,0.5,0
2822.8999996185303,,directmemory_phase1,342085,,,,object_15a.png,,,51,,,1,,object_11c.png,object_03a.png,object_13c.png,object_13c.png,,0.6,1
2330,,directmemory_phase1,344418,,,,object_07a.png,,,50,,,1,,object_06c.png,object_07c.png,object_08c.png,object_07c.png,,0.6666666666666666,1
3557.0999999046326,,directmemory_phase1,347979,,,,object_01c.png,,,51,,,1,,object_15b.png,object_09c.png,object_09a.png,object_09a.png,,0.7142857142857143,1
2748.8999996185303,,directmemory_phase1,350732,,,,object_12a.png,,,50,,,0,,object_04a.png,object_05b.png,object_02b.png,object_04a.png,,0.625,0
2584,,directmemory_phase1,353320,,,,object_10b.png,,,49,,,0,,object_02a.png,object_07b.png,object_12b.png,object_07b.png,,0.5555555555555556,0
3073.9000000953674,,directmemory_phase1,356396,,,,object_03c.png,,,50,,,1,,object_10b.png,object_13c.png,object_14a.png,object_13c.png,,0.6,1
2983.2999997138977,,directmemory_phase1,359381,,,,object_01b.png,,,51,,,0,,object_10b.png,object_11c.png,object_08c.png,object_11c.png,,0.5454545454545454,0
3617.0999999046326,,directmemory_phase1,363002,,,,object_14c.png,,,50,,,1,,object_01b.png,object_10a.png,object_07c.png,object_10a.png,,0.5833333333333334,1
3305.300000190735,,directmemory_phase1,366311,,,,object_06c.png,,,50,,,0,,object_04a.png,object_01a.png,object_10b.png,object_04a.png,,0.5384615384615384,0
5551.700000286102,,directmemory_phase1,371866,,,,object_06a.png,,,51,,,0,,object_05b.png,object_01a.png,object_04c.png,object_05b.png,,0.5,0
4703.599999904633,,directmemory_phase1,376571,,,,object_02a.png,,,51,,,0,,object_01b.png,object_08c.png,object_11b.png,object_08c.png,,0.4666666666666667,0
3238.9000000953674,,directmemory_phase1,379813,,,,object_04b.png,,,49,,,0,,object_09a.png,object_06c.png,object_11b.png,object_11b.png,,0.4375,0
5493.599999904633,,directmemory_phase1,385310,,,,object_11b.png,,,50,,,0,,object_13a.png,object_08b.png,object_14b.png,object_14b.png,,0.4117647058823529,0
4050.2999997138977,,directmemory_phase1,389361,,,,object_08a.png,,,51,,,1,,object_07b.png,object_10b.png,object_14a.png,object_14a.png,,0.4444444444444444,1
6806.799999713898,,directmemory_phase1,396170,,,,object_09b.png,,,50,,,1,,object_06c.png,object_08b.png,object_10a.png,object_08b.png,,0.47368421052631576,1
3305.5999999046326,,directmemory_phase1,399479,,,,object_10c.png,,,51,,,1,,object_07b.png,object_14b.png,object_12b.png,object_12b.png,,0.5,1
3236.699999809265,,directmemory_phase1,402719,,,,object_11a.png,,,49,,,0,,object_14c.png,object_12b.png,object_01a.png,object_12b.png,,0.47619047619047616,0
4268.400000095367,,directmemory_phase1,406991,,,,object_12c.png,,,49,,,0,,object_03a.png,object_15b.png,object_10a.png,object_15b.png,,0.45454545454545453,0
5492.099999904633,,directmemory_phase1,412487,,,,object_03b.png,,,50,,,1,,object_03a.png,object_14a.png,object_04a.png,object_14a.png,,0.4782608695652174,1
5812.199999809265,,directmemory_phase1,418301,,,,object_05b.png,,,50,,,0,,object_05a.png,object_10a.png,object_13b.png,object_13b.png,,0.4583333333333333,0
8147.599999904633,,directmemory_phase1,426452,,,,object_03a.png,,,49,,,0,,object_12b.png,object_03b.png,object_11c.png,object_11c.png,,0.44,0
