rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color,70667,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
262.09999999403954,,prac_atten_color_black,72671,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,73352,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,74311,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
31.5,,prac_atten_color_black,76313,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,76762,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
665.5999999940395,,prac_atten_color,77633,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,79635,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,80171,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,80917,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
3.5999999940395355,,prac_atten_color_black,82920,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,83580,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,84267,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
34.900000005960464,,prac_atten_color_black,86270,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,86990,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,87633,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
107.89999997615814,,prac_atten_color_black,89637,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,90404,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
659.0999999940395,,prac_atten_color,91214,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,93217,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,93814,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
761.5999999940395,,prac_atten_color,94877,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,96879,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,97224,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
743.0999999940395,,prac_atten_color,98254,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,100257,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,100635,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,101574,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
59.599999994039536,,prac_atten_color_black,103576,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,,
9893,,attentioncheck_feedback,113473,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19476.70000001788,,last_instruct,132955,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),136459,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),137221,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,137724,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
1382.0999999940395,,prac_rt_thecrossant_black,138968,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,139073,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),142578,,,,,,,,black_plus_sign,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,143188,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,143690,,,,,,,,blue,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
1028.5,,prac_rt_thecrossant_black,144705,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,144810,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),148314,,,,,,,,black_plus_sign,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,148923,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,149426,,,,,,,,blue,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
1407.7999999821186,,prac_rt_thecrossant_black,150487,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,151489,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),154990,,,,,,,,black_plus_sign,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,155597,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,156105,,,,,,,,blue,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,157647,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,157750,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
5577,,instruct_dir_01,163330,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
4330.100000023842,,instruct_dir_2,167663,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
3018.5999999940395,,instruct_dir_3,170685,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
4587.4000000059605,,instruct_dir_4,175275,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,175385,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2427.9000000059605,,intro_0,177815,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
4018,,prac_directmemory_phase,181835,,,,,,,,practice/object_04b.png,,,50,,,0,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_04a.png,0,0,,,,,,,,,,,,,,
5132.0999999940395,,prac_directmemory_phase,186974,,,,,,,,practice/object_02b.png,,,51,,,0,,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,0,0,,,,,,,,,,,,,,
2440.199999988079,,prac_directmemory_phase,189418,,,,,,,,practice/object_03b.png,,,50,,,0,,practice/object_03a.png,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,0,0,,,,,,,,,,,,,,
2971,,prac_directmemory_phase,192392,,,,,,,,practice/object_01b.png,,,51,,,0,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,0,0,,,,,,,,,,,,,,
17967.80000001192,,practice_feedback_force_restart,210365,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,,
1394.199999988079,,last_instruct,211761,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),215264,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),216314,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,216817,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,217773,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,,,,,,,,,,,,,,,
null,,warning_page,222776,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,222880,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),226384,,,,,,,,black_plus_sign,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,226993,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,227497,,,,,,,,blue,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
1381.3999999761581,,prac_rt_thecrossant_black,228747,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,228851,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),232355,,,,,,,,black_plus_sign,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,232965,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,233466,,,,,,,,blue,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
1201.0999999940395,,prac_rt_thecrossant_black,234865,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,234969,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),238476,,,,,,,,black_plus_sign,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,239085,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,239589,,,,,,,,blue,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
958.2999999821186,,prac_rt_thecrossant_black,240593,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,240697,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
3609.300000011921,,instruct_dir_01,244309,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,,
1926.5,,instruct_dir_2,246239,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
16379.40000000596,,instruct_dir_3,262622,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,
3252.300000011921,,instruct_dir_4,265879,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,265981,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
2181.2999999821186,,intro_0,268164,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2585.7999999821186,,prac_directmemory_phase,270753,,,,,,,,practice/object_04b.png,,,51,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_04a.png,1,1,,,,,,,,,,,,,,
2492.800000011921,,prac_directmemory_phase,273251,,,,,,,,practice/object_02b.png,,,49,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,,
3071.2000000178814,,prac_directmemory_phase,276326,,,,,,,,practice/object_03b.png,,,49,,,1,,practice/object_03a.png,practice/object_04a.png,practice/object_01a.png,practice/object_03a.png,1,1,,,,,,,,,,,,,,
2491.9000000059605,,prac_directmemory_phase,278822,,,,,,,,practice/object_01b.png,,,49,,,1,,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,1,,,,,,,,,,,,,,
18361.600000023842,,practice_feedback,297188,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3170.4000000059605,,proceed_actualTask,300361,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,,
23805.40000000596,,last_inst,324169,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,327673,,,,,,,,black_plus_sign,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,328285,,,,,,,,blue,,,null,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
380.59999999403954,,rt_plussign_withcolor1,328789,,,,,,,,blue,,,49,object_14c.png,object_13a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,330192,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,330317,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,333823,,,,,,,,black_plus_sign,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,334633,,,,,,,,green,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,335135,,,,,,,,green,,,null,object_08c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,,
845.2999999821186,,rt_thecrossant_black1,336332,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,336435,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,339939,,,,,,,,black_plus_sign,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,340563,,,,,,,,blue,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,341065,,,,,,,,blue,,,null,object_11c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,,
1234.199999988079,,rt_thecrossant_black1,342448,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,342552,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,346069,,,,,,,,black_plus_sign,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,347119,,,,,,,,blue,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,347626,,,,,,,,blue,,,null,object_03c.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,,
1216.300000011921,,rt_thecrossant_black1,348584,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,348686,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,352190,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,353131,,,,,,,,green,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,353632,,,,,,,,green,,,null,object_02b.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,,
1287.2999999821186,,rt_thecrossant_black1,354712,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,354815,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,358319,,,,,,,,black_plus_sign,,,null,object_03a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,359145,,,,,,,,blue,,,null,object_03a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,359647,,,,,,,,blue,,,null,object_03a.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,,
1354.5,,rt_thecrossant_black1,360828,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,360932,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,364435,,,,,,,,black_plus_sign,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,365113,,,,,,,,blue,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,365625,,,,,,,,blue,,,null,object_07b.png,object_11b.png,,,,,,,,,,,,,,,,,,,,,,
1136.199999988079,,rt_thecrossant_black1,366956,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,367061,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,370569,,,,,,,,black_plus_sign,,,null,object_04b.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,371009,,,,,,,,blue,,,null,object_04b.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,371511,,,,,,,,blue,,,null,object_04b.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,,
1004.0999999940395,,rt_thecrossant_black1,373077,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,373181,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,376684,,,,,,,,black_plus_sign,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,377535,,,,,,,,green,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,378038,,,,,,,,green,,,null,object_12b.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,,
771.8000000119209,,rt_thecrossant_black1,379194,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,379298,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,382802,,,,,,,,black_plus_sign,,,null,object_05b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,383671,,,,,,,,blue,,,null,object_05b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,,
470,,rt_plussign_withcolor1,384173,,,,,,,,blue,,,49,object_05b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,385311,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,385413,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,388917,,,,,,,,black_plus_sign,,,null,object_13c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,389424,,,,,,,,green,,,null,object_13c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,389936,,,,,,,,green,,,null,object_13c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,,
1266.699999988079,,rt_thecrossant_black1,391440,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,391543,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,395047,,,,,,,,black_plus_sign,,,null,object_07a.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,396145,,,,,,,,green,,,null,object_07a.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,396646,,,,,,,,green,,,null,object_07a.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,,
924.4000000059605,,rt_thecrossant_black1,397554,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,397656,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,401160,,,,,,,,black_plus_sign,,,null,object_09b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,401824,,,,,,,,blue,,,null,object_09b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,402328,,,,,,,,blue,,,null,object_09b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,,
1437.800000011921,,rt_thecrossant_black1,403672,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,403778,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,407281,,,,,,,,black_plus_sign,,,null,object_02a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,407937,,,,,,,,blue,,,null,object_02a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,408449,,,,,,,,blue,,,null,object_02a.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,,
1261.800000011921,,rt_thecrossant_black1,409802,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,409906,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,413410,,,,,,,,black_plus_sign,,,null,object_05c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,413826,,,,,,,,green,,,null,object_05c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,414331,,,,,,,,green,,,null,object_05c.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,,
1145.5,,rt_thecrossant_black1,415924,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,,
null,,color_black1,416028,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,416135,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,,
16637.70000001788,,intro_0,432775,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,,
3091.5999999940395,,directmemory_phase1,435869,,,,,,,,object_01a.png,,,50,,,1,,object_14c.png,object_08c.png,object_12b.png,object_08c.png,,1,,1,,,,,,,,,,,,
2530.399999976158,,directmemory_phase1,438406,,,,,,,,object_04c.png,,,49,,,1,,object_02b.png,object_02a.png,object_03a.png,object_02b.png,,1,,1,,,,,,,,,,,,
4136.9000000059605,,directmemory_phase1,442547,,,,,,,,object_11a.png,,,49,,,1,,object_04b.png,object_02b.png,object_02a.png,object_04b.png,,1,,1,,,,,,,,,,,,
4723.5,,directmemory_phase1,447275,,,,,,,,object_12a.png,,,50,,,1,,object_03a.png,object_07a.png,object_04b.png,object_07a.png,,1,,1,,,,,,,,,,,,
3375.0999999940395,,directmemory_phase1,450654,,,,,,,,object_01b.png,,,51,,,1,,object_08c.png,object_12b.png,object_03c.png,object_03c.png,,1,,1,,,,,,,,,,,,
