rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color,520895,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,522897,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
5499.700000047684,,attentioncheck_help,528399,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,528768,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,529460,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,531463,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
7005.5,,attentioncheck_help,538471,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,539183,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,539917,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,541919,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
3909.699999988079,,attentioncheck_help,545831,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,546502,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,547096,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,549098,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
13537.800000011921,,attentioncheck_help,562638,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,563447,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
469.9000000357628,,prac_atten_color,564293,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,566294,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,566855,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
741.6000000238419,,prac_atten_color,567750,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,569751,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,570262,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,570840,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
54.19999998807907,,prac_atten_color_black,572841,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,573682,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
555,,prac_atten_color,574624,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,576626,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,577087,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,577728,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
29.099999964237213,,prac_atten_color_black,579730,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
22513.69999998808,,attentioncheck_feedback,602246,,,,,,,,cross_check_feedback,0,,,1,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,602802,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
554,,prac_atten_color,603650,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,605652,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,606208,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,606631,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
247,,prac_atten_color_black,608633,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,609616,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,610136,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
12.300000011920929,,prac_atten_color_black,612138,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,613024,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
461.60000002384186,,prac_atten_color,613503,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,615506,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,616431,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
389.5,,prac_atten_color,617438,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,619440,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,619851,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
538.1999999880791,,prac_atten_color,620445,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,622447,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,623258,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
547.8000000119209,,prac_atten_color,624164,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,626166,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,626665,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
628.3000000119209,,prac_atten_color,627513,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,629515,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,630072,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
501.4000000357628,,prac_atten_color,630704,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,632706,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,633479,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
621.5,,prac_atten_color,634497,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,636499,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
84394.89999997616,,attentioncheck_feedback,720895,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
12159.400000035763,,last_instruct,733054,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),736556,,,,,,,,black_plus_sign,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),737007,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,737508,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
973.1000000238419,,prac_rt_thecrossant_black,739063,,,,,,,,black_plus_sign,,,49,,,,0,0,,,,,,,,,,,,,,,,,,
null,,prac_color_black,739166,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),742672,,,,,,,,black_plus_sign,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,743163,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,743665,,,,,,,,green,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
1214.5,,prac_rt_thecrossant_black,744861,,,,,,,,black_plus_sign,,,50,,,,1,0.5,,,,,,,,,,,,,,,,,,
null,,prac_color_black,744963,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),748474,,,,,,,,black_plus_sign,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,748966,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
480.39999997615814,,prac_rt_plussign_withcolor,749479,,,,,,,,green,,,50,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,750912,,,,,,,,black_plus_sign,,,null,,,,1,0.6666666666666666,,,,,,,,,,,,,,,,,,
null,,prac_color_black,751015,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),754518,,,,,,,,black_plus_sign,,,null,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,755010,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
484.39999997615814,,prac_rt_plussign_withcolor,755511,,,,,,,,blue,,,49,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,756839,,,,,,,,black_plus_sign,,,null,,,,1,0.75,,,,,,,,,,,,,,,,,,
null,,prac_color_black,756941,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
92151.29999995232,,instruct_dir_01,849095,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
49670.80000001192,,instruct_dir_2,898766,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4734.800000011921,,instruct_dir_3,903502,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
9631.199999988079,,instruct_dir_4,913135,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,913236,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2745.199999988079,,intro_0,915984,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
3725.900000035763,,prac_directmemory_phase,919711,,,,,,,,practice/object_03b.png,,,51,,,,0,,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,0,0,,,,,,,,,,,,
3356.400000035763,,prac_directmemory_phase,923072,,,,,,,,practice/object_04b.png,,,51,,,,0,,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_04a.png,0,0,,,,,,,,,,,,
3051.399999976158,,prac_directmemory_phase,926126,,,,,,,,practice/object_02b.png,,,50,,,,1,,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_02a.png,1,0.3333333333333333,,,,,,,,,,,,
4198.899999976158,,prac_directmemory_phase,930326,,,,,,,,practice/object_01b.png,,,49,,,,0,,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_01a.png,0,0.25,,,,,,,,,,,,
111271.19999998808,,practice_feedback_force_restart,1041599,,,,,,,,practice_feedback,0,,,1,,,,,,,,,,,,,,,,,,,,,,
20576.69999998808,,last_instruct,1062176,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1065678,,,,,,,,black_plus_sign,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),1066744,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
389.9000000357628,,prac_rt_plussign_withcolor,1067247,,,,,,,,green,,,50,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,1068186,,,,,,,,black_plus_sign,,,null,,,,1,0.8,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1068288,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1071792,,,,,,,,black_plus_sign,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1072283,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1072785,,,,,,,,green,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
1433.199999988079,,prac_rt_thecrossant_black,1074142,,,,,,,,black_plus_sign,,,50,,,,1,0.8333333333333334,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1074244,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1077747,,,,,,,,black_plus_sign,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1078238,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1078740,,,,,,,,green,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,1079703,,,,,,,,black_plus_sign,,,null,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1079804,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1083306,,,,,,,,black_plus_sign,,,null,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1083798,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
497.19999998807907,,prac_rt_plussign_withcolor,1084301,,,,,,,,blue,,,50,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,1085507,,,,,,,,black_plus_sign,,,null,,,,0,0.7142857142857143,,,,,,,,,,,,,,,,,,
null,,warning_page,1090510,,,,,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1090612,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
5017.100000023842,,instruct_dir_01,1095631,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
5895.200000047684,,instruct_dir_2,1101527,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
2406.900000035763,,instruct_dir_3,1103935,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
94311.09999996424,,instruct_dir_4,1198247,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1198348,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
3146.5,,intro_0,1201496,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
3710.2000000476837,,prac_directmemory_phase,1205208,,,,,,,,practice/object_03b.png,,,50,,,,1,,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_03a.png,1,1,,,,,,,,,,,,
5253.300000011921,,prac_directmemory_phase,1210464,,,,,,,,practice/object_04b.png,,,49,,,,0,,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_04a.png,0,0.5,,,,,,,,,,,,
3411.800000011921,,prac_directmemory_phase,1213879,,,,,,,,practice/object_02b.png,,,50,,,,1,,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_02a.png,1,0.6666666666666666,,,,,,,,,,,,
4032.099999964237,,prac_directmemory_phase,1217912,,,,,,,,practice/object_01b.png,,,50,,,,1,,practice/object_03a.png,practice/object_01a.png,practice/object_04a.png,practice/object_01a.png,1,0.75,,,,,,,,,,,,
7493.200000047684,,practice_feedback,1225407,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
18391.19999998808,,proceed_actualTask,1243799,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
9736,,last_inst,1253536,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1257038,,,,,,,,black_plus_sign,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1257530,,,,,,,,green,,,null,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
485.69999998807907,,rt_plussign_withcolor1,1258031,,,,,,,,green,,,50,,object_09b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1259544,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1259660,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1263162,,,,,,,,black_plus_sign,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1263707,,,,,,,,green,,,null,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
396,,rt_plussign_withcolor1,1264210,,,,,,,,green,,,50,,object_13c.png,object_01c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1265671,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1265774,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1269276,,,,,,,,black_plus_sign,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1270026,,,,,,,,blue,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1270528,,,,,,,,blue,,,null,,object_02b.png,object_15b.png,,,,,,,,,,,,,,,,,,,,
824.3999999761581,,rt_thecrossant_black1,1271783,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1271885,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1275390,,,,,,,,black_plus_sign,,,null,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1275848,,,,,,,,green,,,null,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1276350,,,,,,,,green,,,null,,object_03a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,
919.8999999761581,,rt_thecrossant_black1,1277897,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1278000,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1281503,,,,,,,,black_plus_sign,,,null,,object_11a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1282387,,,,,,,,green,,,null,,object_11a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
427,,rt_plussign_withcolor1,1282889,,,,,,,,green,,,50,,object_11a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1284010,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1284113,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1287624,,,,,,,,black_plus_sign,,,null,,object_12c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1288609,,,,,,,,green,,,null,,object_12c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1289111,,,,,,,,green,,,null,,object_12c.png,object_15c.png,,,,,,,,,,,,,,,,,,,,
989.0999999642372,,rt_thecrossant_black1,1290132,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1290235,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1293739,,,,,,,,black_plus_sign,,,null,,object_11c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1294670,,,,,,,,blue,,,null,,object_11c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1295172,,,,,,,,blue,,,null,,object_11c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,
1115.8999999761581,,rt_thecrossant_black1,1296246,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1296348,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1299852,,,,,,,,black_plus_sign,,,null,,object_06c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1300591,,,,,,,,blue,,,null,,object_06c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1301093,,,,,,,,blue,,,null,,object_06c.png,object_14a.png,,,,,,,,,,,,,,,,,,,,
1094.199999988079,,rt_thecrossant_black1,1302358,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,,,,
null,,color_black1,1302461,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1305964,,,,,,,,black_plus_sign,,,null,,object_07c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1306596,,,,,,,,blue,,,null,,object_07c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1307098,,,,,,,,blue,,,null,,object_07c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,
985.1000000238419,,rt_thecrossant_black1,1308472,,,,,,,,black_plus_sign,,,50,,,,0,,,,,,,0.8888888888888888,,,,,,,,,,,,
null,,color_black1,1308576,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1312080,,,,,,,,black_plus_sign,,,null,,object_01b.png,object_02c.png,,,,,,,,,,,,,,,,,,,,
