rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
563.4000000059605,,prac_atten_color_black,166305,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,166806,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
680.0999999940395,,prac_atten_color,167878,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,169883,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,170251,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
604.1999999880791,,prac_atten_color,171054,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,173065,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,173679,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,174235,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
188.2999999821186,,prac_atten_color_black,176237,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,177088,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
573.8000000119209,,prac_atten_color,177800,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,179811,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,180521,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
563.9000000059605,,prac_atten_color,181304,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,183318,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,183953,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,184524,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
38.5,,prac_atten_color_black,186532,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,187386,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
519.5,,prac_atten_color,187939,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,189961,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
5801.899999976158,,attentioncheck_help,195764,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,196620,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,197091,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
197.40000000596046,,prac_atten_color_black,199100,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
6441.699999988079,,attentioncheck_feedback,205544,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
18935.40000000596,,last_instruct,224480,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),227986,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),228758,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,229264,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,230524,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,230632,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),234146,,,,,,,,black_plus_sign,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,234796,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,235307,,,,,,,,green,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
579.1999999880791,,prac_rt_thecrossant_black,236589,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,236697,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),240207,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,240859,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,241370,,,,,,,,green,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1037.2999999821186,,prac_rt_thecrossant_black,242586,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,242688,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),246197,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,246857,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,247369,,,,,,,,green,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
945.1999999880791,,prac_rt_thecrossant_black,248847,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,248950,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
8558.199999988079,,instruct_dir_01,257511,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
13228.90000000596,,instruct_dir_2,270742,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4616.199999988079,,instruct_dir_3,275360,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
8797.899999976158,,instruct_dir_4,284160,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,284266,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2245,,intro_0,286513,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
4537.4000000059605,,prac_directmemory_phase,291052,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0,,,,,,,,,,,,,
3563.899999976158,,prac_directmemory_phase,294619,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,0,0,,,,,,,,,,,,,
3075.5,,prac_directmemory_phase,297697,,,,,,,,practice/object_04b.png,,,51,,,,0,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,practice/object_04a.png,0,0,,,,,,,,,,,,,
5922.799999982119,,prac_directmemory_phase,303622,,,,,,,,practice/object_01b.png,,,51,,,,0,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_01a.png,0,0,,,,,,,,,,,,,
5100.199999988079,,practice_feedback_force_restart,308724,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
2186.4000000059605,,last_instruct,310911,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),314423,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),315042,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,315547,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,316946,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,317051,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),320566,,,,,,,,black_plus_sign,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,321223,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,321740,,,,,,,,green,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
809,,prac_rt_thecrossant_black,322857,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,322967,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),326475,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,327126,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,327638,,,,,,,,green,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
988.2999999821186,,prac_rt_thecrossant_black,329082,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,329198,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),332705,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,333371,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
446.19999998807907,,prac_rt_plussign_withcolor,333874,,,,,,,,green,,,50,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,335117,,,,,,,,black_plus_sign,,,null,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,335221,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
5075.5999999940395,,instruct_dir_01,340299,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
2557.7999999821186,,instruct_dir_2,342859,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4280,,instruct_dir_3,347141,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
10864.5,,instruct_dir_4,358007,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,358115,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2077.199999988079,,intro_0,360194,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
4607.200000017881,,prac_directmemory_phase,364803,,,,,,,,practice/object_02b.png,,,49,,,,0,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,0,0,,,,,,,,,,,,,
4279.4000000059605,,prac_directmemory_phase,369085,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,0,0,,,,,,,,,,,,,
4123.4000000059605,,prac_directmemory_phase,373210,,,,,,,,practice/object_04b.png,,,50,,,,0,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,practice/object_04a.png,0,0,,,,,,,,,,,,,
3389,,prac_directmemory_phase,376602,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_01a.png,1,0.25,,,,,,,,,,,,,
4683.4000000059605,,practice_feedback_force_restart,381287,,,,,,,,practice_feedback,0,,,,,,,,,,,,,2,,,,,,,,,,,,
1860.7999999821186,,last_instruct,383148,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),386656,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),387287,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,387794,,,,,,,,green,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1227.5,,prac_rt_thecrossant_black,389189,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,389299,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),392806,,,,,,,,black_plus_sign,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,393461,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,393966,,,,,,,,green,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
883.4000000059605,,prac_rt_thecrossant_black,395347,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,395457,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),398967,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,399625,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,400128,,,,,,,,green,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
938.6000000238419,,prac_rt_thecrossant_black,401701,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,401804,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),405310,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,405970,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,406479,,,,,,,,green,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
572.3000000119209,,prac_rt_thecrossant_black,407961,,,,,,,,black_plus_sign,,,50,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,408071,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
2260,,instruct_dir_01,410334,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
2022.2999999821186,,instruct_dir_2,412358,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1832.9000000059605,,instruct_dir_3,414193,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
2610.4000000059605,,instruct_dir_4,416805,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,416912,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1940.5999999940395,,intro_0,418853,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
5726,,prac_directmemory_phase,424581,,,,,,,,practice/object_02b.png,,,51,,,,1,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,
3378.399999976158,,prac_directmemory_phase,427963,,,,,,,,practice/object_03b.png,,,49,,,,1,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,1,1,,,,,,,,,,,,,
6511.199999988079,,prac_directmemory_phase,434477,,,,,,,,practice/object_04b.png,,,49,,,,1,practice/object_04a.png,practice/object_02a.png,practice/object_03a.png,practice/object_04a.png,1,1,,,,,,,,,,,,,
3152.4000000059605,,prac_directmemory_phase,437631,,,,,,,,practice/object_01b.png,,,50,,,,1,practice/object_02a.png,practice/object_01a.png,practice/object_03a.png,practice/object_01a.png,1,1,,,,,,,,,,,,,
7490.299999982119,,practice_feedback,445124,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
16872.69999998808,,proceed_actualTask,461998,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
10057.90000000596,,last_inst,472058,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,475564,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,476229,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,476743,,,,,,,,blue,,,null,object_05c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
868.5999999940395,,rt_thecrossant_black1,478116,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,478220,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,481735,,,,,,,,black_plus_sign,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,482743,,,,,,,,blue,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,483259,,,,,,,,blue,,,null,object_13a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
845.9000000059605,,rt_thecrossant_black1,484277,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,484387,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,487896,,,,,,,,black_plus_sign,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,488947,,,,,,,,green,,,null,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
475.69999998807907,,rt_plussign_withcolor1,489450,,,,,,,,green,,,50,object_02b.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,490416,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,490519,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,494035,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,494947,,,,,,,,blue,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,495463,,,,,,,,blue,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
1481.2000000178814,,rt_thecrossant_black1,496569,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,496676,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,500193,,,,,,,,black_plus_sign,,,null,object_04c.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,500907,,,,,,,,blue,,,null,object_04c.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,501418,,,,,,,,blue,,,null,object_04c.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1049.8999999761581,,rt_thecrossant_black1,502722,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,502825,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,506337,,,,,,,,black_plus_sign,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,507048,,,,,,,,green,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,507557,,,,,,,,green,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
1016.4000000059605,,rt_thecrossant_black1,508861,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,508971,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,512484,,,,,,,,black_plus_sign,,,null,object_12b.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,513296,,,,,,,,blue,,,null,object_12b.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
452.2999999821186,,rt_plussign_withcolor1,513799,,,,,,,,blue,,,49,object_12b.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,515015,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,515117,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,518627,,,,,,,,black_plus_sign,,,null,object_08a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,519462,,,,,,,,blue,,,null,object_08a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,519974,,,,,,,,blue,,,null,object_08a.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
1026.699999988079,,rt_thecrossant_black1,521158,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,521266,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,524777,,,,,,,,black_plus_sign,,,null,object_06c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,525439,,,,,,,,green,,,null,object_06c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,525950,,,,,,,,green,,,null,object_06c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
994.0999999940395,,rt_thecrossant_black1,527319,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,527422,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,530926,,,,,,,,black_plus_sign,,,null,object_10b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,531624,,,,,,,,blue,,,null,object_10b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,532138,,,,,,,,blue,,,null,object_10b.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
1065.699999988079,,rt_thecrossant_black1,533453,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,533567,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,537084,,,,,,,,black_plus_sign,,,null,object_01c.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,537852,,,,,,,,blue,,,null,object_01c.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
