rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,rt_plussign_withcolor1,259696,,,,,,,,blue,,,null,object_09b.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
698.6000000238419,,rt_thecrossant_black1,260907,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,261009,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,264514,,,,,,,,black_plus_sign,,,null,object_06a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,265178,,,,,,,,blue,,,null,object_06a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,265683,,,,,,,,blue,,,null,object_06a.png,object_11a.png,,,,,,,,,,,,,,,,,,,,,
1307.300000011921,,rt_thecrossant_black1,267026,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,267128,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,270631,,,,,,,,black_plus_sign,,,null,object_10a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,271250,,,,,,,,blue,,,null,object_10a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,271752,,,,,,,,blue,,,null,object_10a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
861.5999999642372,,rt_thecrossant_black1,273136,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,273238,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,276741,,,,,,,,black_plus_sign,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,277171,,,,,,,,green,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,277672,,,,,,,,green,,,null,object_10b.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
1247,,rt_thecrossant_black1,279247,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,279348,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,282856,,,,,,,,black_plus_sign,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,283517,,,,,,,,blue,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,284019,,,,,,,,blue,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,,,
611.1999999880791,,rt_thecrossant_black1,285377,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,285478,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,288981,,,,,,,,black_plus_sign,,,null,object_13b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,289507,,,,,,,,green,,,null,object_13b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
472.39999997615814,,rt_plussign_withcolor1,290007,,,,,,,,green,,,50,object_13b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,291488,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,291590,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,295096,,,,,,,,black_plus_sign,,,null,object_05a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,295955,,,,,,,,blue,,,null,object_05a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,296457,,,,,,,,blue,,,null,object_05a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
670.8000000119209,,rt_thecrossant_black1,297604,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,297707,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,301209,,,,,,,,black_plus_sign,,,null,object_09c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,301999,,,,,,,,green,,,null,object_09c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,302502,,,,,,,,green,,,null,object_09c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1013.3999999761581,,rt_thecrossant_black1,303717,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,303819,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,303924,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1803.5999999642372,,intro_0,305729,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
5755.800000011921,,directmemory_phase1,311485,,,,,,,,object_05b.png,,,51,,,1,,object_15c.png,object_06b.png,object_10b.png,object_10b.png,,1,1,,,,,,,,,,,,
4814.199999988079,,directmemory_phase1,316301,,,,,,,,object_02c.png,,,49,,,1,,object_13a.png,object_06a.png,object_15b.png,object_13a.png,,1,1,,,,,,,,,,,,
2710,,directmemory_phase1,319012,,,,,,,,object_07c.png,,,51,,,1,,object_09c.png,object_11a.png,object_04c.png,object_04c.png,,1,1,,,,,,,,,,,,
9469.199999988079,,directmemory_phase1,328483,,,,,,,,object_15b.png,,,49,,,0,,object_13c.png,object_14a.png,object_15c.png,object_14a.png,,0.75,0,,,,,,,,,,,,
1745.1000000238419,,directmemory_phase1,330229,,,,,,,,object_08b.png,,,51,,,1,,object_09c.png,object_14b.png,object_12c.png,object_12c.png,,0.8,1,,,,,,,,,,,,
1857.199999988079,,directmemory_phase1,332088,,,,,,,,object_06b.png,,,49,,,1,,object_13b.png,object_12c.png,object_08b.png,object_13b.png,,0.8333333333333334,1,,,,,,,,,,,,
1792.800000011921,,directmemory_phase1,333882,,,,,,,,object_07a.png,,,49,,,1,,object_10a.png,object_13b.png,object_06b.png,object_10a.png,,0.8571428571428571,1,,,,,,,,,,,,
2151.900000035763,,directmemory_phase1,336035,,,,,,,,object_08c.png,,,49,,,1,,object_09b.png,object_04c.png,object_06b.png,object_09b.png,,0.875,1,,,,,,,,,,,,
3419.300000011921,,directmemory_phase1,339455,,,,,,,,object_13c.png,,,51,,,1,,object_11c.png,object_02c.png,object_15a.png,object_15a.png,,0.8888888888888888,1,,,,,,,,,,,,
2886.400000035763,,directmemory_phase1,342342,,,,,,,,object_07b.png,,,51,,,1,,object_09b.png,object_08b.png,object_09a.png,object_09a.png,,0.9,1,,,,,,,,,,,,
9079.099999964237,,directmemory_phase1,351423,,,,,,,,object_11a.png,,,50,,,1,,object_05a.png,object_06a.png,object_15c.png,object_06a.png,,0.9090909090909091,1,,,,,,,,,,,,
2214.099999964237,,directmemory_phase1,353638,,,,,,,,object_14b.png,,,50,,,1,,object_07a.png,object_09c.png,object_15c.png,object_09c.png,,0.9166666666666666,1,,,,,,,,,,,,
3429.300000011921,,directmemory_phase1,357069,,,,,,,,object_01b.png,,,49,,,1,,object_15c.png,object_06a.png,object_15b.png,object_15c.png,,0.9230769230769231,1,,,,,,,,,,,,
4969,,directmemory_phase1,362039,,,,,,,,object_05a.png,,,49,,,1,,object_11c.png,object_15a.png,object_08c.png,object_11c.png,,0.9285714285714286,1,,,,,,,,,,,,
2661.899999976158,,directmemory_phase1,364702,,,,,,,,object_06c.png,,,51,,,1,,object_04c.png,object_08c.png,object_05c.png,object_05c.png,,0.9333333333333333,1,,,,,,,,,,,,
null,,thebreak,364805,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1561.6000000238419,,intro_0,366368,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,369870,,,,,,,,black_plus_sign,,,null,object_09a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,370507,,,,,,,,blue,,,null,object_09a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,371012,,,,,,,,blue,,,null,object_09a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
1316.2000000476837,,rt_thecrossant_black2,372386,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,372488,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,375992,,,,,,,,black_plus_sign,,,null,object_06b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,376684,,,,,,,,blue,,,null,object_06b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,377187,,,,,,,,blue,,,null,object_06b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
1075.3999999761581,,rt_thecrossant_black2,378506,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,378608,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,382111,,,,,,,,black_plus_sign,,,null,object_11c.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,382629,,,,,,,,blue,,,null,object_11c.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,383132,,,,,,,,blue,,,null,object_11c.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
816.3999999761581,,rt_thecrossant_black2,384624,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,384726,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,388230,,,,,,,,black_plus_sign,,,null,object_06c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,389125,,,,,,,,green,,,null,object_06c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,389628,,,,,,,,green,,,null,object_06c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
1188.699999988079,,rt_thecrossant_black2,390739,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,390841,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,394342,,,,,,,,black_plus_sign,,,null,object_14b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,395070,,,,,,,,green,,,null,object_14b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
