rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_black_cross(without_color),321928,,,,,,,,blue,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,322431,,,,,,,,blue,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,323649,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,323752,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),327257,,,,,,,,black_plus_sign,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,328015,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,328518,,,,,,,,blue,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1506,,prac_rt_thecrossant_black,330096,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,330199,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),333703,,,,,,,,black_plus_sign,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,334462,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,334965,,,,,,,,blue,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
712.8999999985099,,prac_rt_thecrossant_black,336046,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,336150,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),339654,,,,,,,,black_plus_sign,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,340413,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,340916,,,,,,,,blue,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1242.5999999996275,,prac_rt_thecrossant_black,342150,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,342254,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
3703.2000000011176,,instruct_dir_01,345961,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
16527.400000000373,,instruct_dir_2,362490,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
11667.299999998882,,instruct_dir_3,374160,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
19784.89999999851,,instruct_dir_4,393948,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,394051,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2150.199999999255,,intro_0,396203,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
5069.699999999255,,prac_directmemory_phase,401275,,,,,,,,practice/object_01b.png,,,51,,,,0,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,0,0,,,,,,,,,,,,,
3581.300000000745,,prac_directmemory_phase,404859,,,,,,,,practice/object_04b.png,,,49,,,,0,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_04a.png,0,0,,,,,,,,,,,,,
4291.89999999851,,prac_directmemory_phase,409154,,,,,,,,practice/object_02b.png,,,51,,,,1,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,1,0.3333333333333333,,,,,,,,,,,,,
3775.0999999996275,,prac_directmemory_phase,412931,,,,,,,,practice/object_03b.png,,,50,,,,0,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,practice/object_03a.png,0,0.25,,,,,,,,,,,,,
16157.900000000373,,practice_feedback_force_restart,429091,,,,,,,,practice_feedback,0,,,,,,,,,,,,,1,,,,,,,,,,,,
1525.5999999996275,,last_instruct,430618,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),434121,,,,,,,,black_plus_sign,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),434853,,,,,,,,blue,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,435355,,,,,,,,blue,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
1409.3999999985099,,prac_rt_thecrossant_black,436631,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,436734,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),440238,,,,,,,,black_plus_sign,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,440997,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,441500,,,,,,,,blue,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1129.9000000003725,,prac_rt_thecrossant_black,442790,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,442894,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),446398,,,,,,,,black_plus_sign,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,447155,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,447658,,,,,,,,blue,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
1267.199999999255,,prac_rt_thecrossant_black,448857,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,448961,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),452465,,,,,,,,black_plus_sign,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,453224,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,453727,,,,,,,,blue,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1259.3999999985099,,prac_rt_thecrossant_black,454953,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,455056,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
2756.2999999988824,,instruct_dir_01,457815,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
4049.4000000003725,,instruct_dir_2,461867,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4005.699999999255,,instruct_dir_3,465875,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
1285.199999999255,,instruct_dir_4,467162,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,467266,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
3336,,intro_0,470603,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
5182.299999998882,,prac_directmemory_phase,475788,,,,,,,,practice/object_01b.png,,,49,,,,1,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,1,1,,,,,,,,,,,,,
2796.5999999996275,,prac_directmemory_phase,478587,,,,,,,,practice/object_04b.png,,,50,,,,1,practice/object_03a.png,practice/object_04a.png,practice/object_02a.png,practice/object_04a.png,1,1,,,,,,,,,,,,,
3077,,prac_directmemory_phase,481667,,,,,,,,practice/object_02b.png,,,51,,,,1,practice/object_01a.png,practice/object_03a.png,practice/object_02a.png,practice/object_02a.png,1,1,,,,,,,,,,,,,
4958.5999999996275,,prac_directmemory_phase,486628,,,,,,,,practice/object_03b.png,,,51,,,,1,practice/object_01a.png,practice/object_04a.png,practice/object_03a.png,practice/object_03a.png,1,1,,,,,,,,,,,,,
6900.800000000745,,practice_feedback,493531,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
34143.20000000112,,proceed_actualTask,527676,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
18390.699999999255,,last_inst,546068,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,549571,,,,,,,,black_plus_sign,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,550330,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,550833,,,,,,,,green,,,null,object_06a.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,552083,,,,,,,,black_plus_sign,,,null,,,,,,,,,,NaN,,,,,,,,,,,,,
null,,color_black1,552187,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,555692,,,,,,,,black_plus_sign,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,556159,,,,,,,,green,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,556662,,,,,,,,green,,,null,object_01b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1144,,rt_thecrossant_black1,558201,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,558305,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,561809,,,,,,,,black_plus_sign,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,562270,,,,,,,,blue,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,562774,,,,,,,,blue,,,null,object_14b.png,object_15c.png,,,,,,,,,,,,,,,,,,,,,
848.1000000014901,,rt_thecrossant_black1,564318,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,564423,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,567927,,,,,,,,black_plus_sign,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,568345,,,,,,,,green,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,568848,,,,,,,,green,,,null,object_10c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
633.1999999992549,,rt_thecrossant_black1,570437,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,570540,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,574044,,,,,,,,black_plus_sign,,,null,object_10b.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,574455,,,,,,,,blue,,,null,object_10b.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,574958,,,,,,,,blue,,,null,object_10b.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
678.6999999992549,,rt_thecrossant_black1,576553,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,576657,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,580161,,,,,,,,black_plus_sign,,,null,object_12b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,581189,,,,,,,,green,,,null,object_12b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,581692,,,,,,,,green,,,null,object_12b.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
570.9000000003725,,rt_thecrossant_black1,582672,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,582775,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,586279,,,,,,,,black_plus_sign,,,null,object_05a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,587260,,,,,,,,blue,,,null,object_05a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,587763,,,,,,,,blue,,,null,object_05a.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
1227,,rt_thecrossant_black1,588789,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,588893,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,592398,,,,,,,,black_plus_sign,,,null,object_06c.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,593367,,,,,,,,green,,,null,object_06c.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,593869,,,,,,,,green,,,null,object_06c.png,object_13c.png,,,,,,,,,,,,,,,,,,,,,
1081.3999999985099,,rt_thecrossant_black1,594907,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,595011,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,598515,,,,,,,,black_plus_sign,,,null,object_03b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,599332,,,,,,,,blue,,,null,object_03b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,599835,,,,,,,,blue,,,null,object_03b.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
1345.1000000014901,,rt_thecrossant_black1,601025,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,601128,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,604633,,,,,,,,black_plus_sign,,,null,object_05b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,605480,,,,,,,,blue,,,null,object_05b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,605983,,,,,,,,blue,,,null,object_05b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
1158.199999999255,,rt_thecrossant_black1,607143,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,607246,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,610751,,,,,,,,black_plus_sign,,,null,object_09b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,611660,,,,,,,,blue,,,null,object_09b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,612162,,,,,,,,blue,,,null,object_09b.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
1144,,rt_thecrossant_black1,613261,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,613364,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,616869,,,,,,,,black_plus_sign,,,null,object_07a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,617555,,,,,,,,green,,,null,object_07a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,618058,,,,,,,,green,,,null,object_07a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1213.199999999255,,rt_thecrossant_black1,619380,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,619483,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,622987,,,,,,,,black_plus_sign,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,623802,,,,,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,624305,,,,,,,,blue,,,null,object_07b.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
1080.5,,rt_thecrossant_black1,625498,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,625601,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,629105,,,,,,,,black_plus_sign,,,null,object_01c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,629597,,,,,,,,blue,,,null,object_01c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,630100,,,,,,,,blue,,,null,object_01c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
1445.5,,rt_thecrossant_black1,631615,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,631719,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,635224,,,,,,,,black_plus_sign,,,null,object_04a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,635818,,,,,,,,blue,,,null,object_04a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,636321,,,,,,,,blue,,,null,object_04a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
1014,,rt_thecrossant_black1,637736,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,637839,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,641344,,,,,,,,black_plus_sign,,,null,object_13c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,642037,,,,,,,,green,,,null,object_13c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,642541,,,,,,,,green,,,null,object_13c.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
968,,rt_thecrossant_black1,643855,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,643959,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,647463,,,,,,,,black_plus_sign,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,648227,,,,,,,,blue,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,648730,,,,,,,,blue,,,null,object_03a.png,object_08c.png,,,,,,,,,,,,,,,,,,,,,
1158.5,,rt_thecrossant_black1,649974,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,650078,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,653582,,,,,,,,black_plus_sign,,,null,object_12a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,654049,,,,,,,,blue,,,null,object_12a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,654552,,,,,,,,blue,,,null,object_12a.png,object_14c.png,,,,,,,,,,,,,,,,,,,,,
