rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,prac_atten_color,1143678,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
42.799999952316284,,prac_atten_color_black,1145680,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1146596,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
599.2000000476837,,prac_atten_color,1147500,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1149503,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
32518,,attentioncheck_help,1182022,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1182520,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,1183201,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
82,,prac_atten_color_black,1185203,,,,,,,,black_plus_sign,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1185928,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
504.80000019073486,,prac_atten_color,1186787,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1188789,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1189334,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,1189772,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
48.799999952316284,,prac_atten_color_black,1191774,,,,,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1192740,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
493.2000000476837,,prac_atten_color,1193778,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1195780,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1196148,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
485.2999999523163,,prac_atten_color,1196829,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1198831,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1199555,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
492.2000000476837,,prac_atten_color,1200299,,,,,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,1202300,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
31164.5,,attentioncheck_feedback,1233466,,,,,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,,,,
6278.899999856949,,last_instruct,1239746,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1243254,,,,,,,,black_plus_sign,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),1244096,,,,,,,,blue,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1244598,,,,,,,,blue,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
1227.5,,prac_rt_thecrossant_black,1245762,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1245864,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1249367,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1250210,,,,,,,,green,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1250723,,,,,,,,blue,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
1147.7999999523163,,prac_rt_thecrossant_black,1252148,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1252251,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1255754,,,,,,,,black_plus_sign,,,null,object_07c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1256598,,,,,,,,green,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1257099,,,,,,,,blue,,,null,object_07c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
710.5,,prac_rt_thecrossant_black,1258669,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1258770,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),1262273,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1263116,,,,,,,,green,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,1263618,,,,,,,,blue,,,null,object_05c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
533.7000000476837,,prac_rt_thecrossant_black,1264621,,,,,,,,black_plus_sign,,,49,,,1,1,,,,,,,,,,,,,,,,,,,
null,,prac_color_black,1264724,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
13286,,instruct_dir_01,1278013,,,,,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,,,,
5255.299999952316,,instruct_dir_2,1283269,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
5985.400000095367,,instruct_dir_3,1289256,,,,,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,,,,
4454.799999952316,,instruct_dir_4,1293712,,,,,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1293822,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1584.5999999046326,,intro_0,1295408,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
2025.6000001430511,,prac_directmemory_phase,1297435,,,,,,,,practice/object_03b.png,,,49,,,1,,practice/object_03a.png,practice/object_02a.png,practice/object_04a.png,practice/object_03a.png,1,1,,,,,,,,,,,,,
1632.6000001430511,,prac_directmemory_phase,1299071,,,,,,,,practice/object_01b.png,,,50,,,0,,practice/object_01a.png,practice/object_03a.png,practice/object_04a.png,practice/object_01a.png,0,0.5,,,,,,,,,,,,,
1549.2000000476837,,prac_directmemory_phase,1300621,,,,,,,,practice/object_04b.png,,,49,,,1,,practice/object_04a.png,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,1,0.6666666666666666,,,,,,,,,,,,,
1912.0999999046326,,prac_directmemory_phase,1302535,,,,,,,,practice/object_02b.png,,,49,,,1,,practice/object_02a.png,practice/object_01a.png,practice/object_04a.png,practice/object_02a.png,1,0.75,,,,,,,,,,,,,
10684.600000143051,,practice_feedback,1313222,,,,,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,,,,
8628.200000047684,,proceed_actualTask,1321851,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,,,,
12943.5,,last_inst,1334795,,,,,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1338298,,,,,,,,black_plus_sign,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1339142,,,,,,,,green,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1339643,,,,,,,,green,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
1262.8000001907349,,rt_thecrossant_black1,1340809,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1340911,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1344424,,,,,,,,black_plus_sign,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1345450,,,,,,,,blue,,,null,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
496.10000014305115,,rt_plussign_withcolor1,1345950,,,,,,,,blue,,,49,object_02a.png,object_01c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1346929,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1347032,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1350534,,,,,,,,black_plus_sign,,,null,object_07c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1351409,,,,,,,,green,,,null,object_07c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1351910,,,,,,,,green,,,null,object_07c.png,object_10c.png,,,,,,,,,,,,,,,,,,,,,
1146.4000000953674,,rt_thecrossant_black1,1353040,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1353142,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1356646,,,,,,,,black_plus_sign,,,null,object_05c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1357675,,,,,,,,blue,,,null,object_05c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
471,,rt_plussign_withcolor1,1358176,,,,,,,,blue,,,49,object_05c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1359153,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1359254,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1362756,,,,,,,,black_plus_sign,,,null,object_04b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1363475,,,,,,,,green,,,null,object_04b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1363977,,,,,,,,green,,,null,object_04b.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
1343.2000000476837,,rt_thecrossant_black1,1365264,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,1365366,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1368869,,,,,,,,black_plus_sign,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1369621,,,,,,,,green,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1370123,,,,,,,,green,,,null,object_10b.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
1089.8000001907349,,rt_thecrossant_black1,1371375,,,,,,,,black_plus_sign,,,49,,,0,,,,,,,0.8333333333333334,,,,,,,,,,,,,
null,,color_black1,1371478,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1374980,,,,,,,,black_plus_sign,,,null,object_13c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1375451,,,,,,,,green,,,null,object_13c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1375952,,,,,,,,green,,,null,object_13c.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
880.3000001907349,,rt_thecrossant_black1,1377485,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8571428571428571,,,,,,,,,,,,,
null,,color_black1,1377587,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1381091,,,,,,,,black_plus_sign,,,null,object_06b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1382105,,,,,,,,green,,,null,object_06b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1382608,,,,,,,,green,,,null,object_06b.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
607.9000000953674,,rt_thecrossant_black1,1383606,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.875,,,,,,,,,,,,,
null,,color_black1,1383708,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1387211,,,,,,,,black_plus_sign,,,null,object_02b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1387649,,,,,,,,blue,,,null,object_02b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1388151,,,,,,,,blue,,,null,object_02b.png,object_14a.png,,,,,,,,,,,,,,,,,,,,,
1300,,rt_thecrossant_black1,1389717,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.8888888888888888,,,,,,,,,,,,,
null,,color_black1,1389819,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1393320,,,,,,,,black_plus_sign,,,null,object_06a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1393815,,,,,,,,blue,,,null,object_06a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1394316,,,,,,,,blue,,,null,object_06a.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
740.8000001907349,,rt_thecrossant_black1,1395825,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9,,,,,,,,,,,,,
null,,color_black1,1395928,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1399431,,,,,,,,black_plus_sign,,,null,object_03c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1400175,,,,,,,,blue,,,null,object_03c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1400677,,,,,,,,blue,,,null,object_03c.png,object_02c.png,,,,,,,,,,,,,,,,,,,,,
797.5,,rt_thecrossant_black1,1401936,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9090909090909091,,,,,,,,,,,,,
null,,color_black1,1402037,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1405538,,,,,,,,black_plus_sign,,,null,object_13a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1406454,,,,,,,,blue,,,null,object_13a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1406956,,,,,,,,blue,,,null,object_13a.png,object_10a.png,,,,,,,,,,,,,,,,,,,,,
1093.8000001907349,,rt_thecrossant_black1,1408045,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9166666666666666,,,,,,,,,,,,,
null,,color_black1,1408148,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1411650,,,,,,,,black_plus_sign,,,null,object_07b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1412673,,,,,,,,blue,,,null,object_07b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1413174,,,,,,,,blue,,,null,object_07b.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
1271,,rt_thecrossant_black1,1414158,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9230769230769231,,,,,,,,,,,,,
null,,color_black1,1414261,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1417764,,,,,,,,black_plus_sign,,,null,object_14b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1418313,,,,,,,,blue,,,null,object_14b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1418822,,,,,,,,blue,,,null,object_14b.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
1530.3999998569489,,rt_thecrossant_black1,1420282,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9285714285714286,,,,,,,,,,,,,
null,,color_black1,1420385,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1423888,,,,,,,,black_plus_sign,,,null,object_05b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1424540,,,,,,,,green,,,null,object_05b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
456.5,,rt_plussign_withcolor1,1425041,,,,,,,,green,,,50,object_05b.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1426393,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,0.9333333333333333,,,,,,,,,,,,,
null,,color_black1,1426495,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1429999,,,,,,,,black_plus_sign,,,null,object_11a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1430432,,,,,,,,blue,,,null,object_11a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1430935,,,,,,,,blue,,,null,object_11a.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
1358.7999999523163,,rt_thecrossant_black1,1432505,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9375,,,,,,,,,,,,,
null,,color_black1,1432607,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1436109,,,,,,,,black_plus_sign,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1436563,,,,,,,,blue,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1437064,,,,,,,,blue,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
812.1000001430511,,rt_thecrossant_black1,1438615,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9411764705882353,,,,,,,,,,,,,
null,,color_black1,1438717,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1442218,,,,,,,,black_plus_sign,,,null,object_10a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1442883,,,,,,,,green,,,null,object_10a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
500.5,,rt_plussign_withcolor1,1443384,,,,,,,,green,,,50,object_10a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black1,1444723,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,0.9444444444444444,,,,,,,,,,,,,
null,,color_black1,1444826,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1448329,,,,,,,,black_plus_sign,,,null,object_15b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1449328,,,,,,,,green,,,null,object_15b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1449830,,,,,,,,green,,,null,object_15b.png,object_01b.png,,,,,,,,,,,,,,,,,,,,,
1012.7000000476837,,rt_thecrossant_black1,1450835,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.9473684210526315,,,,,,,,,,,,,
null,,color_black1,1450937,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1454440,,,,,,,,black_plus_sign,,,null,object_11b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1455518,,,,,,,,green,,,null,object_11b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1456020,,,,,,,,green,,,null,object_11b.png,object_02a.png,,,,,,,,,,,,,,,,,,,,,
1184.5,,rt_thecrossant_black1,1456947,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.95,,,,,,,,,,,,,
null,,color_black1,1457049,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1460552,,,,,,,,black_plus_sign,,,null,object_12b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1461386,,,,,,,,blue,,,null,object_12b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1461888,,,,,,,,blue,,,null,object_12b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
1570.7000000476837,,rt_thecrossant_black1,1463057,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9523809523809523,,,,,,,,,,,,,
null,,color_black1,1463158,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1466662,,,,,,,,black_plus_sign,,,null,object_08a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1467374,,,,,,,,blue,,,null,object_08a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1467881,,,,,,,,blue,,,null,object_08a.png,object_07a.png,,,,,,,,,,,,,,,,,,,,,
945.7000000476837,,rt_thecrossant_black1,1469184,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.9545454545454546,,,,,,,,,,,,,
null,,color_black1,1469300,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1472809,,,,,,,,black_plus_sign,,,null,object_04c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,1473345,,,,,,,,green,,,null,object_04c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,1473851,,,,,,,,green,,,null,object_04c.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
1099.3999998569489,,rt_thecrossant_black1,1475330,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.9565217391304348,,,,,,,,,,,,,
null,,color_black1,1475440,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,1478944,,,,,,,,black_plus_sign,,,null,object_05a.png,object_03b.png,,,,,,,,,,,,,,,,,,,,,
