rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,prac_atten_color_black,427220,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,427817,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
686.0999999940395,,prac_atten_color,428825,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,430827,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,431235,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
649.1999999880791,,prac_atten_color,432164,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,434167,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,434644,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
557.7000000178814,,prac_atten_color,435543,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,437546,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,438053,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
722,,prac_atten_color,438987,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,440990,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,441461,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
755.5,,prac_atten_color,442358,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: green;'>+</p>,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,444359,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,444866,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,445472,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
78.5,,prac_atten_color_black,447474,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,448272,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,448777,,,,<p style='position:absolute;top: 50%;right: 50%;transform: translate(50%, -50%);font-size: 125px;color: blue;'>+</p>,,,null,,,,,,,,,,,,,,,,,,,,
71.09999999403954,,prac_atten_color_black,450780,,,,black_plus_sign,,,49,,,,,,,,,,,,,,,,,,,,
4481.199999988079,,attentioncheck_feedback,455262,,,,cross_check_feedback,0,,,,,,,,,,,,,,,,,,,,,,
18552.399999976158,,last_instruct,473816,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),477321,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),478195,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,478697,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
1286.0999999940395,,prac_rt_thecrossant_black,479829,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,479934,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),483437,,,,black_plus_sign,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,484142,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,484644,,,,blue,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
1094.4000000059605,,prac_rt_thecrossant_black,485844,,,,black_plus_sign,,,49,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,485950,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),489453,,,,black_plus_sign,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,490158,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,490659,,,,green,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
996.4000000059605,,prac_rt_thecrossant_black,492080,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,492182,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),495685,,,,black_plus_sign,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,496390,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,496893,,,,green,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
931.6999999880791,,prac_rt_thecrossant_black,498029,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,498130,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
24731.5,,instruct_dir_01,522864,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
26543.19999998808,,instruct_dir_2,549410,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
7670.199999988079,,instruct_dir_3,557082,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
20004,,instruct_dir_4,577088,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,577189,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1706.7999999821186,,intro_0,578897,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
2185.199999988079,,prac_directmemory_phase,581084,,,,practice/object_04a.png,,,49,,,,0,,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,0,0,,,,,,,,,
1753.5999999940395,,prac_directmemory_phase,582845,,,,practice/object_01a.png,,,50,,,,0,,practice/object_03b.png,practice/object_03a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,
1669.199999988079,,prac_directmemory_phase,584516,,,,practice/object_03a.png,,,51,,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,0,0,,,,,,,,,
1518.5,,prac_directmemory_phase,586036,,,,practice/object_02a.png,,,49,,,,1,,practice/object_02b.png,practice/object_01b.png,practice/object_03a.png,practice/object_02b.png,1,0.25,,,,,,,,,
9639.5,,practice_feedback_force_restart,595677,,,,practice_feedback,0,,,1,,,,,,,,,,,,,,,,,,,
20436.90000000596,,last_instruct,616115,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),619617,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),620580,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,621082,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_thecrossant_black,622122,,,,black_plus_sign,,,null,,,,,1,,,,,,,,,,,,,,,
null,,prac_color_black,622224,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),625726,,,,black_plus_sign,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,626430,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,626931,,,,blue,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
1453.800000011921,,prac_rt_thecrossant_black,627993,,,,black_plus_sign,,,49,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,628096,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),631599,,,,black_plus_sign,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,632304,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,632806,,,,green,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
1438.2000000178814,,prac_rt_thecrossant_black,633745,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,633848,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),637351,,,,black_plus_sign,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,638056,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,638557,,,,green,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
1275.5,,prac_rt_thecrossant_black,639831,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,639933,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
21972.09999999404,,instruct_dir_01,661907,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
9522.90000000596,,instruct_dir_2,671432,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
1991.5,,instruct_dir_3,673425,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
2572,,instruct_dir_4,675999,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,676100,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1502.199999988079,,intro_0,677603,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
1661.2000000178814,,prac_directmemory_phase,679266,,,,practice/object_04a.png,,,50,,,,0,,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,0,0,,,,,,,,,
1790.7000000178814,,prac_directmemory_phase,681058,,,,practice/object_01a.png,,,50,,,,0,,practice/object_03b.png,practice/object_03a.png,practice/object_01b.png,practice/object_01b.png,0,0,,,,,,,,,
1950.7999999821186,,prac_directmemory_phase,683011,,,,practice/object_03a.png,,,51,,,,0,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,0,0,,,,,,,,,
1790.699999988079,,prac_directmemory_phase,684804,,,,practice/object_02a.png,,,50,,,,0,,practice/object_02b.png,practice/object_01b.png,practice/object_03a.png,practice/object_02b.png,0,0,,,,,,,,,
5643.199999988079,,practice_feedback_force_restart,690449,,,,practice_feedback,0,,,2,,,,,,,,,,,,,,,,,,,
1613.199999988079,,last_instruct,692063,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),695566,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_black_cross(without_color),696623,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,697139,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
1470.2000000178814,,prac_rt_thecrossant_black,698085,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,698188,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),701692,,,,black_plus_sign,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,702401,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,702903,,,,blue,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
1456.4000000059605,,prac_rt_thecrossant_black,704229,,,,black_plus_sign,,,49,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,704332,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),707836,,,,black_plus_sign,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,708543,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,709045,,,,green,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
814.9000000059605,,prac_rt_thecrossant_black,710463,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,710565,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_learn_phase(without_color),714068,,,,black_plus_sign,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,714774,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,prac_rt_plussign_withcolor,715276,,,,green,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
919.2000000178814,,prac_rt_thecrossant_black,716638,,,,black_plus_sign,,,50,,,,1,1,,,,,,,,,,,,,,,
null,,prac_color_black,716739,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
9117,,instruct_dir_01,725857,,,,instruct,0,Next,,,,,,,,,,,,,,,,,,,,,
4197.100000023842,,instruct_dir_2,730056,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
20950.79999998212,,instruct_dir_3,751008,,,,instruct,1,Next,,,,,,,,,,,,,,,,,,,,,
4691.899999976158,,instruct_dir_4,755702,,,,instruct,1,Start,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,755803,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
7380.299999982119,,intro_0,763184,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
3991.4000000059605,,prac_directmemory_phase,767177,,,,practice/object_04a.png,,,51,,,,1,,practice/object_03b.png,practice/object_03a.png,practice/object_04b.png,practice/object_04b.png,1,1,,,,,,,,,
12665.299999982119,,prac_directmemory_phase,779846,,,,practice/object_01a.png,,,51,,,,1,,practice/object_03b.png,practice/object_03a.png,practice/object_01b.png,practice/object_01b.png,1,1,,,,,,,,,
9478,,prac_directmemory_phase,789328,,,,practice/object_03a.png,,,50,,,,1,,practice/object_02a.png,practice/object_03b.png,practice/object_04b.png,practice/object_03b.png,1,1,,,,,,,,,
6197.699999988079,,prac_directmemory_phase,795528,,,,practice/object_02a.png,,,49,,,,1,,practice/object_02b.png,practice/object_01b.png,practice/object_03a.png,practice/object_02b.png,1,1,,,,,,,,,
2818.0999999940395,,practice_feedback,798348,,,,practice_feedback,1,,,,,,,,,,,,,,,,,,,,,,
56615,,proceed_actualTask,854965,,,,proceed_actualTask,1,Continue,,,,,,,,,,,,,,,,,,,,,
24399.29999998212,,last_inst,879365,,,,last_inst,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,882867,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,883584,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,884088,,,,blue,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
1154.300000011921,,rt_thecrossant_black1,885388,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,885491,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,888995,,,,black_plus_sign,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,889756,,,,blue,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,890258,,,,blue,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
1199.199999988079,,rt_thecrossant_black1,891503,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,891619,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,895121,,,,black_plus_sign,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,895533,,,,blue,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,896043,,,,blue,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
1120.7999999821186,,rt_thecrossant_black1,897635,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,897737,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,901241,,,,black_plus_sign,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,902065,,,,blue,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,902567,,,,blue,,,null,,object_09a.png,object_14b.png,,,,,,,,,,,,,,,,,
731.3000000119209,,rt_thecrossant_black1,903747,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,903850,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,907353,,,,black_plus_sign,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,908027,,,,green,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,908529,,,,green,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
1480.5,,rt_thecrossant_black1,909875,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,909986,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,913489,,,,black_plus_sign,,,null,,object_13b.png,object_07b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,914266,,,,blue,,,null,,object_13b.png,object_07b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,914769,,,,blue,,,null,,object_13b.png,object_07b.png,,,,,,,,,,,,,,,,,
1107.0999999940395,,rt_thecrossant_black1,915997,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,916098,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,919601,,,,black_plus_sign,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,920700,,,,blue,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,921201,,,,blue,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
1148.2000000178814,,rt_thecrossant_black1,922107,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,922210,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,925713,,,,black_plus_sign,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,926206,,,,green,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,926708,,,,green,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
1568.0999999940395,,rt_thecrossant_black1,928218,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,928321,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,931829,,,,black_plus_sign,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
